##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.211 - Relações Diplomáticas";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infra-Estrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.601 - Promoção da Produção Vegetal";"20.602 - Promoção da Produção Animal";"20.603 - Defesa Sanitária Vegetal";"20.604 - Defesa Sanitária Animal";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Petróleo";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Áreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intra-Orçamentárias)";"Despesas (Intra-Orçamentárias)"
Prefeitura Municipal de Pedro Afonso - TO;1716505;TO;12490;980980.59;980980.59;0;0;0;0;0;0;0;0;0;0;3052491.53;0;2728948.89;323542.64;0;0;0;0;0;0;0;0;0;15023.96;0;0;0;0;0;0;0;0;0;0;0;0;1145273.84;182669.86;452662.66;211611.29;298330.03;0;0;0;0;0;0;0;4014625.70;2503505.38;0;40537.83;0;0;0;1470582.49;0;0;0;0;0;0;6798882.20;5297762.87;0;0;0;38258.06;26001.00;0;295295.21;1141565.06;886549.87;0;886549.87;0;0;0;0;0;0;2576112.57;1147192.98;322941.40;1105978.19;0;0;0;0;0;1134902.15;0;1109272.15;25630.00;880919.02;304872.25;56000.00;4810.00;0;0;515236.77;0;0;0;0;0;300000.00;300000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70055.00;0;70055.00;0;0;0;0;86255.51;0;0;49546.60;36708.91;183584.17;0;0;52332.16;0;0;131252.01;0;0;22125656.11;0
Prefeitura Municipal de Pedro Leopoldo - MG;3149309;MG;61975;4257965.24;4257965.24;0;0;0;0;0;0;5491.74;5491.74;0;0;19166844.35;82878.39;13149968.64;92841.74;290053.05;0;616915.04;0;3764483.65;1163703.84;0;0;6000.00;0;0;0;0;694246.80;196459.28;0;0;497787.52;0;0;0;0;3172331.58;192600.00;559076.64;441785.62;643941.89;1334927.43;0;0;0;0;0;0;34159757.66;10558581.97;16561783.70;513251.76;481159.14;324800.51;0;5720180.58;0;0;0;0;0;0;30042423.72;17541200.13;819003.36;0;0;7126160.59;372651.11;490456.05;0;3692952.48;1151900.15;2299.53;1149600.62;0;0;0;0;0;0;4603739.96;136205.75;3668435.08;0;799099.13;0;0;0;0;3260467.56;0;3260467.56;0;340626.28;340626.28;0;0;0;0;0;0;0;0;0;0;262026.14;0;0;0;0;0;262026.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126535.07;0;0;126535.07;0;0;0;0;0;0;0;0;0;0;0;0;193326.47;0;193326.47;0;0;1966036.57;0;0;1966036.57;0;0;0;0;0;103403719.29;0
Prefeitura Municipal de Silves - AM;1304005;AM;8946;1102660.02;1102660.02;0;0;0;0;0;0;0;0;0;0;2508695.43;0;2217486.17;291209.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;791257.01;6000.00;0;84370.63;700886.38;0;0;0;0;0;0;0;4245315.45;3539894.84;705420.61;0;0;0;0;0;0;0;0;0;0;0;8491375.94;7468835.63;0;0;0;597923.43;0;0;0;424616.88;447046.40;0;447046.40;0;0;0;0;0;0;1863195.96;0;1863195.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256617.96;5882.00;0;0;0;250735.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;376250.69;0;89997.00;0;286253.69;533527.31;0;0;344042.02;0;0;189485.29;0;0;20615942.17;0
Prefeitura Municipal de Xambrê - PR;4128807;PR;6077;0;0;0;0;91456.24;91456.24;0;0;0;0;0;0;1844549.70;0;1546388.28;181683.82;0;0;0;0;0;116477.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353898.36;0;0;105744.70;248153.66;0;0;0;0;0;0;0;7304752.74;7293679.51;0;0;0;11073.23;0;0;0;0;0;0;0;0;2816015.07;2816015.07;0;0;0;0;0;0;0;0;6454.00;0;6454.00;0;0;0;0;0;0;1352744.40;1352744.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347209.54;0;0;0;0;0;347209.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1041970.80;0;1041970.80;0;0;0;0;0;0;0;0;0;724330.17;724330.17;0;0;0;0;0;0;0;15883381.02;753478.98
Prefeitura Municipal de Capela - SE;2801306;SE;32666;2470713.21;0;0;2470713.21;420651.10;0;0;420651.10;0;0;0;0;11402908.25;0;0;0;0;0;0;0;0;0;0;0;11402908.25;0;0;0;0;1061.97;0;0;0;1061.97;456689.98;0;0;456689.98;187251.56;0;0;0;0;187251.56;0;0;0;0;0;0;7136430.74;0;0;0;0;0;0;7136430.74;0;0;0;0;0;0;17993949.44;0;0;0;0;0;0;0;0;17993949.44;2553487.06;0;0;2553487.06;0;0;0;0;0;1148276.22;0;0;0;1148276.22;0;0;0;0;1732780.07;0;0;1732780.07;19452.58;0;0;0;0;0;19452.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146895.52;0;0;0;146895.52;754294.15;0;0;0;0;0;0;0;754294.15;46424841.85;0
Prefeitura Municipal de Caturama - BA;2907558;BA;9760;561521.78;561521.78;0;0;268600.38;268600.38;0;0;0;0;0;0;1557011.77;0;1307796.77;202935.00;0;0;0;0;0;0;0;46280.00;0;0;0;0;0;7606.00;7606.00;0;0;0;0;0;0;0;622827.94;5559.00;0;35031.00;582237.94;0;96962.77;96962.77;0;0;0;0;3776794.25;3467601.25;122613.00;118120.00;0;68460.00;0;0;0;0;0;0;0;0;5556943.26;5504797.26;52146.00;0;0;0;0;0;0;0;284711.25;284711.25;0;0;0;0;0;0;0;824319.05;658060.45;166258.60;0;0;3273.29;0;3273.29;0;483459.84;0;483459.84;0;0;0;0;0;0;0;0;0;0;0;0;0;68294.08;0;0;0;0;68294.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213086.15;0;213086.15;0;0;579533.30;0;579533.30;0;0;0;0;15252.80;0;15252.80;0;0;72005.04;72005.04;0;0;0;0;0;0;0;14992202.95;0
Prefeitura Municipal de Descoberto - MG;3121308;MG;4968;563499.13;563499.13;0;0;2440.80;0;2440.80;0;0;0;0;0;2189721.96;0;2189721.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48877.08;48877.08;0;0;0;0;0;0;0;439276.24;3419.07;0;9075.00;426782.17;0;1019316.81;0;1019316.81;0;0;0;2033908.39;816262.94;28194.45;29639.04;0;22722.66;0;1137089.30;0;0;0;0;0;0;2209615.65;1773378.82;0;0;14850.00;222425.81;0;0;0;198961.02;283054.03;2500.00;280554.03;0;0;0;0;0;0;115789.47;94148.76;0;0;21640.71;231724.90;0;1851.80;229873.10;264126.31;0;264126.31;0;267522.06;267522.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8159.48;0;8159.48;0;123016.51;0;123016.51;0;0;495378.31;0;0;0;0;0;495378.31;30487.41;0;30487.41;0;0;378515.24;0;0;378515.24;0;0;0;0;0;10704429.78;0
Prefeitura Municipal de Potirendaba - SP;3540804;SP;16401;758743.90;758743.90;0;0;115807.76;115807.76;0;0;0;0;0;0;6180422.26;4124825.63;163498.17;1892098.46;0;0;0;0;0;0;0;0;0;0;0;0;0;1196273.64;1196273.64;0;0;0;0;0;0;0;1451192.71;7066.68;0;36921.57;1407204.46;0;2274496.87;0;2274496.87;0;0;0;8037246.18;7294670.60;19550.00;0;723025.58;0;0;0;0;0;0;0;0;0;14090139.40;9452955.82;0;0;542853.11;3628981.25;0;9600.00;0;455749.22;1742270.33;0;1742270.33;0;0;0;0;0;0;4915536.10;363898.56;4551637.54;0;0;48132.67;0;48132.67;0;1442460.65;0;1442460.65;0;363195.74;363195.74;0;0;0;0;0;0;0;0;0;0;439354.41;0;0;0;0;439354.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367953.92;0;367953.92;0;0;0;0;376624.65;0;376624.65;0;0;757824.40;0;0;0;0;0;757824.40;0;0;44557675.59;2235848.11
Prefeitura Municipal de Santana do Acaraú - CE;2312007;CE;31133;1351248.56;1351248.56;0;0;0;0;0;0;0;0;0;0;6602793.09;0;6602793.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1176656.52;42374.05;0;421702.64;502691.09;209888.74;0;0;0;0;0;0;10266294.37;4523923.96;3901336.37;0;0;183280.08;0;1657753.96;0;0;0;0;0;0;21773343.67;19140242.18;882031.82;0;275000.00;545441.21;9704.00;0;0;920924.46;458305.66;0;458305.66;0;0;0;0;0;0;681540.93;374782.31;293602.73;0;13155.89;0;0;0;0;64163.25;0;64163.25;0;7800.00;7800.00;0;0;0;0;0;0;0;0;0;0;1209689.83;0;0;0;0;4884.32;0;0;1204805.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450000.00;0;450000.00;0;0;0;0;0;0;0;0;0;19396.00;0;19396.00;0;0;321157.40;0;0;321157.40;0;0;0;0;0;44382389.28;0
Prefeitura Municipal de Piúma - ES;3204203;ES;20082;2018014.15;2018014.15;0;0;0;0;0;0;604385.15;0;0;604385.15;11219099.00;0;11219099.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1466629.65;166.26;166.26;349547.44;1116749.69;0;0;0;0;0;0;0;13630192.66;3451841.64;5800987.40;650231.48;218244.77;527447.12;0;2981440.25;0;0;0;0;0;0;18410807.29;12447313.67;0;0;1249893.00;1186823.03;0;0;0;3526777.59;789548.94;0;789548.94;0;0;0;0;0;0;7467534.80;3324357.54;2298034.80;0;1845142.46;0;0;0;0;0;0;0;0;316697.13;0;88212.75;0;0;0;228484.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21990.74;0;0;0;0;0;21990.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2439617.34;0;0;0;2439617.34;269419.33;0;0;269419.33;0;0;0;0;0;58653936.18;0
Prefeitura Municipal de Figueirópolis - TO;1707652;TO;5421;464365.81;464365.81;0;0;0;0;0;0;0;0;0;0;1518733.32;0;1518733.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800078.65;0;0;134816.01;250424.92;414837.72;0;0;0;0;0;0;2796186.29;990288.06;439392.34;0;0;123301.28;0;1243204.61;0;0;0;0;0;0;3663496.14;3068053.90;0;0;0;475801.00;0;0;0;119641.24;0;0;0;0;0;0;0;0;0;1031717.31;119464.76;318685.72;0;593566.83;0;0;0;0;0;0;0;0;6878.74;6878.74;0;0;0;0;0;0;0;0;0;0;155468.16;0;0;0;0;72632.44;21083.00;0;61752.72;0;0;0;0;0;0;0;0;0;0;0;8902.00;0;0;0;0;0;8902.00;0;0;0;0;0;0;0;0;0;5032.82;0;5032.82;0;0;0;0;214025.60;38868.49;91931.06;0;83226.05;82934.11;0;0;0;0;0;82934.11;0;0;10747818.95;0
Prefeitura Municipal de Campo Formoso - BA;2906006;BA;71507;3281648.84;3281648.84;0;0;373752.41;0;373752.41;0;0;0;0;0;8264669.13;0;6941561.69;994297.97;0;0;0;0;146981.49;56580.00;0;125247.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4228012.41;0;0;909882.96;3318129.45;0;4409671.29;3901417.99;0;0;0;508253.30;17925190.84;10211239.60;6945662.88;0;0;768288.36;0;0;0;0;0;0;0;0;49529292.40;46219019.68;15.72;0;0;7967.25;0;180.00;0;3302109.75;1000245.76;0;1000245.76;0;0;0;0;0;0;11110761.56;79695.34;8031170.17;0;2999896.05;38134.00;0;0;38134.00;6602.00;0;6602.00;0;47666.00;47666.00;0;0;0;0;0;0;0;0;0;0;744295.04;0;0;0;0;0;65182.95;0;679112.09;0;0;0;0;0;0;0;0;0;0;0;63285.30;0;0;0;0;63285.30;0;0;0;0;0;0;0;0;0;0;326695.14;0;326695.14;0;0;0;0;99238.66;0;99238.66;0;0;1791111.14;1413048.04;0;0;0;0;378063.10;0;0;103240271.92;5027916.44
Prefeitura Municipal de Rio Fortuna - SC;4214904;SC;4557;598195.52;598195.52;0;0;0;0;0;0;0;0;0;0;1374956.31;0;1352785.12;0;0;0;0;0;0;0;0;0;22171.19;14390.40;0;0;14390.40;0;0;0;0;0;0;0;0;0;395730.81;32626.81;50675.20;84501.11;227927.69;0;0;0;0;0;0;0;2651998.34;2651998.34;0;0;0;0;0;0;0;0;0;0;0;0;3338119.65;3194814.21;0;0;28000.00;67146.45;1860.78;0;0;46298.21;62881.98;0;62881.98;0;0;0;0;0;0;326539.69;0;158562.57;0;167977.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473.00;0;0;0;473.00;452817.24;0;452817.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8648.00;0;0;0;0;8648.00;0;8291.18;0;8291.18;0;0;0;0;0;0;2238557.95;0;1742881.54;0;0;0;495676.41;75000.21;0;75000.21;0;0;347291.48;0;0;137278.47;0;0;210013.01;0;0;11893891.76;0
Prefeitura Municipal de Mirandiba - PE;2609303;PE;14915;828413.66;828413.66;0;0;0;0;0;0;0;0;0;0;3653064.85;0;1967342.82;952545.41;34903.20;0;0;0;0;638074.83;0;0;60198.59;0;0;0;0;0;0;0;0;0;0;0;0;0;843847.60;28727.28;0;299262.36;515857.96;0;251833.38;0;251833.38;0;0;0;5542468.51;2921725.84;2332198.65;0;0;285968.39;0;2575.63;211583.58;211583.58;0;0;0;0;8587571.53;8048391.82;164720.90;48296.68;0;158728.77;14807.71;0;0;152625.65;308926.99;0;308926.99;0;0;0;0;0;0;2317444.68;853507.84;1028488.25;0;435448.59;0;0;0;0;15949.93;5802.00;10147.93;0;301351.29;604.20;0;0;300747.09;0;0;0;0;0;0;0;372130.01;0;0;0;0;125616.16;246513.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327807.90;0;327807.90;0;0;0;0;8779.44;0;8779.44;0;0;0;0;0;0;0;0;0;0;0;23571173.35;1565073.33
Prefeitura Municipal de Lagoa dos Três Cantos - RS;4311270;RS;1648;305305.43;291265.44;0;14039.99;0;0;0;0;0;0;0;0;1573689.70;0;1521215.04;0;2553.00;0;0;0;0;0;0;49921.66;0;0;0;0;0;18000.00;18000.00;0;0;0;0;0;0;0;322574.98;12105.15;0;56728.48;253741.35;0;301322.46;0;301322.46;0;0;0;2399299.97;2114184.59;0;233212.67;32789.12;19113.59;0;0;0;0;0;0;0;0;1687090.94;852488.86;261672.38;0;31000.00;427983.24;0;13000.00;0;100946.46;150400.16;0;150400.16;0;0;0;0;0;0;201761.26;96216.04;105545.22;0;0;0;0;0;0;0;0;0;0;101144.16;101144.16;0;0;0;0;0;0;0;0;0;0;459440.66;0;0;0;0;0;459440.66;0;0;0;0;0;0;0;0;0;0;0;0;0;154439.30;45191.56;0;0;0;109247.74;0;0;0;0;0;90517.08;0;90517.08;0;0;1454075.36;0;1454075.36;0;0;0;0;73563.91;0;73563.91;0;0;397019.57;0;0;123766.29;0;0;273253.28;0;0;9689644.94;0
Prefeitura Municipal de Bom Repouso - MG;3107901;MG;10759;319053.79;319053.79;0;0;0;0;0;0;0;0;0;0;1464744.72;0;1464744.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;901898.71;50336.46;24000.00;90702.20;736860.05;0;58540.80;8814.00;0;49726.80;0;0;4652997.32;4620221.97;0;0;5733.00;27042.35;0;0;0;0;0;0;0;0;6525889.84;4863523.32;0;0;122365.00;944604.36;0;0;0;595397.16;470782.96;0;458639.20;12143.76;0;0;0;0;0;1770841.63;734335.98;1036505.65;0;0;309431.49;0;0;309431.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205270.15;205270.15;0;0;0;1914429.14;0;1784931.49;0;0;0;129497.65;219560.66;0;219560.66;0;0;488424.03;0;0;0;0;0;488424.03;0;0;19301865.24;0
Prefeitura Municipal de Campina da Lagoa - PR;4103909;PR;15463;0;0;0;0;131354.55;0;131354.55;0;0;0;0;0;5478262.71;36724.88;5161628.60;217344.04;0;0;0;0;0;62565.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1088480.19;0;46947.88;159836.29;881696.02;0;0;0;0;0;0;0;6888162.36;1621612.19;5189689.63;0;68727.65;8132.89;0;0;0;0;0;0;0;0;7383105.78;7111190.18;0;0;50000.00;221915.60;0;0;0;0;0;0;0;0;0;0;0;0;0;2758489.79;2677041.91;81447.88;0;0;0;0;0;0;0;0;0;0;19132.76;19132.76;0;0;0;0;0;0;0;0;0;0;232405.90;0;0;0;0;28446.73;203959.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1402410.32;0;1402410.32;0;0;0;0;137184.32;0;137184.32;0;0;717764.58;0;0;717764.58;0;0;0;0;0;26236753.26;0
Prefeitura Municipal de Moiporá - GO;5213400;GO;1744;530257.20;530257.20;0;0;0;0;0;0;0;0;0;0;1430391.36;680672.90;384933.07;0;0;0;2858.00;0;512.80;361414.59;0;0;0;0;0;0;0;16771.30;16771.30;0;0;0;0;0;0;0;472142.51;0;0;44060.77;428081.74;0;0;0;0;0;0;0;1815369.75;1799631.83;0;0;0;0;15737.92;0;0;0;0;0;0;0;1222865.25;1222865.25;0;0;0;0;0;0;0;0;118306.26;0;118306.26;0;0;0;0;0;0;735826.92;199492.00;536334.92;0;0;0;0;0;0;0;0;0;0;92315.21;0;92315.21;0;0;0;0;0;0;0;0;0;367206.83;0;0;0;0;0;367206.83;0;0;0;0;0;0;42027.68;42027.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100498.86;0;100498.86;0;0;795929.97;0;795929.97;0;0;0;0;0;0;0;0;0;983237.46;0;0;0;0;0;983237.46;0;0;8723146.56;0
Prefeitura Municipal de Parecis - RO;1101450;RO;5477;622554.74;622554.74;0;0;0;0;0;0;0;0;0;0;3414413.24;76933.64;3337479.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;676322.64;6593.09;0;67388.96;602340.59;0;0;0;0;0;0;0;3229736.24;3038565.42;173567.05;0;2265.88;15337.89;0;0;0;0;0;0;0;0;3207421.69;3129912.94;0;0;0;77508.75;0;0;0;0;21463.19;0;21463.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1029925.84;0;1029925.84;0;0;0;0;0;0;0;0;0;0;0;0;0;98235.98;0;0;0;0;0;98235.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475395.34;0;475395.34;0;0;0;0;85113.40;0;85113.40;0;0;0;0;0;0;0;0;0;0;0;12860582.30;0
Prefeitura Municipal de São Sebastião do Maranhão - MG;3164506;MG;10740;707281.92;707281.92;0;0;39634.22;0;39634.22;0;121208.92;0;0;121208.92;1739228.34;0;1550854.48;147116.17;29695.00;0;0;0;0;11562.69;0;0;0;0;0;0;0;15303.58;15303.58;0;0;0;0;0;0;0;646500.59;14300.00;0;201307.65;135148.29;295744.65;721082.34;0;721082.34;0;0;0;4342450.92;2781012.38;797476.58;86362.63;46191.16;63740.34;229362.00;338305.83;0;0;0;0;0;0;4389027.80;3657239.41;0;0;0;246796.37;14485.60;0;389281.42;81225.00;264958.00;0;264958.00;0;0;0;0;0;0;429066.01;0;429066.01;0;0;30045.00;0;30045.00;0;21436.76;0;21436.76;0;0;0;0;0;0;0;0;0;0;0;0;0;352040.02;0;0;0;0;0;0;0;352040.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97621.13;0;97621.13;0;0;837719.77;0;837719.77;0;0;0;0;1628.60;0;1628.60;0;0;411505.58;0;0;411505.58;0;0;0;0;0;15167739.50;0
Prefeitura Municipal de Francisco Ayres - PI;2204105;PI;4392;385560.27;385560.27;0;0;0;0;0;0;0;0;0;0;1934094.40;0;447202.56;1258979.38;56455.54;0;0;0;0;0;0;8856.12;162600.80;0;0;0;0;0;0;0;0;0;0;0;0;0;710977.71;0;0;69172.57;641805.14;0;0;0;0;0;0;0;2166349.17;1950925.91;178633.71;5370.00;0;31419.55;0;0;0;0;0;0;0;0;2790054.44;2748175.15;0;0;0;23016.39;18862.90;0;0;0;61945.76;0;61945.76;0;0;0;0;0;0;505058.99;73136.03;406049.77;0;25873.19;51920.24;0;51920.24;0;9000.00;0;9000.00;0;2410.88;0;2410.88;0;0;0;0;0;0;0;0;0;50386.09;0;0;0;0;0;0;0;50386.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12740.00;0;12740.00;0;0;0;0;0;0;4821.76;0;4821.76;0;0;0;0;40274.78;0;39810.50;464.28;0;113624.81;0;0;113624.81;0;0;0;0;0;8839219.30;0
Prefeitura Municipal de Humberto de Campos - MA;2105005;MA;27364;0;0;0;0;0;0;0;0;0;0;0;0;3321571.17;0;3321571.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1386319.60;6076.00;0;152471.90;1227771.70;0;0;0;0;0;0;0;7769623.26;4280175.42;3022521.13;0;64958.55;401968.16;0;0;0;0;0;0;0;0;25045201.54;25045201.54;0;0;0;0;0;0;0;0;603826.47;0;2500.00;601326.47;0;0;0;0;0;3146880.92;0;1342300.47;0;1804580.45;103344.24;103344.24;0;0;64960.00;64960.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458317.56;458317.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124001.05;124001.05;0;0;0;0;0;0;0;0;0;0;201343.52;0;0;0;201343.52;0;0;0;0;0;0;0;0;0;42225389.33;0
