##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.211 - Relações Diplomáticas";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infraestrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.608 - Promoção da Produção Agropecuária";"20.609 - Defesa Agropecuária";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Combustíveis Minerais";"25.754 - Biocombustíveis";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Aéreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Outras Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)"
Prefeitura Municipal de Miracema do Tocantins - TO;1713205;TO;19934;2528763.49;2528763.49;0;0;171.80;171.80;0;0;0;0;0;0;6793330.07;3340258.71;2584279.00;763115.33;105677.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2113553.58;181692.39;0;9373.00;1922488.19;0;0;0;0;0;0;0;11077509.73;10221748.93;227183.30;309062.74;319514.76;0;0;0;0;0;0;0;0;0;13963721.41;13165091.85;0;0;0;166239.80;95.00;0;0;632294.76;823313.15;0;823313.15;0;0;0;0;0;0;1268806.93;88.00;1268718.93;0;0;1174728.47;0;1174728.47;0;3433538.88;0;0;3433538.88;106342.59;106152.59;190.00;0;0;0;0;0;0;0;0;0;962451.75;271609.94;690841.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152835.34;0;0;0;0;152835.34;0;0;0;0;0;0;0;0;0;0;0;2435169.34;0;2435169.34;0;0;0;0;330881.94;0;50762.16;280119.78;0;1129659.72;0;0;1129659.72;0;0;0;0;0;48294778.19;0
Prefeitura Municipal de Sangão - SC;4215455;SC;11532;872040.36;872040.36;0;0;0;0;0;0;0;0;0;0;3344393.13;0;2952061.23;392331.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;663941.50;0;0;202296.25;461645.25;0;0;0;0;0;0;0;5189453.74;5140648.45;0;0;16623.90;32181.39;0;0;0;0;0;0;0;0;7472647.28;6596538.39;0;0;0;401216.28;0;90000.00;0;384892.61;38813.55;0;38813.55;0;0;0;0;0;0;1428007.78;0;1428007.78;0;0;17409.30;0;17409.30;0;309202.53;0;309202.53;0;163362.98;0;163362.98;0;0;0;0;0;0;0;0;0;671083.73;0;671083.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1127141.12;0;1127141.12;0;0;0;0;182155.73;0;0;182155.73;0;1045145.70;0;0;0;0;0;1045145.70;0;0;22524798.43;0
Prefeitura Municipal de Ananindeua - PA;1500800;PA;499776;12202491.95;734314.00;0;11468177.95;0;0;0;0;2850201.52;0;0;2850201.52;47135686.12;2679295.79;41617174.89;0;0;0;0;0;0;0;0;2839215.44;0;0;0;0;0;6320531.01;6320531.01;0;0;0;0;0;0;0;20790381.18;0;0;110417.00;6226740.44;14453223.74;19153040.38;17830821.38;0;0;0;1322219.00;195950460.41;49641061.84;106266404.95;2674203.00;143415.30;7065362.83;0;30160012.49;0;0;0;0;0;0;148036516.32;118964743.82;0;453600.01;0;3312188.01;1197009.45;0;0;24108975.03;1356103.66;0;1356103.66;0;0;0;0;0;0;42229366.77;42229366.77;0;0;0;23580.00;0;23580.00;0;50016392.72;44613361.25;0;5403031.47;2387213.54;110470.39;0;0;0;0;2276743.15;1175606.01;0;0;0;1175606.01;386805.84;0;0;0;0;0;386805.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235456.98;92250.00;143206.98;0;0;12446618.47;0;0;11598356.43;0;0;848262.04;0;0;562696452.88;18652835.21
Prefeitura Municipal de Campo Grande - MS;5002704;MS;843120;60390972.61;60390972.61;0;0;15176579.89;0;15176579.89;0;0;0;0;0;102992682.52;0;37694152.05;10363650.88;0;0;23121666.32;0;0;29723376.79;2089836.48;0;0;0;0;0;0;37270561.69;37217434.95;53126.74;0;0;0;0;0;0;46890619.01;0;0;1958823.96;29578479.61;15353315.44;263671284.15;0;260622034.65;0;0;3049249.50;1076085915.61;254776298.48;733155567.43;11770366.15;0;21605273.38;0;54778410.17;5883475.87;0;0;0;5883475.87;0;752637319.99;544713245.23;570545.41;0;0;195117331.70;0;0;0;12236197.65;11314279.48;0;11314279.48;0;5804282.95;0;5804282.95;0;0;179826106.98;5125340.87;155638390.98;0;19062375.13;8100474.74;0;5871873.29;2228601.45;0;0;0;0;53354626.02;262053.53;53092572.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8005893.47;76816.12;0;0;0;50000.00;7879077.35;4234770.23;0;0;4234770.23;0;0;0;0;0;0;222554331.07;0;216690782.97;0;0;0;5863548.10;7299327.99;56500.00;7242827.99;0;0;72255591.75;0;0;63286389.98;8969201.77;0;0;0;0;2933749096.02;0
Prefeitura Municipal de Álvares Florence - SP;3501202;SP;3883;771028.57;771028.57;0;0;0;0;0;0;0;0;0;0;2495851.06;0;1949720.98;546130.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1132980.73;53184.81;0;197449.93;882345.99;0;0;0;0;0;0;0;3548214.69;3150378.03;141860.37;123239.41;132736.88;0;0;0;0;0;0;0;0;0;3973002.36;2946520.36;67179.16;0;0;713542.25;0;0;0;245760.59;77065.06;0;77065.06;0;0;0;0;0;0;2034582.49;1544397.99;490184.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;745417.18;0;0;0;745417.18;0;0;0;0;0;0;222836.38;222836.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;703984.37;0;703984.37;0;0;0;0;581566.68;0;581566.68;0;0;382750.43;0;0;0;0;0;382750.43;0;0;16669280.00;0
Prefeitura Municipal de Loreto - MA;2106102;MA;11795;0;0;0;0;0;0;0;0;0;0;0;0;2046395.09;0;1764698.87;0;278004.31;0;0;0;0;0;0;0;3691.91;0;0;0;0;0;0;0;0;0;0;0;0;0;1109218.22;0;0;134530.44;974687.78;0;0;0;0;0;0;0;4913831.18;1413141.61;3329483.11;0;35259.44;135947.02;0;0;0;0;0;0;0;0;11283681.82;10014695.08;0;0;0;730738.40;172650.51;0;0;365597.83;1367095.30;0;1367095.30;0;0;0;0;0;0;468035.50;0;468035.50;0;0;0;0;0;0;804465.87;0;804465.87;0;0;0;0;0;0;0;0;0;0;0;0;0;524557.12;524557.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2374180.29;0;1930815.85;0;0;0;443364.44;43434.64;0;43434.64;0;0;0;0;0;0;0;0;0;0;0;24934895.03;0
Prefeitura Municipal de Tapauá - AM;1304104;AM;18266;1898132.05;1898132.05;0;0;0;0;0;0;0;0;0;0;8140162.27;0;7162160.20;862803.40;0;0;0;0;0;0;0;0;115198.67;0;0;0;0;159997.56;159997.56;0;0;0;0;0;0;0;3164418.84;87716.66;0;92955.02;2467765.69;515981.47;0;0;0;0;0;0;8420384.23;0;4043365.76;1147.00;0;765226.49;0;3610644.98;0;0;0;0;0;0;11318656.11;9907555.41;661090.47;0;0;0;0;0;0;750010.23;104274.06;0;81286.06;22988.00;55088.75;0;0;0;55088.75;2078594.75;94762.64;1618.67;0;1982213.44;0;0;0;0;77102.10;0;77102.10;0;0;0;0;0;0;0;0;0;0;0;0;0;269249.34;0;0;0;0;269249.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216713.03;0;0;216713.03;87000.00;87000.00;0;0;0;0;0;0;0;0;0;0;0;137538.87;0;29916.45;0;107622.42;218265.45;0;0;0;0;0;0;0;218265.45;36345577.41;0
Prefeitura Municipal de Centro do Guilherme - MA;2103158;MA;12713;0;0;0;0;0;0;0;0;0;0;0;0;2890483.29;0;0;0;0;0;0;0;0;0;0;0;2890483.29;0;0;0;0;0;0;0;0;0;0;0;0;0;578164.35;0;0;0;0;578164.35;0;0;0;0;0;0;5197266.67;0;0;0;0;0;0;5197266.67;0;0;0;0;0;0;12104558.60;0;0;0;0;0;0;0;0;12104558.60;1309061.88;0;0;1309061.88;0;0;0;0;0;1161811.81;0;0;0;1161811.81;0;0;0;0;306936.46;0;0;306936.46;0;0;0;0;0;0;0;0;0;0;0;0;98624.71;0;0;0;0;0;98624.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435001.74;0;0;0;0;0;435001.74;61391.55;0;0;0;61391.55;0;0;0;0;0;0;0;0;0;24143301.06;0
Prefeitura Municipal de Guarulhos - SP;3518800;SP;1312197;36343912.40;36343912.40;0;0;45468229.43;0;26762585.34;18705644.09;0;0;0;0;308033394.13;4234029.01;164508454.48;0;6174269.90;32166093.93;19780306.04;0;1249906.77;30980014.52;0;750191.68;48190127.80;0;0;0;0;74160493.25;52497044.81;7056459.37;0;14606989.07;0;0;0;0;80533374.80;0;1842649.48;13858644.06;37743266.61;27088814.65;125301574.30;0;125301574.30;0;0;0;943434182.33;224640679.03;551720910.20;29603574.11;0;29899377.79;8625372.58;98944268.62;12681674.65;0;0;3132905.95;2653193.33;6895575.37;804962461.93;363654630.24;0;0;0;424565303.66;16742528.03;0;0;0;14195254.17;820613.01;9985655.72;3388985.44;0;0;0;0;0;427992416.62;77476761.90;226238098.30;67396582.28;56880974.14;60441485.17;0;48525315.17;11916170.00;201057888.79;0;199196176.04;1861712.75;25313458.88;13744308.87;6380116.09;0;0;0;5189033.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2715475.09;563923.54;0;0;0;1056745.73;1094805.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17995221.58;4929794.50;4077715.48;0;8987711.60;396886964.92;8566649.19;0;147197895.97;0;0;241122419.76;0;0;3577517462.44;138133309.59
Prefeitura Municipal de Rolim de Moura - RO;1100288;RO;55807;4145894.02;4145894.02;0;0;0;0;0;0;0;0;0;0;16697247.14;0;13389617.50;0;0;0;0;0;0;0;0;0;3307629.64;0;0;0;0;0;0;0;0;0;0;0;0;0;2030878.43;0;0;18216.80;411652.26;1601009.37;4734968.96;0;4104839.49;0;0;630129.47;32769601.72;9529077.90;20027965.27;0;0;306830.94;0;2905727.61;0;0;0;0;0;0;28633597.19;16682979.04;0;0;0;7327885.35;765689.87;0;0;3857042.93;287890.07;0;287890.07;0;0;0;0;0;0;10238844.15;6585306.45;3621665.50;0;31872.20;0;0;0;0;892259.71;0;892259.71;0;2970.00;0;0;2970.00;0;0;0;0;0;0;0;0;710079.50;0;173214.76;0;0;0;536864.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3454793.69;0;3454793.69;0;0;0;0;300449.46;0;20726.39;0;279723.07;4063404.08;0;0;2611922.54;0;0;1451481.54;0;0;108962878.12;0
Prefeitura Municipal de Amparo - SP;3501905;SP;69808;679779.93;679779.93;0;0;0;0;0;0;723616.78;0;723616.78;0;34319319.37;0;27218829.79;2310665.80;0;0;4033327.95;0;5198.00;0;0;751297.83;0;0;0;0;0;6886293.84;6702630.93;158139.45;25523.46;0;0;0;0;0;3010827.99;202551.82;0;2075908.36;732367.81;0;0;0;0;0;0;0;72172114.29;22692799.08;41020501.35;3812571.19;1169574.90;3476667.77;0;0;114179.20;0;0;0;114179.20;0;53241812.53;24641160.84;3886676.15;0;88927.25;24375575.45;249472.84;0;0;0;1421631.08;137870.52;1283760.56;0;0;0;0;0;0;26403738.51;3149312.14;23254426.37;0;0;19638.97;0;19638.97;0;28439832.64;0;28439832.64;0;14731.00;6959.00;7772.00;0;0;0;0;0;0;0;0;0;646598.20;0;646598.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29540.00;0;0;0;0;29540.00;0;0;0;0;0;0;0;0;0;0;0;2331069.69;0;2331069.69;0;0;0;0;3168606.84;0;3168606.84;0;0;4036572.47;0;0;2279933.08;0;0;1756639.39;0;0;237659903.33;0
Prefeitura Municipal de Marapoama - SP;3528858;SP;2852;660445.14;660445.14;0;0;0;0;0;0;0;0;0;0;3094186.49;0;2671306.45;422880.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;827588.96;0;0;86991.13;740597.83;0;0;0;0;0;0;0;2871158.86;2722144.24;107761.41;6488.36;10715.90;24048.95;0;0;0;0;0;0;0;0;3504961.69;2897420.98;0;0;10059.90;597480.81;0;0;0;0;0;0;0;0;0;0;0;0;0;1341732.13;200044.99;1141687.14;0;0;0;0;0;0;422061.65;0;422061.65;0;10558.07;10558.07;0;0;0;0;0;0;0;0;0;0;173217.58;0;0;0;0;0;173217.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1164777.68;0;1164777.68;0;0;0;0;810362.78;0;0;810362.78;0;155064.15;0;0;14117.76;0;0;140946.39;0;0;15036115.18;0
Prefeitura Municipal de Professor Jamil - GO;5218391;GO;3390;627583.14;627583.14;0;0;33660.00;33660.00;0;0;0;0;0;0;1836481.14;0;1836481.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1662.98;1662.98;0;0;0;0;0;0;0;1345056.15;202405.97;0;190083.95;952566.23;0;0;0;0;0;0;0;2722953.34;0;2713013.34;0;0;9940.00;0;0;0;0;0;0;0;0;1988658.67;1959118.84;0;0;0;7144.14;0;0;0;22395.69;0;0;0;0;225.19;0;0;0;225.19;1138463.21;167941.87;970521.34;0;0;0;0;0;0;0;0;0;0;35129.31;35129.31;0;0;0;0;0;0;0;0;0;0;254451.06;0;254451.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600877.61;0;600877.61;0;0;0;0;83239.74;0;83239.74;0;0;356918.38;0;0;356918.38;0;0;0;0;0;11025359.92;0
Prefeitura Municipal de Santa Quitéria - CE;2312205;CE;43359;2187339.49;2187339.49;0;0;0;0;0;0;0;0;0;0;5843497.10;0;5730716.14;112780.96;0;0;0;0;0;0;0;0;0;0;0;0;0;590389.92;0;0;0;590389.92;0;0;0;0;2705548.57;21510.00;0;368050.20;937212.22;1378776.15;2016983.89;0;0;0;0;2016983.89;16530482.04;6530605.94;5499285.56;6102.00;714780.43;32501.50;0;3747206.61;12308.23;0;0;0;0;12308.23;32426911.75;24375145.57;1024284.80;0;0;3749023.54;1558257.72;0;0;1720200.12;417479.09;0;6816.57;410662.52;0;0;0;0;0;4905171.87;140750.10;2310849.15;0;2453572.62;0;0;0;0;2937196.56;2864695.30;72501.26;0;398319.08;14600.00;0;0;0;0;383719.08;0;0;0;0;0;1815498.88;386097.30;2200.00;0;0;0;1427201.58;0;0;0;0;0;0;0;0;0;0;0;18433.50;0;0;0;0;7537.50;10896.00;0;0;0;0;0;0;0;0;0;0;142952.74;0;0;0;0;0;142952.74;456435.10;0;16120.00;0;440315.10;331568.31;0;0;0;0;0;331568.31;0;0;73736516.12;622445.83
Prefeitura Municipal de Paulo Lopes - SC;4212304;SC;7124;783534.56;783534.56;0;0;0;0;0;0;0;0;0;0;2826189.94;0;2369977.11;456212.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298709.85;2500.00;0;0;296209.85;0;0;0;0;0;0;0;4212901.49;4212901.49;0;0;0;0;0;0;0;0;0;0;0;0;4332931.60;3627838.19;0;0;0;661087.86;0;44005.55;0;0;40973.06;40973.06;0;0;108193.40;0;108193.40;0;0;958721.21;0;958721.21;0;0;7838.59;0;7838.59;0;79000.00;79000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296922.11;0;296922.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2257819.54;0;2257819.54;0;0;0;0;213485.12;0;213485.12;0;0;0;0;0;0;0;0;0;0;0;16417220.47;0
Prefeitura Municipal de Cidade Gaúcha - PR;4105607;PR;11937;0;0;0;0;0;0;0;0;0;0;0;0;5300205.47;0;4127657.03;1172548.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1717414.86;33098.95;31855.54;118610.59;1533849.78;0;0;0;0;0;0;0;8491436.75;4291381.26;1095968.04;0;194204.83;0;0;2909882.62;0;0;0;0;0;0;7335072.92;7137341.42;0;0;0;197731.50;0;0;0;0;359569.13;0;359569.13;0;0;0;0;0;0;2839040.60;748299.72;2090740.88;0;0;148000.00;0;148000.00;0;0;0;0;0;250887.34;250887.34;0;0;0;0;0;0;0;0;0;0;251899.25;0;251899.25;0;0;0;0;0;0;0;0;6818.76;6818.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96934.51;0;96934.51;0;0;0;1555867.04;0;1555867.04;0;0;0;0;0;0;0;0;0;717102.16;0;0;459293.90;0;0;257808.26;0;0;29070248.79;0
Prefeitura Municipal de São Pedro do Piauí - PI;2210508;PI;13956;836973.28;836973.28;0;0;504974.07;504974.07;0;0;453105.22;453105.22;0;0;2374099.82;0;1908865.33;427029.49;38205.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;967777.40;7015.00;11442.00;101985.37;847335.03;0;257538.80;257538.80;0;0;0;0;7836418.03;5944656.11;1891761.92;0;0;0;0;0;0;0;0;0;0;0;15762989.43;14826274.10;0;0;0;936715.33;0;0;0;0;280808.00;0;280808.00;0;5995.00;0;5995.00;0;0;2910101.43;2910101.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175194.48;153399.48;21795.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238883.28;0;238883.28;0;0;0;16900.00;0;16900.00;0;0;0;0;124743.65;0;124743.65;0;0;153173.26;0;0;153173.26;0;0;0;0;0;32899675.15;0
Prefeitura Municipal de Juscimeira - MT;5105200;MT;11179;1016086.91;1016086.91;0;0;0;0;0;0;43345.00;0;43345.00;0;5315037.18;0;3728204.91;1214048.78;132816.14;0;0;0;0;0;0;0;239967.35;0;0;0;0;0;0;0;0;0;0;0;0;0;1221445.52;29828.60;0;556958.33;634658.59;0;0;0;0;0;0;0;7141049.13;6276030.70;399711.96;72159.77;88630.13;11609.80;0;292906.77;0;0;0;0;0;0;6431933.57;3670916.61;2761016.96;0;0;0;0;0;0;0;2500.00;0;2500.00;0;0;0;0;0;0;312740.96;312740.96;0;0;0;0;0;0;0;521756.94;0;0;521756.94;0;0;0;0;0;0;0;0;0;0;0;0;69842.26;0;69842.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55890.05;0;0;0;0;55890.05;0;0;0;0;0;23315.92;23315.92;0;0;0;0;1371168.58;0;1371168.58;0;0;0;0;199297.19;0;199297.19;0;0;670763.30;0;94759.21;576004.09;0;0;0;0;0;24396172.51;0
Prefeitura Municipal de Piratininga - SP;3539400;SP;12968;939250.51;939250.51;0;0;0;0;0;0;0;0;0;0;3032998.72;0;3032998.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1950075.08;198000.00;114674.16;372144.39;1265256.53;0;2617558.76;0;2617558.76;0;0;0;10418973.66;6538527.98;3855120.51;0;0;25325.17;0;0;0;0;0;0;0;0;7996478.91;3207581.49;0;0;0;4788897.42;0;0;0;0;849073.11;0;849073.11;0;0;0;0;0;0;3641817.65;424990.83;3216826.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53758.33;0;53758.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385339.37;0;385339.37;0;0;709984.93;0;0;608212.58;0;0;101772.35;0;0;32595309.03;0
Prefeitura Municipal de Quaraí - RS;4315305;RS;23604;1905839.30;1905839.30;0;0;0;0;0;0;0;0;0;0;8620381.91;21222.78;5954228.37;2505208.85;130801.63;969.72;0;0;4057.38;0;0;0;3893.18;0;0;0;0;0;0;0;0;0;0;0;0;0;561107.50;21900.00;19152.12;0;519239.72;815.66;0;0;0;0;0;0;11972304.05;10381368.75;1223915.78;268413.47;3286.25;95319.80;0;0;3142.00;0;0;0;3142.00;0;11827928.79;5965135.30;0;0;700.00;4177434.45;0;148690.97;0;1535968.07;28950.88;0;28950.88;0;0;0;0;0;0;3038598.91;1700295.24;1338303.67;0;0;174363.23;0;174363.23;0;0;0;0;0;167940.00;17940.00;150000.00;0;0;0;0;0;0;0;0;0;1386827.32;0;263328.52;0;0;0;1123498.80;0;0;0;0;0;0;0;0;0;0;0;596254.34;595535.92;0;0;0;0;718.42;0;0;0;0;500213.11;0;0;0;0;500213.11;83980.47;0;7413.87;0;0;0;76566.60;471080.45;0;309323.88;161756.57;0;0;0;0;0;0;0;0;0;0;41338912.26;0
Prefeitura Municipal de Nobres - MT;5105903;MT;14980;2091063.08;2091063.08;0;0;0;0;0;0;0;0;0;0;10028196.51;80020.00;7871135.58;1488402.90;287912.52;0;0;0;0;300385.27;0;0;340.24;0;0;0;0;0;0;0;0;0;0;0;0;0;2911581.07;60439.89;34372.55;3410.48;777574.96;2035783.19;1652098.49;0;1652098.49;0;0;0;10749262.26;3195251.85;2685099.68;322549.36;350.00;554240.04;0;3991771.33;0;0;0;0;0;0;11795691.44;7140297.94;0;0;0;2915880.77;0;2441.66;0;1737071.07;300352.75;0;11200.00;289152.75;0;0;0;0;0;6405056.85;1300028.36;5105028.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291478.98;0;0;0;0;0;291478.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76234.00;76234.00;0;0;0;0;0;0;0;0;0;0;0;0;46301015.43;0
