###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Água Nova - RN;  2400406;  RN;  3183; Saúde; 18.30%; 2127720.65; 2685359.74; -557639.09; Transporte; 16.37%; 0; 498938.94; -498938.94; Educação; 14.76%; 2708032.86; 3157895.80; -449862.94; Previdência Social; 09.29%; 0; 282993.68; -282993.68; Encargos Especiais; 08.53%; 550130.42; 290134.20; 259996.22;  0.99
Prefeitura Municipal de General Maynard - SE;  2802502;  SE;  3188; Saúde; 14.26%; 2026711.20; 2685891.61; -659180.41; Transporte; 14.05%; 0; 649580.02; -649580.02; Judiciária; 11.48%; 547166.84; 16312.78; 530854.06; Assistência Social; 10.86%; 1056427.90; 554260.05; 502167.85; Educação; 10.85%; 2645241.42; 3147013.45; -501772.03;  1.15
Prefeitura Municipal de Santa Maria do Tocantins - TO;  1718881;  TO;  3198; Saúde; 23.77%; 1707394.90; 2691091.41; -983696.51; Administração; 19.05%; 1202835.99; 1991141.45; -788305.46; Transporte; 13.35%; 166985.86; 719462.73; -552476.87; Urbanismo; 08.93%; 298707.71; 668110.38; -369402.67; Educação; 07.73%; 2759726.33; 3079709.77; -319983.44;  1.08
Prefeitura Municipal de Ernestina - RS;  4307054;  RS;  3202; Despesas (Intraorçamentárias); 20.70%; 1040452.77; 160011.33; 880441.44; Transporte; 15.36%; 1310886.87; 657753.21; 653133.66; Saúde; 15.26%; 3257114.64; 2608017.15; 649097.49; Legislativa; 13.16%; 0; 559878.84; -559878.84; Urbanismo; 11.09%; 208693.96; 680517.93; -471823.97;  1.11
Prefeitura Municipal de Taparuba - MG;  3168051;  MG;  3206; Educação; 20.76%; 2222651.89; 3026412.46; -803760.57; Administração; 17.13%; 2527378.69; 1864256.31; 663122.38; Transporte; 12.79%; 189012.17; 684098.49; -495086.32; Encargos Especiais; 08.69%; 0; 336545.28; -336545.28; Assistência Social; 07.24%; 297671.49; 577977.85; -280306.36;  1.09
Prefeitura Municipal de Morrinhos do Sul - RS;  4312443;  RS;  3209; Urbanismo; 18.03%; 148546.57; 627405.21; -478858.64; Despesas (Intraorçamentárias); 17.30%; 639410.80; 180063.43; 459347.37; Transporte; 13.25%; 342315.55; 694239.10; -351923.55; Previdência Social; 10.59%; 590039.72; 308784.55; 281255.17; Saúde; 10.54%; 2375183.31; 2655147.62; -279964.31;  1.04
Prefeitura Municipal de Jeriquara - SP;  3525409;  SP;  3223; Educação; 39.44%; 5711452.08; 2846486.39; 2864965.69; Saúde; 12.89%; 3504197.95; 2567725.60; 936472.35; Urbanismo; 07.75%; 1126212.60; 563027.20; 563185.40; Encargos Especiais; 05.92%; 720540.06; 290794.75; 429745.31; Administração; 05.34%; 1539346.25; 1927083.72; -387737.47;  1.08
Prefeitura Municipal de Barra do Guarita - RS;  4301859;  RS;  3226; Agricultura; 15.32%; 768735.21; 318085.78; 450649.43; Urbanismo; 15.03%; 142154.36; 584312.48; -442158.12; Administração; 14.84%; 2351094.25; 1914384.03; 436710.22; Saúde; 09.87%; 2375080.48; 2665472.22; -290391.74; Previdência Social; 08.83%; 95926.01; 355757.78; -259831.77;  1.09
Prefeitura Municipal de Monte Alegre dos Campos - RS;  4312377;  RS;  3229; Educação; 29.05%; 4335116.57; 2797832.50; 1537284.07; Transporte; 19.13%; 1620149.76; 607822.70; 1012327.06; Urbanismo; 08.36%; 134971.73; 577234.47; -442262.74; Administração; 07.67%; 1580994.62; 1986842.18; -405847.56; Agricultura; 06.92%; 680919.69; 314581.18; 366338.51;  1.06
Prefeitura Municipal de Magda - SP;  3528304;  SP;  3230; Previdência Social; 22.09%; 1579886.26; 307940.90; 1271945.36; Saúde; 22.05%; 3922293.23; 2652673.62; 1269619.61; Urbanismo; 15.09%; 1386620.71; 517558.95; 869061.76; Transporte; 06.67%; 341903.76; 725797.65; -383893.89; Legislativa; 04.96%; 815879.09; 530309.73; 285569.36;  1.04
Prefeitura Municipal de São Martinho - SC;  4217105;  SC;  3232; Transporte; 24.66%; 2057939.93; 693256.77; 1364683.16; Urbanismo; 17.76%; 1536692.40; 554067.55; 982624.85; Educação; 12.59%; 2264908.38; 2961612.04; -696703.66; Agricultura; 09.30%; 864084.13; 349583.81; 514500.32; Administração; 07.40%; 1652784.51; 2062116.26; -409331.75;  1.50
Prefeitura Municipal de Garruchos - RS;  4308656;  RS;  3239; Administração; 23.13%; 3251021.31; 2003348.97; 1247672.34; Despesas (Intraorçamentárias); 15.49%; 1019937.54; 184552.97; 835384.57; Encargos Especiais; 14.35%; 999709.18; 225527.41; 774181.77; Urbanismo; 10.92%; 3765.80; 592786.80; -589021.00; Saúde; 10.15%; 3209788.47; 2662372.48; 547415.99;  1.15
Prefeitura Municipal de Teresina de Goiás - GO;  5221080;  GO;  3252; Transporte; 15.67%; 289895.45; 704682.15; -414786.70; Previdência Social; 15.59%; 0; 412480.79; -412480.79; Encargos Especiais; 09.37%; 0; 248006.35; -248006.35; Assistência Social; 09.18%; 783133.69; 540136.79; 242996.90; Despesas (Intraorçamentárias); 08.90%; 0; 235549.85; -235549.85;  1.22
Prefeitura Municipal de Goiabeira - MG;  3127370;  MG;  3253; Saúde; 17.20%; 3400907.06; 2716475.87; 684431.19; Educação; 15.96%; 2245529.68; 2880557.21; -635027.53; Cultura; 10.39%; 504538.71; 91281.52; 413257.19; Previdência Social; 10.37%; 0; 412480.79; -412480.79; Agricultura; 08.40%; 0; 334382.25; -334382.25;  1.33
Prefeitura Municipal de Anitápolis - SC;  4201109;  SC;  3256; Transporte; 36.94%; 3012821.47; 650434.10; 2362387.37; Administração; 09.84%; 1427300.96; 2056661.86; -629360.90; Urbanismo; 09.16%; 0; 585895.47; -585895.47; Saúde; 08.70%; 2212989.01; 2769625.36; -556636.35; Assistência Social; 07.06%; 107061.00; 558871.11; -451810.11;  1.19
Prefeitura Municipal de Leoberto Leal - SC;  4209805;  SC;  3258; Administração; 16.44%; 1384957.31; 2124796.43; -739839.12; Transporte; 16.27%; 1564640.10; 832275.25; 732364.85; Saúde; 12.93%; 2256027.69; 2838038.88; -582011.19; Despesas (Intraorçamentárias); 09.62%; 636638.28; 203717.94; 432920.34; Educação; 09.58%; 2542227.30; 2973421.52; -431194.22;  0.99
Prefeitura Municipal de Nacip Raydan - MG;  3144201;  MG;  3261; Educação; 19.76%; 2004623.64; 2984611.87; -979988.23; Urbanismo; 15.02%; 1216151.37; 471192.12; 744959.25; Transporte; 10.65%; 363747.50; 891890.66; -528143.16; Saúde; 09.49%; 2446651.85; 2917602.29; -470950.44; Cultura; 07.23%; 457390.30; 98617.53; 358772.77;  1.05
Prefeitura Municipal de Santo Hipólito - MG;  3160603;  MG;  3261; Administração; 17.07%; 1388252.99; 2177393.12; -789140.13; Educação; 17.01%; 2164497.37; 2950538.08; -786040.71; Urbanismo; 11.87%; 1092474.36; 543673.22; 548801.14; Transporte; 09.65%; 383756.66; 829714.89; -445958.23; Previdência Social; 07.08%; 680178.75; 353069.13; 327109.62;  1.04
Prefeitura Municipal de Esperança do Sul - RS;  4307450;  RS;  3268; Agricultura; 22.28%; 1412769.37; 290672.42; 1122096.95; Transporte; 14.05%; 1474434.82; 766815.27; 707619.55; Administração; 11.00%; 1599672.53; 2153848.78; -554176.25; Urbanismo; 08.40%; 171146.46; 594015.96; -422869.50; Previdência Social; 07.23%; 0; 364158.11; -364158.11;  1.03
Prefeitura Municipal de Fernandes Tourinho - MG;  3125804;  MG;  3269; Transporte; 17.82%; 4141.80; 900921.91; -896780.11; Educação; 16.82%; 2275456.62; 3122043.64; -846587.02; Saúde; 11.40%; 2329730.99; 2903465.03; -573734.04; Agricultura; 08.45%; 65302.11; 490564.93; -425262.82; Administração; 07.96%; 2499429.55; 2098636.52; 400793.03;  1.13
Prefeitura Municipal de Godoy Moreira - PR;  4108551;  PR;  3279; Educação; 24.89%; 2007593.44; 2954827.26; -947233.82; Administração; 17.44%; 2776630.27; 2112945.55; 663684.72; Urbanismo; 14.87%; 59937.36; 625672.92; -565735.56; Saúde; 07.26%; 3098993.26; 2822589.35; 276403.91; Assistência Social; 06.65%; 769769.69; 516647.91; 253121.78;  0.99
Prefeitura Municipal de Barreiras do Piauí - PI;  2201309;  PI;  3283; Saúde; 25.93%; 1892120.64; 2897859.96; -1005739.32; Transporte; 24.47%; 83478.26; 1032356.22; -948877.96; Agricultura; 11.49%; 52058.45; 497801.52; -445743.07; Previdência Social; 08.66%; 0; 335925.66; -335925.66; Encargos Especiais; 05.91%; 0; 229265.01; -229265.01;  1.04
Prefeitura Municipal de Sebastianópolis do Sul - SP;  3551306;  SP;  3293; Educação; 21.00%; 4209017.12; 2697957.44; 1511059.68; Administração; 17.40%; 3338658.60; 2086761.88; 1251896.72; Saúde; 14.33%; 3836770.22; 2805633.61; 1031136.61; Despesas (Intraorçamentárias); 12.16%; 962272.24; 87418.97; 874853.27; Urbanismo; 09.77%; 1305825.48; 602918.13; 702907.35;  0.98
Prefeitura Municipal de Esmeralda - RS;  4307401;  RS;  3294; Educação; 20.71%; 3722173.19; 2772017.03; 950156.16; Saúde; 12.48%; 3373930.83; 2801357.46; 572573.37; Urbanismo; 12.20%; 1158580.91; 598878.37; 559702.54; Transporte; 06.85%; 1415694.19; 1101532.79; 314161.40; Encargos Especiais; 06.45%; 503986.00; 208030.81; 295955.19;  1.28
Prefeitura Municipal de Leandro Ferreira - MG;  3138302;  MG;  3297; Educação; 32.58%; 1086936.15; 2877398.60; -1790462.45; Transporte; 16.27%; 228507.58; 1122940.16; -894432.58; Previdência Social; 14.30%; 993181.50; 207272.27; 785909.23; Agricultura; 08.81%; 20253.00; 504273.44; -484020.44; Saúde; 04.79%; 2530197.21; 2793305.88; -263108.67;  1.07
Prefeitura Municipal de Galvão - SC;  4205605;  SC;  3297; Transporte; 20.03%; 1927860.47; 1123852.51; 804007.96; Administração; 17.31%; 1374775.83; 2069808.26; -695032.43; Saúde; 13.49%; 3275978.74; 2734295.36; 541683.38; Cultura; 10.37%; 567285.90; 151031.95; 416253.95; Encargos Especiais; 08.67%; 519157.99; 171001.88; 348156.11;  1.04
Prefeitura Municipal de Bannach - PA;  1501253;  PA;  3303; Educação; 25.10%; 4543697.82; 2679034.84; 1864662.98; Transporte; 16.52%; 2188641.72; 961730.07; 1226911.65; Administração; 16.27%; 3226533.54; 2018437.87; 1208095.67; Saúde; 09.76%; 3438020.33; 2713419.60; 724600.73; Urbanismo; 09.40%; 0; 697974.59; -697974.59;  1.16
Prefeitura Municipal de São Martinho da Serra - RS;  4319125;  RS;  3305; Administração; 20.73%; 3002496.22; 2058215.58; 944280.64; Transporte; 18.15%; 158401.42; 985010.08; -826608.66; Saúde; 17.05%; 3489287.26; 2712784.01; 776503.25; Urbanismo; 11.52%; 158655.13; 683483.88; -524828.75; Educação; 08.01%; 2445929.61; 2810585.48; -364655.87;  1.02
Prefeitura Municipal de Pequeri - MG;  3149507;  MG;  3310; Transporte; 21.02%; 87380.55; 1134610.27; -1047229.72; Urbanismo; 19.43%; 1534638.84; 566601.49; 968037.35; Administração; 18.22%; 1256684.30; 2164105.57; -907421.27; Agricultura; 11.29%; 28562.20; 591157.95; -562595.75; Cultura; 09.98%; 634592.62; 137306.38; 497286.24;  1.18
Prefeitura Municipal de Bernardino Batista - PB;  2502052;  PB;  3312; Educação; 50.34%; 5969119.24; 2759740.97; 3209378.27; Transporte; 17.87%; 21698.00; 1161137.63; -1139439.63; Agricultura; 06.88%; 159023.78; 597468.60; -438444.82; Comércio e Serviços; 05.62%; 368774.09; 10386.97; 358387.12; Urbanismo; 03.06%; 763338.28; 568258.08; 195080.20;  1.03
Prefeitura Municipal de Santa Rita do Novo Destino - GO;  5219456;  GO;  3316; Saúde; 17.65%; 2173315.37; 2785885.85; -612570.48; Urbanismo; 16.29%; 1163237.89; 597867.67; 565370.22; Agricultura; 10.22%; 179948.21; 534781.32; -354833.11; Educação; 06.23%; 3104124.02; 2887795.69; 216328.33; Encargos Especiais; 05.70%; 21333.02; 219249.98; -197916.96;  1.21
Prefeitura Municipal de Serra Alta - SC;  4217550;  SC;  3317; Agricultura; 49.24%; 2975738.82; 436643.78; 2539095.04; Administração; 09.84%; 1766341.31; 2273836.49; -507495.18; Transporte; 08.54%; 1554155.33; 1113601.40; 440553.93; Saúde; 05.98%; 2560994.82; 2869543.01; -308548.19; Urbanismo; 04.95%; 825564.05; 570140.96; 255423.09;  1.07
Prefeitura Municipal de Barão de Antonina - SP;  3505005;  SP;  3326; Administração; 34.24%; 4220070.70; 2237182.08; 1982888.62; Transporte; 20.57%; 0; 1191102.08; -1191102.08; Urbanismo; 10.07%; 0; 583340.87; -583340.87; Educação; 07.65%; 2526095.22; 2968947.57; -442852.35; Saúde; 04.77%; 3157515.65; 2881106.20; 276409.45;  1.21
Prefeitura Municipal de Sulina - PR;  4126652;  PR;  3329; Transporte; 32.04%; 2620876.45; 1072226.77; 1548649.68; Educação; 17.89%; 2099261.20; 2963981.67; -864720.47; Legislativa; 10.93%; 0; 528449.98; -528449.98; Urbanismo; 08.81%; 971125.20; 545400.62; 425724.58; Encargos Especiais; 03.91%; 388807.88; 199790.42; 189017.46;  1.04
Prefeitura Municipal de Caranaíba - MG;  3113107;  MG;  3330; Educação; 26.77%; 2085728.29; 2969666.00; -883937.71; Urbanismo; 17.26%; 106951.45; 676847.21; -569895.76; Transporte; 09.92%; 832364.05; 1159768.37; -327404.32; Agricultura; 09.27%; 263227.10; 569290.01; -306062.91; Administração; 05.20%; 2314993.60; 2143179.02; 171814.58;  1.09
Prefeitura Municipal de Itaóca - SP;  3522158;  SP;  3334; Transporte; 36.71%; 3262106.50; 1067916.13; 2194190.37; Educação; 13.41%; 2148683.77; 2950157.14; -801473.37; Assistência Social; 10.73%; 1240388.40; 599185.17; 641203.23; Administração; 07.80%; 1655450.14; 2121861.33; -466411.19; Urbanismo; 05.26%; 960967.01; 646374.14; 314592.87;  1.02
Prefeitura Municipal de Uruana de Minas - MG;  3170479;  MG;  3336; Transporte; 18.46%; 656654.98; 1221841.82; -565186.84; Saúde; 14.92%; 2369165.61; 2826173.26; -457007.65; Agricultura; 13.15%; 209159.84; 611900.02; -402740.18; Educação; 11.46%; 3194567.56; 2843583.66; 350983.90; Urbanismo; 09.76%; 890932.80; 592044.88; 298887.92;  1.03
Prefeitura Municipal de Ibicaré - SC;  4206801;  SC;  3336; Administração; 17.69%; 1221777.26; 2073324.78; -851547.52; Agricultura; 16.72%; 1378720.34; 573788.43; 804931.91; Transporte; 16.65%; 1947127.46; 1145892.82; 801234.64; Desporto e Lazer; 11.95%; 715839.47; 140663.39; 575176.08; Educação; 09.28%; 2521282.95; 2967821.58; -446538.63;  1.18
Prefeitura Municipal de Maurilândia do Tocantins - TO;  1712801;  TO;  3338; Transporte; 25.42%; 31153.85; 1174674.52; -1143520.67; Saúde; 20.14%; 1957515.31; 2863434.78; -905919.47; Urbanismo; 05.89%; 386642.32; 651530.58; -264888.26; Saneamento; 05.87%; 18059.57; 282002.75; -263943.18; Educação; 05.80%; 2699650.39; 2960529.18; -260878.79;  1.09
Prefeitura Municipal de Gurjão - PB;  2506509;  PB;  3344; Transporte; 28.68%; 0; 1103597.34; -1103597.34; Urbanismo; 17.77%; 26978.46; 710822.66; -683844.20; Saúde; 14.99%; 2294582.87; 2871309.58; -576726.71; Saneamento; 07.35%; 0; 282905.72; -282905.72; Educação; 06.58%; 3075471.86; 2822145.89; 253325.97;  1.06
Prefeitura Municipal de Pinheiro Preto - SC;  4213005;  SC;  3353; Transporte; 38.89%; 3284730.36; 933839.68; 2350890.68; Educação; 11.51%; 3549580.27; 2853733.36; 695846.91; Previdência Social; 08.15%; 603708.82; 111062.64; 492646.18; Urbanismo; 07.76%; 254487.38; 723570.29; -469082.91; Saúde; 06.30%; 3105758.68; 2724809.02; 380949.66;  1.03
Prefeitura Municipal de Vila Flores - RS;  4323309;  RS;  3353; Despesas (Intraorçamentárias); 15.96%; 840628.70; 3389.00; 837239.70; Administração; 15.10%; 2760326.63; 1967996.86; 792329.77; Desporto e Lazer; 08.23%; 574138.14; 142418.17; 431719.97; Previdência Social; 07.75%; 556425.06; 149682.04; 406743.02; Urbanismo; 06.51%; 354305.68; 695661.47; -341355.79;  1.12
Prefeitura Municipal de Capão do Cipó - RS;  4304655;  RS;  3354; Saneamento; 34.14%; 3828043.25; 93784.66; 3734258.59; Saúde; 13.65%; 4234138.03; 2741335.66; 1492802.37; Educação; 11.62%; 3898494.29; 2627339.17; 1271155.12; Transporte; 09.38%; 2056167.61; 1029815.86; 1026351.75; Administração; 09.08%; 2931874.26; 1938130.52; 993743.74;  1.10
Prefeitura Municipal de Angico - TO;  1701051;  TO;  3355; Saúde; 24.10%; 1574854.64; 2918111.62; -1343256.98; Transporte; 15.71%; 243370.38; 1118893.64; -875523.26; Educação; 12.56%; 1999943.18; 2700128.33; -700185.15; Urbanismo; 08.32%; 212320.20; 676211.58; -463891.38; Agricultura; 06.63%; 224948.36; 594280.74; -369332.38;  1.08
Prefeitura Municipal de Chapada da Natividade - TO;  1705102;  TO;  3363; Saúde; 22.45%; 1756252.20; 2864057.02; -1107804.82; Transporte; 20.26%; 0; 1000018.34; -1000018.34; Urbanismo; 10.05%; 1134127.05; 638271.33; 495855.72; Administração; 08.67%; 1542272.57; 1970094.17; -427821.60; Saneamento; 06.27%; 0; 309488.28; -309488.28;  1.28
Prefeitura Municipal de Bom Sucesso do Sul - PR;  4103222;  PR;  3368; Transporte; 19.24%; 1818061.36; 1000018.34; 818043.02; Encargos Especiais; 14.70%; 810851.77; 185897.77; 624954.00; Urbanismo; 12.23%; 1158027.95; 638271.33; 519756.62; Educação; 12.06%; 2182673.29; 2695162.42; -512489.13; Indústria; 07.97%; 351058.19; 12448.30; 338609.89;  1.38
Prefeitura Municipal de Novo Santo Antônio - PI;  2206951;  PI;  3371; Transporte; 23.21%; 2166430.21; 1000018.34; 1166411.87; Educação; 13.80%; 3388671.09; 2695162.42; 693508.67; Agricultura; 10.06%; 63697.80; 569177.30; -505479.50; Urbanismo; 09.14%; 179142.02; 638271.33; -459129.31; Saúde; 09.03%; 2410365.39; 2864057.02; -453691.63;  1.27
Prefeitura Municipal de Rio Bom - PR;  4122107;  PR;  3372; Urbanismo; 24.03%; 1824695.34; 605992.71; 1218702.63; Educação; 12.59%; 2107746.96; 2746608.78; -638861.82; Administração; 11.78%; 1453494.38; 2051126.79; -597632.41; Saúde; 09.04%; 2418946.40; 2877615.60; -458669.20; Agricultura; 07.68%; 182589.13; 572261.13; -389672.00;  1.18
Prefeitura Municipal de Pedra do Anta - MG;  3148806;  MG;  3375; Administração; 24.63%; 1141298.31; 2052365.67; -911067.36; Educação; 10.39%; 2439074.04; 2823273.00; -384198.96; Cultura; 09.56%; 434887.83; 81433.30; 353454.53; Agricultura; 09.27%; 241656.51; 584599.47; -342942.96; Encargos Especiais; 08.32%; 493734.39; 185953.79; 307780.60;  1.05
Prefeitura Municipal de Natalândia - MG;  3144375;  MG;  3377; Saúde; 19.61%; 2173520.33; 2885573.38; -712053.05; Transporte; 11.17%; 397786.76; 803289.46; -405502.70; Agricultura; 10.98%; 162952.42; 561483.09; -398530.67; Administração; 10.81%; 1634357.21; 2026658.07; -392300.86; Saneamento; 08.15%; 32515.25; 328326.90; -295811.65;  1.20
Prefeitura Municipal de Bandeirantes do Tocantins - TO;  1703057;  TO;  3379; Saúde; 20.07%; 1885135.41; 2885573.38; -1000437.97; Transporte; 16.94%; 1647994.61; 803289.46; 844705.15; Agricultura; 09.45%; 90128.90; 561483.09; -471354.19; Educação; 07.65%; 3219205.82; 2837792.52; 381413.30; Saneamento; 06.59%; 0; 328326.90; -328326.90;  1.25
Prefeitura Municipal de São Francisco - PB;  2513984;  PB;  3382; Transporte; 17.15%; 109836.56; 803289.46; -693452.90; Saúde; 11.48%; 2421400.12; 2885573.38; -464173.26; Educação; 10.84%; 3275843.48; 2837792.52; 438050.96; Administração; 09.76%; 1632000.49; 2026658.07; -394657.58; Agricultura; 09.62%; 172749.02; 561483.09; -388734.07;  1.29
Prefeitura Municipal de Damianópolis - GO;  5206701;  GO;  3383; Direitos da Cidadania; 26.01%; 1668880.66; 785.50; 1668095.16; Previdência Social; 11.46%; 952749.11; 217684.66; 735064.45; Urbanismo; 11.39%; 0; 730632.03; -730632.03; Agricultura; 08.52%; 15000.00; 561483.09; -546483.09; Educação; 06.31%; 2432858.56; 2837792.52; -404933.96;  1.35
Prefeitura Municipal de Campestre da Serra - RS;  4303673;  RS;  3384; Transporte; 22.27%; 1669951.11; 795354.01; 874597.10; Urbanismo; 15.17%; 149206.26; 745093.67; -595887.41; Saúde; 10.74%; 3260269.00; 2838532.32; 421736.68; Agricultura; 08.99%; 882085.19; 529219.52; 352865.67; Saneamento; 08.23%; 4969.10; 328078.45; -323109.35;  1.00
Prefeitura Municipal de Mathias Lobato - MG;  3171501;  MG;  3389; Administração; 17.28%; 2790615.50; 2052083.78; 738531.72; Urbanismo; 15.62%; 1375353.23; 708007.34; 667345.89; Transporte; 15.40%; 188040.63; 846018.81; -657978.18; Agricultura; 13.17%; 0; 562865.78; -562865.78; Saúde; 08.49%; 2520175.36; 2883087.49; -362912.13;  1.22
Prefeitura Municipal de Major Gercino - SC;  4210209;  SC;  3389; Saúde; 15.42%; 2320119.65; 2883087.49; -562967.84; Urbanismo; 14.77%; 1247295.05; 708007.34; 539287.71; Transporte; 12.00%; 1284153.22; 846018.81; 438134.41; Saneamento; 08.61%; 0; 314354.87; -314354.87; Agricultura; 07.19%; 825363.70; 562865.78; 262497.92;  1.20
Prefeitura Municipal de Ponte Alta do Norte - SC;  4213351;  SC;  3389; Transporte; 21.84%; 0; 846018.81; -846018.81; Saúde; 20.69%; 3650218.65; 2848783.92; 801434.73; Urbanismo; 15.95%; 1351624.57; 733823.11; 617801.46; Encargos Especiais; 05.68%; 12630.23; 232644.32; -220014.09; Habitação; 04.69%; 279209.52; 97553.77; 181655.75;  1.14
Prefeitura Municipal de Estrela do Norte - GO;  5207501;  GO;  3389; Administração; 18.44%; 2856317.55; 2113230.97; 743086.58; Saneamento; 18.01%; 990685.18; 264852.09; 725833.09; Educação; 11.14%; 2533576.49; 2982339.66; -448763.17; Saúde; 09.84%; 2489537.31; 2886090.57; -396553.26; Assistência Social; 05.99%; 845030.32; 603470.14; 241560.18;  1.13
Prefeitura Municipal de Professor Jamil - GO;  5218391;  GO;  3390; Educação; 25.48%; 1461309.51; 2974035.96; -1512726.45; Saúde; 13.74%; 2096792.13; 2912691.67; -815899.54; Encargos Especiais; 11.70%; 916805.18; 222080.58; 694724.60; Transporte; 10.40%; 1371916.12; 754332.54; 617583.58; Saneamento; 09.85%; 898157.48; 313483.37; 584674.11;  1.24
Prefeitura Municipal de Novo Brasil - GO;  5215207;  GO;  3392; Saúde; 20.46%; 3932583.93; 2817963.37; 1114620.56; Educação; 15.29%; 2151853.50; 2984865.48; -833011.98; Previdência Social; 14.43%; 963404.71; 177156.81; 786247.90; Administração; 12.77%; 1470919.28; 2166391.77; -695472.49; Agricultura; 08.13%; 78939.60; 521620.32; -442680.72;  1.07
Prefeitura Municipal de Muricilândia - TO;  1713957;  TO;  3395; Saúde; 28.76%; 1370451.89; 2964787.45; -1594335.56; Transporte; 13.56%; 47978.48; 799581.29; -751602.81; Educação; 12.33%; 3551787.32; 2868213.45; 683573.87; Administração; 10.54%; 1648210.50; 2232172.97; -583962.47; Agricultura; 07.85%; 109004.66; 544183.38; -435178.72;  1.17
Prefeitura Municipal de Buritinópolis - GO;  5203962;  GO;  3396; Previdência Social; 21.34%; 934756.97; 168883.11; 765873.86; Educação; 11.69%; 2446235.47; 2865713.14; -419477.67; Saneamento; 08.76%; 0; 314339.22; -314339.22; Transporte; 06.90%; 383436.64; 631301.66; -247865.02; Urbanismo; 06.85%; 1076280.80; 830319.40; 245961.40;  1.16
Prefeitura Municipal de Dona Francisca - RS;  4306700;  RS;  3397; Saúde; 20.65%; 4130902.75; 2759163.05; 1371739.70; Educação; 14.30%; 1930917.12; 2880649.99; -949732.87; Previdência Social; 10.72%; 857302.86; 144934.56; 712368.30; Agricultura; 09.99%; 1128341.71; 464927.75; 663413.96; Urbanismo; 08.50%; 302645.64; 866993.11; -564347.47;  1.09
Prefeitura Municipal de Nova Alvorada - RS;  4312757;  RS;  3404; Agricultura; 20.16%; 1666859.44; 422205.12; 1244654.32; Transporte; 15.94%; 1522913.69; 539191.71; 983721.98; Saúde; 11.97%; 3437230.71; 2698461.97; 738768.74; Administração; 08.24%; 1576467.78; 2084967.65; -508499.87; Saneamento; 06.82%; 525717.88; 104961.97; 420755.91;  1.17
Prefeitura Municipal de Elisiário - SP;  3514924;  SP;  3406; Administração; 21.90%; 3074146.71; 2032960.66; 1041186.05; Habitação; 21.69%; 1074204.41; 42617.19; 1031587.22; Transporte; 09.78%; 159893.04; 624810.93; -464917.89; Saneamento; 08.05%; 489598.17; 106767.96; 382830.21; Educação; 06.80%; 3136674.16; 2813355.32; 323318.84;  1.16
Prefeitura Municipal de Platina - SP;  3539707;  SP;  3406; Educação; 20.39%; 3950339.74; 2887319.52; 1063020.22; Urbanismo; 18.09%; 1736009.57; 792918.50; 943091.07; Transporte; 12.07%; 0; 629400.89; -629400.89; Saúde; 11.75%; 3416831.16; 2804061.67; 612769.49; Assistência Social; 08.52%; 1048394.42; 603911.68; 444482.74;  0.99
Prefeitura Municipal de Nova Nazaré - MT;  5106174;  MT;  3406; Educação; 25.71%; 4143138.22; 2898957.96; 1244180.26; Transporte; 20.49%; 1511241.98; 520029.99; 991211.99; Saúde; 10.79%; 2319447.96; 2841355.06; -521907.10; Urbanismo; 07.99%; 438438.92; 825010.24; -386571.32; Administração; 06.43%; 2490444.67; 2179249.42; 311195.25;  1.03
Prefeitura Municipal de Calmon - SC;  4203154;  SC;  3407; Educação; 29.16%; 4612217.03; 2844492.44; 1767724.59; Urbanismo; 17.46%; 1867939.98; 809161.32; 1058778.66; Encargos Especiais; 11.01%; 801667.38; 134072.94; 667594.44; Transporte; 09.17%; 0; 555944.09; -555944.09; Assistência Social; 06.50%; 1009978.45; 615903.54; 394074.91;  1.13
Prefeitura Municipal de Córrego Danta - MG;  3119807;  MG;  3408; Administração; 27.04%; 3327268.51; 2080711.04; 1246557.47; Educação; 11.53%; 2385014.59; 2916571.96; -531557.37; Legislativa; 11.15%; 0; 513955.86; -513955.86; Transporte; 08.86%; 144555.85; 553122.15; -408566.30; Saúde; 08.65%; 2360811.23; 2759419.05; -398607.82;  1.05
Prefeitura Municipal de Faria Lemos - MG;  3125309;  MG;  3409; Saúde; 16.17%; 2038017.87; 2750045.82; -712027.95; Educação; 13.85%; 2368443.74; 2978033.45; -609589.71; Comércio e Serviços; 13.32%; 607100.48; 20631.33; 586469.15; Agricultura; 10.23%; 29130.86; 479468.40; -450337.54; Transporte; 07.13%; 207526.47; 521577.07; -314050.60;  1.12
