###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Sucupira do Riachão - MA;  2111953;  MA;  5519; Educação; 17.77%; 5327169.97; 4297249.04; 1029920.93; Urbanismo; 14.42%; 379925.25; 1215781.00; -835855.75; Trabalho; 12.71%; 739369.75; 2434.43; 736935.32; Administração; 11.28%; 2826058.45; 2172500.52; 653557.93; Transporte; 09.21%; 50210.00; 584182.42; -533972.42;  1.09
Prefeitura Municipal de Vila Propício - GO;  5222302;  GO;  5520; Urbanismo; 28.67%; 2845535.03; 1215781.00; 1629754.03; Educação; 16.43%; 5231177.75; 4297249.04; 933928.71; Transporte; 08.42%; 105581.52; 584182.42; -478600.90; Legislativa; 07.29%; 931879.08; 517472.27; 414406.81; Assistência Social; 07.24%; 1025383.29; 613925.61; 411457.68;  1.09
Prefeitura Municipal de Bonfim do Piauí - PI;  2201929;  PI;  5531; Saúde; 30.01%; 2180354.26; 3429445.76; -1249091.50; Administração; 19.12%; 1415970.47; 2211661.15; -795690.68; Transporte; 17.55%; 15552.00; 745941.77; -730389.77; Agricultura; 05.38%; 126523.27; 350465.85; -223942.58; Urbanismo; 04.57%; 994050.22; 1184363.70; -190313.48;  1.00
Prefeitura Municipal de Palmeirante - TO;  1715705;  TO;  5543; Saúde; 22.00%; 2216250.29; 3342890.60; -1126640.31; Urbanismo; 14.11%; 408792.24; 1131243.29; -722451.05; Educação; 11.64%; 4851778.08; 4255806.91; 595971.17; Assistência Social; 09.29%; 1070417.34; 594966.11; 475451.23; Transporte; 07.64%; 1099258.29; 708207.34; 391050.95;  1.13
Prefeitura Municipal de Sambaíba - MA;  2109700;  MA;  5546; Transporte; 30.06%; 2621891.99; 583004.03; 2038887.96; Urbanismo; 13.59%; 232688.22; 1154055.63; -921367.41; Educação; 11.46%; 4982554.82; 4205137.97; 777416.85; Saneamento; 08.53%; 750243.23; 171525.59; 578717.64; Legislativa; 07.99%; 0; 542078.74; -542078.74;  1.05
Prefeitura Municipal de Taquarivaí - SP;  3553856;  SP;  5548; Educação; 32.97%; 6488631.39; 4196979.04; 2291652.35; Agricultura; 16.26%; 1409281.77; 279031.89; 1130249.88; Assistência Social; 09.46%; 1239475.02; 582181.30; 657293.72; Transporte; 09.09%; 103991.22; 736083.75; -632092.53; Administração; 07.89%; 2713604.53; 2165227.86; 548376.67;  1.03
Prefeitura Municipal de Barra do Chapéu - SP;  3505351;  SP;  5550; Educação; 21.27%; 5292844.68; 4380419.88; 912424.80; Assistência Social; 17.22%; 1364253.80; 625547.04; 738706.76; Administração; 15.33%; 1578841.80; 2236494.45; -657652.65; Urbanismo; 12.36%; 1619186.44; 1088900.65; 530285.79; Saúde; 07.65%; 3797322.90; 3469292.89; 328030.01;  1.13
Prefeitura Municipal de Feira Nova - SE;  2802205;  SE;  5551; Administração; 27.69%; 4101874.20; 2236494.45; 1865379.75; Saúde; 14.52%; 2491091.10; 3469292.89; -978201.79; Transporte; 10.89%; 0; 733943.05; -733943.05; Urbanismo; 09.65%; 438666.06; 1088900.65; -650234.59; Assistência Social; 06.92%; 159436.11; 625547.04; -466110.93;  1.20
Prefeitura Municipal de Cravolândia - BA;  2909505;  BA;  5552; Saúde; 23.32%; 2450700.79; 3469292.89; -1018592.10; Transporte; 15.26%; 67417.24; 733943.05; -666525.81; Educação; 07.89%; 4724993.62; 4380419.88; 344573.74; Agricultura; 06.68%; 37030.00; 328840.90; -291810.90; Comércio e Serviços; 06.40%; 314380.00; 34700.69; 279679.31;  1.20
Prefeitura Municipal de Encanto - RN;  2403301;  RN;  5554; Administração; 22.87%; 1296518.76; 2236494.45; -939975.69; Transporte; 17.86%; 0; 733943.05; -733943.05; Agricultura; 17.67%; 1054937.23; 328840.90; 726096.33; Educação; 09.49%; 3990555.97; 4380419.88; -389863.91; Urbanismo; 09.14%; 1464526.55; 1088900.65; 375625.90;  1.12
Prefeitura Municipal de Maetinga - BA;  2919959;  BA;  5561; Saúde; 27.74%; 5690396.54; 3409209.31; 2281187.23; Educação; 26.15%; 6406761.59; 4256392.73; 2150368.86; Urbanismo; 13.19%; 2155032.73; 1070160.08; 1084872.65; Transporte; 07.50%; 144574.40; 761564.92; -616990.52; Administração; 06.49%; 1738415.41; 2272473.33; -534057.92;  0.99
Prefeitura Municipal de Rondinha - RS;  4316204;  RS;  5569; Urbanismo; 27.61%; 366024.59; 1123763.48; -757738.89; Administração; 21.00%; 2838429.34; 2262204.28; 576225.06; Saúde; 17.65%; 3018839.17; 3503229.95; -484390.78; Educação; 08.34%; 4633734.94; 4404743.84; 228991.10; Saneamento; 06.18%; 51881.79; 221514.74; -169632.95;  1.04
Prefeitura Municipal de Luminárias - MG;  3138708;  MG;  5571; Educação; 41.68%; 2281118.00; 4465002.16; -2183884.16; Saúde; 11.52%; 2818060.57; 3421740.99; -603680.42; Legislativa; 08.86%; 0; 464118.20; -464118.20; Transporte; 06.86%; 352365.29; 711825.24; -359459.95; Assistência Social; 05.53%; 366189.58; 656020.31; -289830.73;  1.17
Prefeitura Municipal de Barrolândia - TO;  1703107;  TO;  5579; Educação; 27.95%; 2312953.13; 4575114.06; -2262160.93; Saúde; 19.75%; 1893545.43; 3492549.48; -1599004.05; Administração; 18.97%; 3679648.20; 2144229.86; 1535418.34; Urbanismo; 12.30%; 109629.35; 1105068.01; -995438.66; Assistência Social; 05.33%; 1061123.89; 629299.22; 431824.67;  1.05
Prefeitura Municipal de Aguiar - PB;  2500205;  PB;  5580; Saneamento; 39.56%; 1566535.76; 202509.88; 1364025.88; Transporte; 19.91%; 580.00; 686930.55; -686350.55; Agricultura; 10.00%; 0; 344809.62; -344809.62; Educação; 07.42%; 4777391.73; 4521598.13; 255793.60; Desporto e Lazer; 03.68%; 44452.81; 171211.18; -126758.37;  1.11
Prefeitura Municipal de Coronel Ezequiel - RN;  2402808;  RN;  5583; Administração; 23.05%; 3587586.94; 2235090.47; 1352496.47; Urbanismo; 15.89%; 172580.15; 1104599.27; -932019.12; Educação; 12.48%; 3789135.99; 4521598.13; -732462.14; Transporte; 11.71%; 0; 686930.55; -686930.55; Assistência Social; 07.94%; 196350.24; 662128.22; -465777.98;  1.28
Prefeitura Municipal de Patrocínio do Muriaé - MG;  3148202;  MG;  5583; Educação; 29.46%; 2671029.11; 4521598.13; -1850569.02; Administração; 17.35%; 1145048.29; 2235090.47; -1090042.18; Saúde; 14.74%; 2523715.21; 3449813.85; -926098.64; Transporte; 07.89%; 191333.78; 686930.55; -495596.77; Assistência Social; 06.62%; 246021.47; 662128.22; -416106.75;  1.25
Prefeitura Municipal de São Pedro do Suaçuí - MG;  3164100;  MG;  5584; Educação; 31.71%; 3019593.64; 4521598.13; -1502004.49; Administração; 22.29%; 1179462.34; 2235090.47; -1055628.13; Previdência Social; 07.53%; 464781.94; 107968.38; 356813.56; Assistência Social; 06.13%; 371845.45; 662128.22; -290282.77; Transporte; 05.38%; 432004.90; 686930.55; -254925.65;  1.14
Prefeitura Municipal de Parecis - RO;  1101450;  RO;  5589; Administração; 26.16%; 4090964.87; 2235090.47; 1855874.40; Urbanismo; 15.16%; 29100.00; 1104599.27; -1075499.27; Agricultura; 13.77%; 1321513.98; 344809.62; 976704.36; Saúde; 10.51%; 2703973.85; 3449813.85; -745840.00; Educação; 09.27%; 3863797.78; 4521598.13; -657800.35;  1.09
Prefeitura Municipal de Japurá - AM;  1302108;  AM;  5599; Administração; 39.17%; 9027854.02; 2235090.47; 6792763.55; Educação; 37.73%; 11064548.88; 4521598.13; 6542950.75; Saúde; 04.42%; 4215595.80; 3449813.85; 765781.95; Urbanismo; 03.08%; 1639442.07; 1104599.27; 534842.80; Transporte; 02.81%; 1174853.85; 686930.55; 487923.30;  1.24
Prefeitura Municipal de Pranchita - PR;  4120358;  PR;  5600; Transporte; 29.97%; 2087865.37; 686930.55; 1400934.82; Educação; 17.97%; 3681756.14; 4521598.13; -839841.99; Previdência Social; 12.36%; 685621.04; 107968.38; 577652.66; Legislativa; 10.33%; 0; 482983.68; -482983.68; Saúde; 09.41%; 3010215.24; 3449813.85; -439598.61;  1.08
Prefeitura Municipal de Taiúva - SP;  3553203;  SP;  5605; Saúde; 33.75%; 5113752.97; 3449813.85; 1663939.12; Administração; 18.05%; 3124829.50; 2235090.47; 889739.03; Agricultura; 06.99%; 0; 344809.62; -344809.62; Transporte; 06.34%; 374264.58; 686930.55; -312665.97; Urbanismo; 05.13%; 851723.94; 1104599.27; -252875.33;  1.17
Prefeitura Municipal de Lindolfo Collor - RS;  4311627;  RS;  5621; Administração; 24.70%; 3094291.75; 2188982.65; 905309.10; Educação; 19.19%; 5140903.65; 4437630.29; 703273.36; Transporte; 16.74%; 72000.00; 685551.63; -613551.63; Gestão Ambiental; 07.41%; 304192.37; 32817.14; 271375.23; Previdência Social; 06.15%; 402302.40; 176903.44; 225398.96;  1.00
Prefeitura Municipal de São Tomé - PR;  4126108;  PR;  5626; Previdência Social; 18.08%; 1545558.08; 197018.56; 1348539.52; Educação; 16.57%; 3192162.77; 4428116.50; -1235953.73; Encargos Especiais; 11.43%; 1028497.32; 176415.25; 852082.07; Despesas (Intraorçamentárias); 09.94%; 777993.84; 36862.03; 741131.81; Transporte; 09.10%; 10444.69; 689151.63; -678706.94;  1.07
Prefeitura Municipal de Rio Manso - MG;  3155306;  MG;  5636; Educação; 36.33%; 2332049.23; 4489815.59; -2157766.36; Saúde; 12.61%; 2595951.17; 3345002.33; -749051.16; Administração; 12.12%; 1529505.64; 2249109.86; -719604.22; Encargos Especiais; 07.28%; 579838.09; 147423.34; 432414.75; Legislativa; 07.03%; 90160.23; 507475.43; -417315.20;  1.02
Prefeitura Municipal de Pau D'Arco - PA;  1505551;  PA;  5637; Administração; 51.41%; 7259708.93; 2169758.48; 5089950.45; Educação; 12.87%; 5649621.58; 4375683.44; 1273938.14; Urbanismo; 06.85%; 157985.34; 835805.82; -677820.48; Legislativa; 04.75%; 0; 470719.28; -470719.28; Assistência Social; 04.48%; 214912.54; 658124.80; -443212.26;  1.08
Prefeitura Municipal de Bandeira do Sul - MG;  3105301;  MG;  5639; Educação; 12.88%; 3973929.91; 4458235.78; -484305.87; Urbanismo; 11.14%; 1259639.24; 840516.51; 419122.73; Administração; 09.88%; 1810524.93; 2182265.34; -371740.41; Assistência Social; 08.73%; 336474.25; 664936.59; -328462.34; Desporto e Lazer; 08.43%; 444192.90; 127103.01; 317089.89;  1.04
Prefeitura Municipal de São Domingos das Dores - MG;  3160959;  MG;  5642; Agricultura; 18.10%; 895808.83; 305722.29; 590086.54; Administração; 15.17%; 1644229.34; 2138804.64; -494575.30; Urbanismo; 14.63%; 404452.34; 881387.81; -476935.47; Saúde; 14.16%; 3609287.06; 3147619.17; 461667.89; Previdência Social; 06.87%; 0; 223851.63; -223851.63;  1.03
Prefeitura Municipal de Aliança do Tocantins - TO;  1700350;  TO;  5645; Educação; 24.76%; 3484749.54; 4330299.81; -845550.27; Transporte; 14.76%; 84860.00; 589016.34; -504156.34; Administração; 10.01%; 1805538.94; 2147454.65; -341915.71; Saúde; 08.76%; 2918967.72; 3218135.02; -299167.30; Gestão Ambiental; 06.97%; 291950.40; 53795.84; 238154.56;  1.21
Prefeitura Municipal de Campinas do Sul - RS;  4303806;  RS;  5653; Saúde; 29.90%; 4957038.48; 3218135.02; 1738903.46; Educação; 21.96%; 3052949.46; 4330299.81; -1277350.35; Transporte; 10.84%; 1219457.78; 589016.34; 630441.44; Agricultura; 07.99%; 807186.52; 342475.28; 464711.24; Administração; 07.07%; 2558909.32; 2147454.65; 411454.67;  1.06
Prefeitura Municipal de Machadinho - RS;  4311700;  RS;  5654; Transporte; 37.26%; 3250739.05; 426618.16; 2824120.89; Saúde; 13.16%; 4149707.99; 3152449.54; 997258.45; Educação; 12.14%; 3434030.26; 4354496.21; -920465.95; Comércio e Serviços; 07.16%; 554397.08; 11521.59; 542875.49; Urbanismo; 06.69%; 365704.37; 872939.69; -507235.32;  1.05
Prefeitura Municipal de Alto Caparaó - MG;  3102050;  MG;  5655; Transporte; 16.04%; 117825.75; 582604.72; -464778.97; Saúde; 14.44%; 3615885.16; 3197537.38; 418347.78; Assistência Social; 13.17%; 285255.18; 666737.51; -381482.33; Educação; 12.27%; 3969175.92; 4324491.22; -355315.30; Administração; 06.19%; 1975486.85; 2154854.65; -179367.80;  1.01
Prefeitura Municipal de Aurora - SC;  4201901;  SC;  5668; Transporte; 45.27%; 4309909.68; 457401.41; 3852508.27; Educação; 14.13%; 5476825.76; 4273822.28; 1203003.48; Urbanismo; 10.13%; 0; 862472.46; -862472.46; Administração; 06.74%; 2712455.89; 2138678.40; 573777.49; Agricultura; 05.24%; 775362.94; 329646.05; 445716.89;  1.18
Prefeitura Municipal de São Jorge do Ivaí - PR;  4125308;  PR;  5673; Administração; 15.61%; 3317213.96; 2138678.40; 1178535.56; Transporte; 14.87%; 1580531.52; 457401.41; 1123130.11; Saúde; 14.67%; 4296115.35; 3188653.73; 1107461.62; Educação; 11.48%; 3406830.00; 4273822.28; -866992.28; Urbanismo; 08.06%; 1470843.12; 862472.46; 608370.66;  1.16
Prefeitura Municipal de Caldeirão Grande do Piauí - PI;  2202091;  PI;  5675; Urbanismo; 18.06%; 105795.83; 862472.46; -756676.63; Saúde; 14.66%; 2574379.59; 3188653.73; -614274.14; Educação; 13.52%; 4840589.46; 4273822.28; 566767.18; Transporte; 10.91%; 0; 457401.41; -457401.41; Saneamento; 09.11%; 495099.56; 113214.01; 381885.55;  1.34
Prefeitura Municipal de Malta - PB;  2508802;  PB;  5675; Administração; 22.58%; 2984715.68; 2138678.40; 846037.28; Urbanismo; 14.26%; 328145.50; 862472.46; -534326.96; Transporte; 11.48%; 27100.00; 457401.41; -430301.41; Educação; 09.58%; 3914897.55; 4273822.28; -358924.73; Saúde; 09.24%; 2842419.70; 3188653.73; -346234.03;  1.09
Prefeitura Municipal de Guaimbê - SP;  3517307;  SP;  5676; Saúde; 28.72%; 4901660.65; 3101894.17; 1799766.48; Educação; 20.57%; 5431479.55; 4142060.94; 1289418.61; Previdência Social; 13.13%; 1027768.19; 204584.16; 823184.03; Assistência Social; 08.96%; 1178398.05; 616670.53; 561727.52; Administração; 08.24%; 2641533.33; 2125002.11; 516531.22;  1.03
Prefeitura Municipal de Piacatu - SP;  3537701;  SP;  5683; Saúde; 23.99%; 4039466.67; 3164856.41; 874610.26; Administração; 18.88%; 1432994.72; 2121398.55; -688403.83; Transporte; 10.44%; 856435.17; 475857.17; 380578.00; Encargos Especiais; 07.16%; 455920.60; 194696.58; 261224.02; Assistência Social; 04.90%; 792402.80; 613616.68; 178786.12;  1.13
Prefeitura Municipal de Coroados - SP;  3512506;  SP;  5685; Saúde; 31.24%; 4488724.97; 3073033.58; 1415691.39; Urbanismo; 20.33%; 1780221.24; 858918.39; 921302.85; Assistência Social; 10.25%; 1062609.48; 598288.94; 464320.54; Administração; 07.68%; 2457993.03; 2109834.47; 348158.56; Previdência Social; 05.65%; 0; 255972.57; -255972.57;  1.04
Prefeitura Municipal de Virgolândia - MG;  3171907;  MG;  5691; Educação; 19.60%; 3010731.67; 3932473.10; -921741.43; Administração; 19.49%; 3062124.04; 2145813.35; 916310.69; Saúde; 13.47%; 3646093.82; 3012950.00; 633143.82; Urbanismo; 09.24%; 405514.37; 840177.81; -434663.44; Transporte; 07.67%; 863615.64; 503111.60; 360504.04;  1.13
Prefeitura Municipal de Santa Luz - PI;  2209302;  PI;  5694; Urbanismo; 18.83%; 45439.50; 840177.81; -794738.31; Saúde; 18.24%; 2243332.28; 3012950.00; -769617.72; Transporte; 11.92%; 0; 503111.60; -503111.60; Administração; 08.31%; 1795035.64; 2145813.35; -350777.71; Previdência Social; 06.07%; 0; 255972.57; -255972.57;  1.09
Prefeitura Municipal de Três Fronteiras - SP;  3554904;  SP;  5694; Urbanismo; 24.70%; 2414280.01; 840177.81; 1574102.20; Administração; 14.09%; 3043967.26; 2145813.35; 898153.91; Saúde; 13.42%; 3868214.02; 3012950.00; 855264.02; Agricultura; 08.89%; 848830.95; 282490.95; 566340.00; Transporte; 07.32%; 36741.59; 503111.60; -466370.01;  1.07
Prefeitura Municipal de Jacobina do Piauí - PI;  2205151;  PI;  5695; Saúde; 24.93%; 2055317.67; 3181523.61; -1126205.94; Educação; 20.91%; 4892090.19; 3947400.18; 944690.01; Urbanismo; 11.20%; 371445.59; 877365.57; -505919.98; Legislativa; 10.38%; 0; 469034.65; -469034.65; Transporte; 09.05%; 164495.26; 573186.83; -408691.57;  1.03
Prefeitura Municipal de São José do Goiabal - MG;  3163409;  MG;  5695; Educação; 27.15%; 2591745.12; 3960317.94; -1368572.82; Urbanismo; 16.83%; 29121.33; 877636.62; -848515.29; Transporte; 10.54%; 12001.50; 543321.37; -531319.87; Gestão Ambiental; 07.15%; 425105.68; 64432.72; 360672.96; Administração; 07.09%; 2451194.49; 2093606.14; 357588.35;  1.09
Prefeitura Municipal de Tufilândia - MA;  2112274;  MA;  5699; Educação; 36.66%; 7603035.69; 3960317.94; 3642717.75; Administração; 19.78%; 4059704.06; 2093606.14; 1966097.92; Saúde; 08.12%; 3939811.76; 3133347.53; 806464.23; Urbanismo; 07.93%; 90002.25; 877636.62; -787634.37; Transporte; 07.44%; 1282343.20; 543321.37; 739021.83;  1.18
Prefeitura Municipal de Luzerna - SC;  4210035;  SC;  5700; Urbanismo; 26.38%; 2460860.34; 877636.62; 1583223.72; Educação; 19.49%; 5130116.54; 3960317.94; 1169798.60; Agricultura; 13.98%; 1110965.26; 271732.42; 839232.84; Transporte; 10.60%; 1179555.75; 543321.37; 636234.38; Saúde; 05.15%; 3442352.79; 3133347.53; 309005.26;  1.08
Prefeitura Municipal de São João da Ponta - PA;  1507466;  PA;  5703; Saúde; 25.30%; 2129153.01; 3133347.53; -1004194.52; Administração; 19.29%; 1328085.97; 2093606.14; -765520.17; Transporte; 13.69%; 0; 543321.37; -543321.37; Urbanismo; 08.54%; 1216622.81; 877636.62; 338986.19; Previdência Social; 06.16%; 0; 244380.24; -244380.24;  1.13
Prefeitura Municipal de Caraúbas do Piauí - PI;  2202539;  PI;  5704; Educação; 31.98%; 5517860.75; 3960317.94; 1557542.81; Saúde; 17.13%; 2299106.72; 3133347.53; -834240.81; Urbanismo; 13.14%; 237512.68; 877636.62; -640123.94; Administração; 07.22%; 1741700.66; 2093606.14; -351905.48; Transporte; 06.35%; 233833.72; 543321.37; -309487.65;  1.17
Prefeitura Municipal de Lambari D'Oeste - MT;  5105234;  MT;  5708; Administração; 42.54%; 4954112.15; 2093606.14; 2860506.01; Saneamento; 11.48%; 884827.75; 112607.35; 772220.40; Cultura; 08.15%; 726162.00; 177894.50; 548267.50; Transporte; 08.08%; 0; 543321.37; -543321.37; Saúde; 06.13%; 3545647.15; 3133347.53; 412299.62;  1.11
Prefeitura Municipal de Olhos-d'Água - MG;  3145455;  MG;  5735; Administração; 18.94%; 1319086.90; 2103978.74; -784891.84; Educação; 12.73%; 4515191.06; 3987864.67; 527326.39; Encargos Especiais; 11.69%; 648867.14; 164405.56; 484461.58; Urbanismo; 08.72%; 1241928.05; 880433.10; 361494.95; Legislativa; 08.53%; 782073.06; 428604.19; 353468.87;  1.02
Prefeitura Municipal de Paula Freitas - PR;  4118600;  PR;  5737; Transporte; 22.75%; 1521603.86; 497818.19; 1023785.67; Urbanismo; 12.74%; 363524.83; 937048.03; -573523.20; Administração; 12.69%; 2557083.12; 1985950.67; 571132.45; Encargos Especiais; 09.94%; 644198.56; 196848.92; 447349.64; Legislativa; 09.87%; 0; 444413.98; -444413.98;  1.12
Prefeitura Municipal de Barão de Monte Alto - MG;  3105509;  MG;  5738; Administração; 21.10%; 1129010.44; 1985950.67; -856940.23; Comércio e Serviços; 13.19%; 573270.88; 37576.13; 535694.75; Previdência Social; 12.40%; 747895.41; 244380.24; 503515.17; Educação; 08.91%; 3736067.45; 4097976.57; -361909.12; Saúde; 08.14%; 2827496.08; 3158146.73; -330650.65;  1.13
Prefeitura Municipal de Cana Verde - MG;  3111903;  MG;  5738; Educação; 32.47%; 2695078.50; 4097976.57; -1402898.07; Administração; 14.12%; 2596063.92; 1985950.67; 610113.25; Urbanismo; 13.99%; 332654.60; 937048.03; -604393.43; Legislativa; 10.29%; 0; 444413.98; -444413.98; Previdência Social; 05.66%; 0; 244380.24; -244380.24;  1.16
Prefeitura Municipal de Fernando Prestes - SP;  3515608;  SP;  5748; Saúde; 27.27%; 5194992.03; 3158146.73; 2036845.30; Educação; 17.93%; 5437160.59; 4097976.57; 1339184.02; Transporte; 15.60%; 1663226.92; 497818.19; 1165408.73; Desporto e Lazer; 07.06%; 659688.13; 132062.12; 527626.01; Previdência Social; 06.04%; 695295.37; 244380.24; 450915.13;  1.27
Prefeitura Municipal de Britânia - GO;  5203807;  GO;  5748; Saúde; 30.06%; 4931595.81; 3158146.73; 1773449.08; Administração; 18.78%; 3093640.11; 1985950.67; 1107689.44; Urbanismo; 12.82%; 1693295.16; 937048.03; 756247.13; Legislativa; 05.66%; 778052.11; 444413.98; 333638.13; Previdência Social; 04.14%; 0; 244380.24; -244380.24;  1.10
Prefeitura Municipal de Calumbi - PE;  2603405;  PE;  5749; Previdência Social; 25.04%; 1781003.50; 155330.07; 1625673.43; Saúde; 17.98%; 2017354.52; 3184198.35; -1166843.83; Despesas (Intraorçamentárias); 11.36%; 737240.66; 0.00; 737240.66; Educação; 09.64%; 3461546.85; 4087203.20; -625656.35; Urbanismo; 07.46%; 512062.41; 996502.62; -484440.21;  1.04
Prefeitura Municipal de Darcinópolis - TO;  1706506;  TO;  5753; Urbanismo; 19.57%; 362305.65; 984016.31; -621710.66; Transporte; 16.54%; 8012.68; 533563.01; -525550.33; Educação; 14.73%; 3566030.88; 4034171.94; -468141.06; Saúde; 13.26%; 2707458.16; 3128639.66; -421181.50; Previdência Social; 06.49%; 48057.33; 254352.76; -206295.43;  1.05
Prefeitura Municipal de Nova Olímpia - PR;  4117206;  PR;  5758; Urbanismo; 22.63%; 2559295.78; 955329.49; 1603966.29; Saúde; 21.15%; 4633224.10; 3134215.01; 1499009.09; Educação; 14.59%; 3061939.00; 4095871.02; -1033932.02; Previdência Social; 10.27%; 976989.32; 248855.31; 728134.01; Despesas (Intraorçamentárias); 07.69%; 582170.23; 36862.03; 545308.20;  1.22
Prefeitura Municipal de São Francisco de Assis do Piauí - PI;  2209658;  PI;  5759; Saúde; 31.10%; 2015277.08; 3134215.01; -1118937.93; Transporte; 13.00%; 50036.34; 517914.39; -467878.05; Urbanismo; 09.00%; 631336.53; 955329.49; -323992.96; Previdência Social; 06.92%; 0; 248855.31; -248855.31; Saneamento; 06.62%; 351935.31; 113614.35; 238320.96;  1.15
Prefeitura Municipal de Santa Rita do Itueto - MG;  3159506;  MG;  5760; Saúde; 37.43%; 1013198.98; 3197958.98; -2184760.00; Educação; 26.59%; 5624976.58; 4073088.80; 1551887.78; Urbanismo; 07.85%; 1353853.14; 895583.81; 458269.33; Previdência Social; 04.26%; 0; 248855.31; -248855.31; Transporte; 03.04%; 325606.60; 502919.86; -177313.26;  1.04
Prefeitura Municipal de Veredinha - MG;  3171071;  MG;  5760; Administração; 17.33%; 1414942.39; 1956808.47; -541866.08; Previdência Social; 17.12%; 784148.86; 248855.31; 535293.55; Cultura; 12.04%; 546865.74; 170355.86; 376509.88; Educação; 09.67%; 3853335.03; 4155641.13; -302306.10; Urbanismo; 09.65%; 1201876.13; 900294.50; 301581.63;  1.11
Prefeitura Municipal de São Nicolau - RS;  4319208;  RS;  5762; Previdência Social; 20.36%; 1389208.97; 248855.31; 1140353.66; Educação; 19.70%; 3052249.16; 4155641.13; -1103391.97; Urbanismo; 13.23%; 159346.71; 900294.50; -740947.79; Habitação; 10.95%; 628397.78; 14822.39; 613575.39; Encargos Especiais; 10.92%; 784739.35; 173356.67; 611382.68;  1.08
Prefeitura Municipal de Firmino Alves - BA;  2910909;  BA;  5766; Saúde; 18.29%; 2446759.73; 3105182.25; -658422.52; Urbanismo; 14.22%; 388562.86; 900294.50; -511731.64; Gestão Ambiental; 11.42%; 458940.83; 47832.46; 411108.37; Administração; 10.20%; 2323814.77; 1956808.47; 367006.30; Educação; 07.79%; 4436187.97; 4155641.13; 280546.84;  1.11
Prefeitura Municipal de Nova União - MG;  3136603;  MG;  5766; Educação; 30.27%; 3065199.65; 4190823.60; -1125623.95; Administração; 18.24%; 1307645.72; 1985999.96; -678354.24; Assistência Social; 08.74%; 338310.63; 663375.03; -325064.40; Previdência Social; 07.10%; 488604.17; 224425.10; 264179.07; Urbanismo; 06.28%; 671825.27; 905183.56; -233358.29;  1.00
Prefeitura Municipal de Caracol - MS;  5002803;  MS;  5769; Administração; 32.32%; 5098901.28; 1969170.78; 3129730.50; Saúde; 15.88%; 4683926.50; 3146231.02; 1537695.48; Educação; 14.37%; 5522265.52; 4131113.31; 1391152.21; Assistência Social; 09.28%; 1546417.12; 647935.33; 898481.79; Transporte; 05.23%; 0; 506904.79; -506904.79;  1.17
Prefeitura Municipal de Braganey - PR;  4103354;  PR;  5770; Transporte; 41.53%; 2164143.67; 506904.79; 1657238.88; Administração; 10.13%; 2373421.05; 1969170.78; 404250.27; Educação; 07.43%; 3834568.62; 4131113.31; -296544.69; Previdência Social; 06.24%; 0; 248855.31; -248855.31; Urbanismo; 05.58%; 1141346.46; 918552.20; 222794.26;  1.06
Prefeitura Municipal de São Julião - PI;  2210300;  PI;  5771; Educação; 22.11%; 5188244.38; 4131113.31; 1057131.07; Previdência Social; 15.87%; 1007504.89; 248855.31; 758649.58; Urbanismo; 14.87%; 207689.74; 918552.20; -710862.46; Transporte; 09.36%; 59399.83; 506904.79; -447504.96; Assistência Social; 07.65%; 282410.01; 647935.33; -365525.32;  1.18
Prefeitura Municipal de Sertaneja - PR;  4126405;  PR;  5771; Saúde; 25.18%; 5166722.68; 3146231.02; 2020491.66; Administração; 21.05%; 3658273.67; 1969170.78; 1689102.89; Transporte; 12.96%; 1546893.17; 506904.79; 1039988.38; Assistência Social; 10.12%; 1460446.28; 647935.33; 812510.95; Urbanismo; 07.96%; 1557388.63; 918552.20; 638836.43;  1.07
Prefeitura Municipal de Aroazes - PI;  2200905;  PI;  5773; Transporte; 22.29%; 2775.50; 573648.30; -570872.80; Saúde; 13.44%; 2835998.30; 3180186.06; -344187.76; Urbanismo; 12.80%; 594792.70; 922479.81; -327687.11; Educação; 09.47%; 3917958.27; 4160438.10; -242479.83; Assistência Social; 06.84%; 481502.44; 656633.03; -175130.59;  0.97
Prefeitura Municipal de Campo Grande do Piauí - PI;  2202133;  PI;  5775; Administração; 21.67%; 1346509.29; 2169566.90; -823057.61; Saúde; 19.74%; 2548288.30; 3298119.18; -749830.88; Transporte; 12.13%; 2370.00; 463261.62; -460891.62; Urbanismo; 11.42%; 651689.28; 1085555.88; -433866.60; Gestão Ambiental; 08.30%; 353270.96; 37832.29; 315438.67;  1.00
