###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Águas Frias - SC;  4200556;  SC;  2419; Transporte; 30.60%; 2126451.61; 575301.01; 1551150.60; Agricultura; 22.38%; 1662244.32; 527492.02; 1134752.30; Urbanismo; 08.29%; 1068179.32; 647723.34; 420455.98; Administração; 07.68%; 1546355.50; 1935789.92; -389434.42; Indústria; 07.08%; 373528.12; 14685.68; 358842.44;  1.05
Prefeitura Municipal de Jesúpolis - GO;  5212055;  GO;  2428; Educação; 26.38%; 1750415.86; 2386494.02; -636078.16; Administração; 20.09%; 1468002.35; 1952396.65; -484394.30; Urbanismo; 09.11%; 880676.62; 661069.22; 219607.40; Previdência Social; 07.24%; 367623.30; 193132.63; 174490.67; Assistência Social; 06.56%; 697090.15; 538966.36; 158123.79;  1.00
Prefeitura Municipal de Pimenteiras do Oeste - RO;  1101468;  RO;  2432; Administração; 31.34%; 3826445.98; 1957748.76; 1868697.22; Urbanismo; 11.12%; 0; 662985.77; -662985.77; Agricultura; 09.15%; 4250.20; 549561.77; -545311.57; Saúde; 08.66%; 3015826.51; 2499592.26; 516234.25; Assistência Social; 08.46%; 1050038.24; 545393.78; 504644.46;  1.12
Prefeitura Municipal de Mairipotaba - GO;  5212600;  GO;  2433; Educação; 16.97%; 1620821.53; 2378168.19; -757346.66; Transporte; 15.94%; 1328211.86; 616899.86; 711312.00; Assistência Social; 15.07%; 1217856.44; 545393.78; 672462.66; Habitação; 10.73%; 522023.15; 43195.88; 478827.27; Agricultura; 09.37%; 131605.79; 549561.77; -417955.98;  1.17
Prefeitura Municipal de Mirim Doce - SC;  4210852;  SC;  2450; Educação; 19.45%; 2933702.30; 2377359.88; 556342.42; Urbanismo; 16.80%; 1136259.90; 655893.75; 480366.15; Administração; 15.77%; 1507103.07; 1958250.58; -451147.51; Transporte; 09.89%; 901444.44; 618480.34; 282964.10; Previdência Social; 06.71%; 0; 191978.87; -191978.87;  1.04
Prefeitura Municipal de Nova Ramada - RS;  4313334;  RS;  2453; Urbanismo; 21.21%; 90884.61; 672896.48; -582011.87; Agricultura; 19.77%; 1075511.40; 532911.23; 542600.17; Administração; 14.41%; 2334541.97; 1939053.42; 395488.55; Saúde; 11.76%; 2817990.26; 2495193.25; 322797.01; Educação; 08.35%; 2169733.21; 2398985.47; -229252.26;  1.02
Prefeitura Municipal de Cerro Grande - RS;  4305157;  RS;  2457; Transporte; 36.74%; 2005015.03; 610255.54; 1394759.49; Urbanismo; 17.19%; 0; 652492.64; -652492.64; Encargos Especiais; 09.14%; 548120.30; 201075.60; 347044.70; Agricultura; 08.01%; 848049.67; 544074.01; 303975.66; Educação; 06.44%; 2638510.40; 2393964.40; 244546.00;  1.28
Prefeitura Municipal de Sagres - SP;  3544707;  SP;  2458; Urbanismo; 22.72%; 1704999.71; 629493.55; 1075506.16; Administração; 17.82%; 1116489.06; 1959990.12; -843501.06; Legislativa; 09.35%; 0; 442607.63; -442607.63; Assistência Social; 07.66%; 901274.75; 538586.97; 362687.78; Agricultura; 07.02%; 215799.29; 548295.18; -332495.89;  1.09
Prefeitura Municipal de Algodão de Jandaíra - PB;  2500577;  PB;  2461; Educação; 27.52%; 3615790.96; 2369912.19; 1245878.77; Saúde; 14.58%; 1835914.37; 2495792.35; -659877.98; Administração; 14.02%; 1312423.57; 1947262.25; -634838.68; Transporte; 13.30%; 0; 602241.17; -602241.17; Urbanismo; 09.02%; 1055033.66; 646900.84; 408132.82;  1.07
Prefeitura Municipal de Pedro Laurentino - PI;  2207934;  PI;  2472; Transporte; 19.43%; 0; 608974.70; -608974.70; Encargos Especiais; 14.66%; 645587.94; 185997.14; 459590.80; Agricultura; 13.44%; 123053.54; 544195.44; -421141.90; Saúde; 09.39%; 2187051.72; 2481256.61; -294204.89; Administração; 08.97%; 1647641.29; 1928766.94; -281125.65;  1.01
Prefeitura Municipal de Mateiros - TO;  1712702;  TO;  2478; Transporte; 14.09%; 0; 608046.13; -608046.13; Urbanismo; 13.87%; 62851.34; 661766.49; -598915.15; Administração; 13.35%; 2478980.09; 1902588.82; 576391.27; Saúde; 11.58%; 1974276.05; 2474099.73; -499823.68; Assistência Social; 10.68%; 1008355.76; 547210.99; 461144.77;  1.11
Prefeitura Municipal de Carmolândia - TO;  1703883;  TO;  2482; Saúde; 22.72%; 1620544.82; 2495441.22; -874896.40; Transporte; 15.87%; 15285.00; 626166.49; -610881.49; Agricultura; 12.19%; 71468.89; 540615.79; -469146.90; Administração; 10.17%; 1540981.18; 1932542.05; -391560.87; Educação; 09.38%; 2735250.49; 2374085.69; 361164.80;  1.09
Prefeitura Municipal de Itaporã do Tocantins - TO;  1711100;  TO;  2482; Agricultura; 15.08%; 33696.00; 540270.94; -506574.94; Saúde; 14.22%; 2011114.60; 2488897.72; -477783.12; Educação; 12.46%; 1980775.41; 2399470.13; -418694.72; Administração; 11.01%; 1553275.72; 1923216.54; -369940.82; Urbanismo; 09.79%; 1008089.15; 679141.11; 328948.04;  1.07
Prefeitura Municipal de Estrela Dalva - MG;  3124609;  MG;  2483; Educação; 23.77%; 1550267.22; 2411592.25; -861325.03; Administração; 16.22%; 1327871.20; 1915621.72; -587750.52; Agricultura; 11.31%; 158809.85; 568722.58; -409912.73; Assistência Social; 07.53%; 289158.66; 562083.37; -272924.71; Saúde; 06.94%; 2249209.73; 2500509.69; -251299.96;  1.04
Prefeitura Municipal de Santa Margarida do Sul - RS;  4316972;  RS;  2483; Administração; 19.96%; 3126049.83; 1907266.60; 1218783.23; Saúde; 15.87%; 3469789.83; 2500792.78; 968997.05; Educação; 15.64%; 3351281.29; 2395850.30; 955430.99; Transporte; 10.30%; 0; 629326.26; -629326.26; Urbanismo; 09.42%; 94933.23; 670434.36; -575501.13;  1.16
Prefeitura Municipal de Embaúba - SP;  3514957;  SP;  2484; Educação; 22.62%; 3486515.34; 2395850.30; 1090665.04; Urbanismo; 13.54%; 1323456.13; 670434.36; 653021.77; Segurança Pública; 12.30%; 604416.60; 11225.84; 593190.76; Agricultura; 07.60%; 199603.82; 565824.20; -366220.38; Administração; 06.33%; 1602114.81; 1907266.60; -305151.79;  1.12
Prefeitura Municipal de Rio Rufino - SC;  4215059;  SC;  2484; Transporte; 25.65%; 1933636.14; 629326.26; 1304309.88; Educação; 13.91%; 3103011.19; 2395850.30; 707160.89; Urbanismo; 11.34%; 93538.52; 670434.36; -576895.84; Administração; 10.04%; 1396623.56; 1907266.60; -510643.04; Saúde; 08.43%; 2071848.93; 2500792.78; -428943.85;  1.29
Prefeitura Municipal de Coqueiros do Sul - RS;  4305850;  RS;  2486; Transporte; 26.36%; 1854315.50; 629326.26; 1224989.24; Urbanismo; 13.27%; 53925.60; 670434.36; -616508.76; Administração; 10.16%; 1435118.97; 1907266.60; -472147.63; Saúde; 09.99%; 2964968.64; 2500792.78; 464175.86; Despesas (Intraorçamentárias); 08.49%; 459648.41; 64900.59; 394747.82;  1.15
Prefeitura Municipal de Barra Funda - RS;  4301958;  RS;  2487; Urbanismo; 14.52%; 261037.84; 672999.81; -411961.97; Saúde; 12.75%; 2868330.72; 2506527.03; 361803.69; Transporte; 12.47%; 1001353.92; 647570.04; 353783.88; Desporto e Lazer; 09.11%; 370588.67; 111999.90; 258588.77; Encargos Especiais; 06.82%; 385886.79; 192343.05; 193543.74;  1.10
Prefeitura Municipal de Borebi - SP;  3507456;  SP;  2489; Educação; 21.81%; 4227096.03; 2414506.10; 1812589.93; Saúde; 16.16%; 3865011.44; 2522132.25; 1342879.19; Assistência Social; 11.43%; 1507154.43; 556883.15; 950271.28; Administração; 08.63%; 2631919.68; 1914910.00; 717009.68; Transporte; 07.92%; 0; 658248.15; -658248.15;  1.38
Prefeitura Municipal de Unistalda - RS;  4322376;  RS;  2489; Transporte; 19.87%; 5017.04; 658356.59; -653339.55; Saúde; 15.24%; 3008177.21; 2506954.42; 501222.79; Urbanismo; 14.96%; 1170012.11; 678184.76; 491827.35; Educação; 11.07%; 2799065.55; 2435051.59; 364013.96; Encargos Especiais; 06.02%; 0; 197855.71; -197855.71;  1.09
Prefeitura Municipal de São Pedro do Paraná - PR;  4125902;  PR;  2490; Saúde; 41.41%; 3718975.76; 2500220.45; 1218755.31; Administração; 14.31%; 2314269.92; 1893097.57; 421172.35; Agricultura; 06.39%; 373398.63; 561537.70; -188139.07; Educação; 04.53%; 2337416.10; 2470858.98; -133442.88; Urbanismo; 03.80%; 587489.29; 699413.93; -111924.64;  0.98
Prefeitura Municipal de Silveira Martins - RS;  4320651;  RS;  2491; Educação; 20.19%; 1632904.61; 2502068.02; -869163.41; Despesas (Intraorçamentárias); 15.63%; 727063.11; 54397.08; 672666.03; Previdência Social; 12.53%; 708623.59; 169337.92; 539285.67; Saúde; 11.34%; 2040840.12; 2528819.48; -487979.36; Assistência Social; 07.56%; 245816.63; 571277.91; -325461.28;  1.07
Prefeitura Municipal de Taboleiro Grande - RN;  2413805;  RN;  2494; Transporte; 21.42%; 79431.80; 632576.97; -553145.17; Urbanismo; 19.14%; 1202817.95; 708752.39; 494065.56; Agricultura; 10.46%; 292418.33; 562561.18; -270142.85; Saúde; 07.63%; 2322061.23; 2519109.50; -197048.27; Previdência Social; 06.95%; 0; 179461.11; -179461.11;  1.14
Prefeitura Municipal de Santo Expedito do Sul - RS;  4317954;  RS;  2494; Transporte; 25.78%; 1413924.30; 612787.43; 801136.87; Urbanismo; 19.14%; 121613.94; 716589.98; -594976.04; Educação; 10.50%; 2819279.89; 2492886.77; 326393.12; Saúde; 08.56%; 2249734.88; 2515874.51; -266139.63; Agricultura; 08.24%; 809571.67; 553478.27; 256093.40;  1.07
Prefeitura Municipal de Avelinópolis - GO;  5202809;  GO;  2501; Assistência Social; 15.35%; 1087485.64; 562815.57; 524670.07; Administração; 15.08%; 1405499.86; 1920912.85; -515412.99; Saúde; 11.30%; 2886858.95; 2500511.94; 386347.01; Educação; 11.00%; 2113769.77; 2489718.63; -375948.86; Previdência Social; 08.92%; 484194.24; 179461.11; 304733.13;  1.30
Prefeitura Municipal de Urupema - SC;  4218954;  SC;  2502; Educação; 20.68%; 1654083.65; 2503086.08; -849002.43; Transporte; 14.30%; 43050.46; 629918.87; -586868.41; Saúde; 12.32%; 2002852.80; 2508692.38; -505839.58; Urbanismo; 12.12%; 1201420.30; 703940.00; 497480.30; Administração; 10.97%; 1478942.02; 1929371.71; -450429.69;  1.06
Prefeitura Municipal de Aparecida do Rio Doce - GO;  5201454;  GO;  2505; Educação; 30.51%; 4003771.02; 2474308.85; 1529462.17; Previdência Social; 15.76%; 954952.22; 164996.20; 789956.02; Agricultura; 10.22%; 62877.26; 575065.40; -512188.14; Legislativa; 06.99%; 792953.51; 442644.47; 350309.04; Urbanismo; 06.29%; 1022160.04; 706917.82; 315242.22;  1.05
Prefeitura Municipal de Palmeira - SC;  4212056;  SC;  2512; Transporte; 23.98%; 1629203.44; 628645.25; 1000558.19; Saúde; 13.64%; 1923510.72; 2492780.43; -569269.71; Encargos Especiais; 12.47%; 702651.26; 182394.94; 520256.32; Legislativa; 10.70%; 0; 446664.31; -446664.31; Educação; 10.20%; 2929025.94; 2503340.67; 425685.27;  1.15
Prefeitura Municipal de Floresta do Piauí - PI;  2203859;  PI;  2513; Transporte; 15.54%; 49222.70; 628645.25; -579422.55; Urbanismo; 14.92%; 165056.57; 721220.73; -556164.16; Agricultura; 14.84%; 16573.13; 570016.31; -553443.18; Saneamento; 06.24%; 303001.77; 70235.88; 232765.89; Habitação; 05.48%; 235203.78; 30971.70; 204232.08;  1.27
Prefeitura Municipal de Bom Jesus - PB;  2502201;  PB;  2514; Administração; 24.00%; 3045818.47; 1920114.32; 1125704.15; Educação; 20.71%; 3456031.47; 2484456.23; 971575.24; Transporte; 09.82%; 171429.34; 632117.09; -460687.75; Legislativa; 09.68%; 0; 454100.03; -454100.03; Agricultura; 07.76%; 211722.32; 575658.10; -363935.78;  1.06
Prefeitura Municipal de Galinhos - RN;  2404101;  RN;  2516; Administração; 61.03%; 15808826.33; 1924363.90; 13884462.43; Educação; 11.05%; 0; 2514186.43; -2514186.43; Saúde; 11.01%; 0; 2505352.34; -2505352.34; Urbanismo; 03.15%; 0; 715878.92; -715878.92; Transporte; 02.77%; 0; 629662.39; -629662.39;  3.16
Prefeitura Municipal de Indiavaí - MT;  5104500;  MT;  2518; Administração; 33.40%; 4154171.80; 1924363.90; 2229807.90; Urbanismo; 10.72%; 0; 715878.92; -715878.92; Transporte; 09.43%; 0; 629662.39; -629662.39; Assistência Social; 09.02%; 1155408.52; 552914.30; 602494.22; Agricultura; 08.32%; 10234.00; 565639.58; -555405.58;  1.22
Prefeitura Municipal de Boa Vista do Cadeado - RS;  4302220;  RS;  2522; Saúde; 28.60%; 4188200.97; 2489810.21; 1698390.76; Educação; 12.84%; 3267672.97; 2505367.22; 762305.75; Urbanismo; 12.18%; 1426696.21; 703463.45; 723232.76; Administração; 09.53%; 2491097.15; 1925242.38; 565854.77; Agricultura; 08.74%; 1101943.92; 582924.76; 519019.16;  1.01
Prefeitura Municipal de Abreulândia - TO;  1700251;  TO;  2523; Saúde; 20.32%; 1745572.95; 2514452.78; -768879.83; Educação; 14.42%; 3075978.02; 2530256.30; 545721.72; Administração; 12.69%; 1455649.81; 1935773.36; -480123.55; Agricultura; 09.14%; 240285.78; 586039.56; -345753.78; Gestão Ambiental; 06.80%; 310097.53; 52716.56; 257380.97;  1.16
Prefeitura Municipal de Curral Velho - PB;  2505303;  PB;  2526; Administração; 21.09%; 1282593.04; 1937291.67; -654698.63; Transporte; 19.96%; 26251.00; 646164.48; -619913.48; Agricultura; 10.51%; 258689.09; 585169.66; -326480.57; Assistência Social; 08.79%; 817173.04; 544338.48; 272834.56; Urbanismo; 07.93%; 953370.21; 707237.32; 246132.89;  1.09
Prefeitura Municipal de Coronel Martins - SC;  4204459;  SC;  2527; Transporte; 35.01%; 1837386.73; 610327.31; 1227059.42; Agricultura; 14.70%; 1079981.46; 564820.49; 515160.97; Desporto e Lazer; 08.11%; 398339.85; 114262.33; 284077.52; Urbanismo; 07.34%; 442084.61; 699335.72; -257251.11; Educação; 05.37%; 2364146.48; 2552306.11; -188159.63;  1.10
Prefeitura Municipal de Arapeí - SP;  3503158;  SP;  2532; Saúde; 17.19%; 3411505.46; 2516075.43; 895430.03; Educação; 17.11%; 3444565.36; 2553427.84; 891137.52; Administração; 13.78%; 1214716.93; 1932522.77; -717805.84; Transporte; 12.10%; 0; 630526.18; -630526.18; Legislativa; 08.58%; 0; 446733.64; -446733.64;  1.13
Prefeitura Municipal de Forquetinha - RS;  4308433;  RS;  2532; Urbanismo; 14.92%; 1480714.35; 701258.54; 779455.81; Saúde; 13.48%; 1811596.52; 2516075.43; -704478.91; Agricultura; 12.94%; 1251343.37; 575408.09; 675935.28; Transporte; 12.07%; 0; 630526.18; -630526.18; Educação; 12.02%; 1925645.26; 2553427.84; -627782.58;  1.18
Prefeitura Municipal de Iracema do Oeste - PR;  4110656;  PR;  2537; Legislativa; 17.58%; 0; 454771.23; -454771.23; Assistência Social; 12.54%; 868145.80; 543768.37; 324377.43; Administração; 12.42%; 1616960.37; 1938361.03; -321400.66; Urbanismo; 09.72%; 942316.86; 690851.81; 251465.05; Saúde; 08.24%; 2301586.96; 2514849.48; -213262.52;  1.05
Prefeitura Municipal de Fortaleza do Tabocão - TO;  1708254;  TO;  2542; Educação; 24.01%; 3434308.99; 2533452.18; 900856.81; Transporte; 16.36%; 5858.43; 619712.99; -613854.56; Saúde; 15.96%; 1920075.02; 2518832.70; -598757.68; Agricultura; 14.34%; 51066.78; 589334.99; -538268.21; Administração; 06.43%; 2178398.46; 1937168.05; 241230.41;  1.04
Prefeitura Municipal de Zacarias - SP;  3557154;  SP;  2542; Saúde; 23.22%; 4234594.46; 2515960.56; 1718633.90; Urbanismo; 14.47%; 1777344.82; 706382.22; 1070962.60; Administração; 14.36%; 3006146.06; 1942981.54; 1063164.52; Despesas (Intraorçamentárias); 14.34%; 1126609.23; 65156.02; 1061453.21; Previdência Social; 09.00%; 832460.49; 166527.39; 665933.10;  1.13
Prefeitura Municipal de São Domingos do Cariri - PB;  2513943;  PB;  2543; Administração; 23.25%; 1126113.16; 1942981.54; -816868.38; Saúde; 21.04%; 1776621.41; 2515960.56; -739339.15; Transporte; 13.21%; 146513.91; 610757.96; -464244.05; Agricultura; 07.22%; 316250.85; 570077.30; -253826.45; Assistência Social; 05.47%; 362032.01; 554263.55; -192231.54;  1.21
Prefeitura Municipal de Santa Terezinha do Tocantins - TO;  1720002;  TO;  2545; Transporte; 19.22%; 0; 610757.96; -610757.96; Saúde; 17.18%; 1970129.67; 2515960.56; -545830.89; Administração; 12.99%; 1530420.54; 1942981.54; -412561.00; Urbanismo; 10.96%; 358135.22; 706382.22; -348247.00; Educação; 08.50%; 2275226.92; 2545219.60; -269992.68;  1.14
Prefeitura Municipal de Diorama - GO;  5207105;  GO;  2545; Saúde; 18.85%; 3197954.39; 2515960.56; 681993.83; Administração; 17.02%; 1327317.09; 1942981.54; -615664.45; Educação; 15.95%; 1968091.31; 2545219.60; -577128.29; Urbanismo; 07.84%; 422783.59; 706382.22; -283598.63; Agricultura; 07.12%; 312458.03; 570077.30; -257619.27;  1.12
Prefeitura Municipal de Boa Vista do Incra - RS;  4302238;  RS;  2549; Educação; 23.83%; 3571559.31; 2545219.60; 1026339.71; Urbanismo; 12.53%; 166587.97; 706382.22; -539794.25; Administração; 12.18%; 2467770.76; 1942981.54; 524789.22; Saúde; 09.25%; 2914523.07; 2515960.56; 398562.51; Legislativa; 07.03%; 754917.08; 451927.19; 302989.89;  1.27
Prefeitura Municipal de Coronel Barros - RS;  4305871;  RS;  2549; Educação; 26.31%; 3850065.16; 2525158.11; 1324907.05; Urbanismo; 11.83%; 116206.20; 711669.42; -595463.22; Despesas (Intraorçamentárias); 11.45%; 632518.04; 56120.05; 576397.99; Agricultura; 10.84%; 1103216.08; 557205.41; 546010.67; Saúde; 10.28%; 3013895.18; 2496094.55; 517800.63;  1.03
Prefeitura Municipal de Nova Pádua - RS;  4313086;  RS;  2551; Transporte; 30.63%; 2506265.04; 609633.67; 1896631.37; Educação; 17.43%; 1475767.29; 2554777.02; -1079009.73; Urbanismo; 11.47%; 1116.72; 711563.08; -710446.36; Assistência Social; 07.82%; 67896.49; 551830.37; -483933.88; Saúde; 06.27%; 2119720.49; 2508174.16; -388453.67;  1.18
Prefeitura Municipal de Santo André - PB;  2513851;  PB;  2553; Administração; 23.10%; 2788503.59; 1927661.30; 860842.29; Urbanismo; 19.10%; 0; 711563.08; -711563.08; Transporte; 16.36%; 0; 609633.67; -609633.67; Saúde; 07.71%; 2220940.85; 2508174.16; -287233.31; Agricultura; 05.75%; 349431.28; 563798.38; -214367.10;  1.20
Prefeitura Municipal de Adelândia - GO;  5200159;  GO;  2554; Educação; 22.99%; 1906278.31; 2554777.02; -648498.71; Agricultura; 10.98%; 253954.87; 563798.38; -309843.51; Administração; 10.26%; 1638127.11; 1927661.30; -289534.19; Urbanismo; 10.10%; 996476.98; 711563.08; 284913.90; Saúde; 08.17%; 2277676.52; 2508174.16; -230497.64;  1.27
Prefeitura Municipal de Pugmil - TO;  1718451;  TO;  2561; Transporte; 23.21%; 0; 630598.78; -630598.78; Urbanismo; 20.51%; 155801.82; 712966.84; -557165.02; Saúde; 17.80%; 2040365.44; 2523957.86; -483592.42; Agricultura; 07.92%; 348428.19; 563686.77; -215258.58; Previdência Social; 06.32%; 0; 171670.47; -171670.47;  1.03
Prefeitura Municipal de Mato Castelhano - RS;  4312138;  RS;  2563; Urbanismo; 21.56%; 3645.00; 700747.75; -697102.75; Transporte; 16.55%; 1159049.14; 624050.67; 534998.47; Legislativa; 14.00%; 0; 452495.18; -452495.18; Saneamento; 06.42%; 286622.87; 79208.44; 207414.43; Gestão Ambiental; 05.82%; 244708.65; 56536.20; 188172.45;  1.39
Prefeitura Municipal de Carrapateira - PB;  2504108;  PB;  2566; Administração; 24.21%; 3451314.37; 1924584.92; 1526729.45; Saúde; 21.37%; 1174768.33; 2522598.76; -1347830.43; Urbanismo; 11.11%; 0; 700747.75; -700747.75; Transporte; 09.86%; 2455.00; 624050.67; -621595.67; Agricultura; 08.92%; 3950.00; 566832.59; -562882.59;  1.19
Prefeitura Municipal de Porto Mauá - RS;  4315057;  RS;  2568; Agricultura; 17.93%; 1331677.34; 566832.59; 764844.75; Educação; 16.58%; 1853548.04; 2560895.94; -707347.90; Urbanismo; 16.37%; 2747.75; 700747.75; -698000.00; Transporte; 12.02%; 1136761.48; 624050.67; 512710.81; Saneamento; 06.37%; 350795.55; 79208.44; 271587.11;  1.16
Prefeitura Municipal de Faxinalzinho - RS;  4308052;  RS;  2570; Transporte; 18.23%; 1299814.88; 610462.40; 689352.48; Educação; 17.52%; 1902149.64; 2564743.36; -662593.72; Urbanismo; 16.04%; 97431.25; 703928.46; -606497.21; Saúde; 08.21%; 2213599.60; 2524017.58; -310417.98; Agricultura; 07.68%; 846132.09; 555639.37; 290492.72;  1.04
Prefeitura Municipal de Santa Rita d'Oeste - SP;  3547403;  SP;  2574; Habitação; 22.28%; 1114381.86; 17790.40; 1096591.46; Administração; 11.50%; 2488690.91; 1922610.82; 566080.09; Previdência Social; 10.77%; 697693.52; 167495.03; 530198.49; Saúde; 08.69%; 2925903.56; 2497980.04; 427923.52; Agricultura; 08.20%; 953658.83; 550056.60; 403602.23;  1.06
Prefeitura Municipal de Uniflor - PR;  4128302;  PR;  2581; Educação; 21.59%; 1594982.75; 2596262.50; -1001279.75; Saúde; 13.84%; 1882763.64; 2524387.62; -641623.98; Transporte; 11.85%; 88902.33; 638385.80; -549483.47; Despesas (Intraorçamentárias); 11.47%; 588790.92; 56744.72; 532046.20; Previdência Social; 09.32%; 600978.97; 168876.67; 432102.30;  1.09
Prefeitura Municipal de Pedranópolis - SP;  3536901;  SP;  2582; Urbanismo; 34.26%; 2018574.64; 693849.29; 1324725.35; Transporte; 16.41%; 0; 634674.63; -634674.63; Encargos Especiais; 10.29%; 565570.32; 167658.58; 397911.74; Educação; 06.98%; 2846543.50; 2576564.36; 269979.14; Administração; 06.32%; 2187047.48; 1942509.46; 244538.02;  1.12
Prefeitura Municipal de Lajeado do Bugre - RS;  4311429;  RS;  2583; Administração; 22.71%; 3290580.24; 1942509.46; 1348070.78; Urbanismo; 11.69%; 0; 693849.29; -693849.29; Transporte; 09.47%; 72429.71; 634674.63; -562244.92; Judiciária; 08.03%; 485172.11; 8566.32; 476605.79; Legislativa; 07.74%; 0; 459565.54; -459565.54;  1.20
Prefeitura Municipal de Carmésia - MG;  3113800;  MG;  2584; Previdência Social; 24.49%; 1050693.45; 162452.18; 888241.27; Transporte; 11.00%; 236718.03; 635602.68; -398884.65; Educação; 09.53%; 2243382.99; 2589171.44; -345788.45; Cultura; 08.94%; 447125.93; 122976.99; 324148.94; Agricultura; 08.80%; 236454.75; 555786.86; -319332.11;  1.04
Prefeitura Municipal de Pedra Preta - RN;  2409605;  RN;  2587; Educação; 23.67%; 3445786.32; 2564620.73; 881165.59; Transporte; 16.95%; 0; 631292.47; -631292.47; Saúde; 13.10%; 3002195.76; 2514367.57; 487828.19; Administração; 08.26%; 1653813.12; 1961410.72; -307597.60; Previdência Social; 04.64%; 0; 172879.12; -172879.12;  1.10
Prefeitura Municipal de Rio Doce - MG;  3155009;  MG;  2588; Cultura; 24.46%; 918290.20; 127505.32; 790784.88; Educação; 23.91%; 1805141.00; 2577913.66; -772772.66; Urbanismo; 07.89%; 958248.00; 703319.67; 254928.33; Saneamento; 07.72%; 329625.47; 80168.96; 249456.51; Encargos Especiais; 05.90%; 0; 190872.46; -190872.46;  2.14
Prefeitura Municipal de Formosa do Sul - SC;  4205431;  SC;  2589; Agricultura; 21.56%; 1252172.24; 560511.67; 691660.57; Transporte; 14.79%; 1104811.86; 630184.35; 474627.51; Urbanismo; 12.82%; 299895.02; 711372.50; -411477.48; Saúde; 11.28%; 2174103.75; 2536077.76; -361974.01; Cultura; 07.72%; 372997.59; 125445.61; 247551.98;  1.04
Prefeitura Municipal de Córrego do Ouro - GO;  5205703;  GO;  2590; Educação; 20.20%; 2020041.24; 2600616.18; -580574.94; Agricultura; 14.31%; 175780.53; 587118.50; -411337.97; Previdência Social; 13.14%; 542166.28; 164450.67; 377715.61; Cultura; 10.47%; 414643.85; 113670.52; 300973.33; Saúde; 07.59%; 2741877.08; 2523885.05; 217992.03;  1.03
Prefeitura Municipal de São Luis do Piauí - PI;  2210375;  PI;  2593; Saúde; 21.36%; 1745038.55; 2531406.00; -786367.45; Educação; 15.42%; 2003014.03; 2570487.48; -567473.45; Agricultura; 15.37%; 20552.78; 586495.77; -565942.99; Transporte; 12.68%; 192204.28; 659103.01; -466898.73; Administração; 06.00%; 1687610.24; 1908639.05; -221028.81;  1.13
Prefeitura Municipal de Pontes Gestal - SP;  3540309;  SP;  2593; Administração; 19.89%; 3296535.01; 1908639.05; 1387895.96; Previdência Social; 17.78%; 1412917.21; 172195.90; 1240721.31; Educação; 13.14%; 3487572.36; 2570487.48; 917084.88; Saúde; 12.98%; 3437393.92; 2531406.00; 905987.92; Assistência Social; 07.56%; 1083165.48; 555629.22; 527536.26;  1.14
Prefeitura Municipal de São Bernardino - SC;  4215752;  SC;  2593; Educação; 26.56%; 3584778.54; 2570487.48; 1014291.06; Transporte; 18.95%; 1382814.14; 659103.01; 723711.13; Agricultura; 16.11%; 1201724.26; 586495.77; 615228.49; Administração; 12.33%; 1437779.39; 1908639.05; -470859.66; Previdência Social; 04.51%; 0; 172195.90; -172195.90;  1.18
Prefeitura Municipal de Porto Rico - PR;  4120200;  PR;  2606; Saúde; 17.81%; 3506189.49; 2531406.00; 974783.49; Urbanismo; 12.67%; 1409219.83; 715965.37; 693254.46; Despesas (Intraorçamentárias); 11.86%; 714403.76; 65156.02; 649247.74; Legislativa; 08.32%; 0; 455428.80; -455428.80; Transporte; 07.82%; 1087233.29; 659103.01; 428130.28;  1.27
Prefeitura Municipal de Pinhal - RS;  4314456;  RS;  2606; Transporte; 23.32%; 1484788.75; 647478.07; 837310.68; Educação; 19.37%; 1877189.19; 2572670.81; -695481.62; Agricultura; 17.82%; 1211652.58; 571584.57; 640068.01; Administração; 08.53%; 2211734.93; 1905268.18; 306466.75; Encargos Especiais; 05.39%; 8309.02; 201752.34; -193443.32;  1.03
Prefeitura Municipal de Itati - RS;  4310652;  RS;  2613; Urbanismo; 21.65%; 0; 720600.70; -720600.70; Transporte; 19.64%; 0; 653884.75; -653884.75; Administração; 17.02%; 2459215.89; 1892670.35; 566545.54; Agricultura; 06.55%; 358283.29; 576307.50; -218024.21; Encargos Especiais; 05.99%; 0; 199257.69; -199257.69;  1.09
Prefeitura Municipal de Oscar Bressane - SP;  3534500;  SP;  2614; Saúde; 24.58%; 3306267.77; 2526033.97; 780233.80; Educação; 20.62%; 3224854.30; 2570331.84; 654522.46; Transporte; 19.83%; 1281684.33; 652282.61; 629401.72; Previdência Social; 05.42%; 0; 172156.23; -172156.23; Encargos Especiais; 04.74%; 48662.64; 199257.69; -150595.05;  1.12
