###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Campos Verdes - GO;  5204953;  GO;  4115; Saúde; 16.25%; 4003121.01; 3254277.13; 748843.88; Urbanismo; 11.26%; 593919.28; 1112793.53; -518874.25; Legislativa; 11.13%; 0; 512824.47; -512824.47; Administração; 07.84%; 1885919.24; 2247115.45; -361196.21; Educação; 07.68%; 3327977.38; 3682071.96; -354094.58;  1.18
Prefeitura Municipal de Cariri do Tocantins - TO;  1703867;  TO;  4116; Transporte; 18.53%; 32229.00; 640972.09; -608743.09; Administração; 17.38%; 1690091.23; 2261007.14; -570915.91; Urbanismo; 11.01%; 1426883.90; 1065362.78; 361521.12; Previdência Social; 08.99%; 561098.70; 265646.52; 295452.18; Agricultura; 05.95%; 626551.57; 431212.02; 195339.55;  1.03
Prefeitura Municipal de Caxambu do Sul - SC;  4204103;  SC;  4118; Agricultura; 18.81%; 1377791.99; 424338.79; 953453.20; Educação; 17.00%; 4461410.93; 3599640.70; 861770.23; Encargos Especiais; 10.87%; 834128.08; 283398.28; 550729.80; Transporte; 09.30%; 1122143.10; 650612.43; 471530.67; Saúde; 07.98%; 3628529.07; 3224248.51; 404280.56;  1.03
Prefeitura Municipal de Santo Antônio do Grama - MG;  3160108;  MG;  4120; Saúde; 18.55%; 4091503.28; 3192004.56; 899498.72; Cultura; 16.13%; 923623.60; 141683.61; 781939.99; Habitação; 10.16%; 505816.97; 13216.25; 492600.72; Administração; 08.06%; 1866691.20; 2257687.50; -390996.30; Agricultura; 07.13%; 112572.63; 458261.03; -345688.40;  1.12
Prefeitura Municipal de Bom Jesus da Penha - MG;  3107604;  MG;  4121; Previdência Social; 19.02%; 1368604.39; 263735.97; 1104868.42; Saúde; 18.11%; 4222728.38; 3170879.54; 1051848.84; Despesas (Intraorçamentárias); 16.92%; 1059877.77; 76869.62; 983008.15; Educação; 13.47%; 2817803.41; 3600373.01; -782569.60; Administração; 06.43%; 1882779.26; 2256265.72; -373486.46;  1.06
Prefeitura Municipal de Santo Antônio do Itambé - MG;  3160207;  MG;  4121; Urbanismo; 19.65%; 234534.60; 1058657.89; -824123.29; Administração; 14.78%; 1645986.09; 2265676.89; -619690.80; Educação; 10.87%; 3114365.73; 3570090.48; -455724.75; Transporte; 09.20%; 243659.27; 629581.57; -385922.30; Previdência Social; 08.83%; 622594.02; 252285.31; 370308.71;  1.01
Prefeitura Municipal de Itaúba - MT;  5104559;  MT;  4124; Educação; 19.12%; 5345471.07; 3534575.72; 1810895.35; Transporte; 19.07%; 2422995.42; 617727.77; 1805267.65; Saúde; 18.13%; 4876146.93; 3159727.04; 1716419.89; Urbanismo; 10.96%; 988.86; 1039085.36; -1038096.50; Administração; 06.05%; 2769101.23; 2195884.78; 573216.45;  1.33
Prefeitura Municipal de Marliéria - MG;  3140308;  MG;  4126; Administração; 45.87%; 4290851.41; 2198622.20; 2092229.21; Educação; 10.88%; 3038388.80; 3534762.82; -496374.02; Agricultura; 06.55%; 139558.93; 438120.02; -298561.09; Previdência Social; 06.05%; 0; 275767.83; -275767.83; Legislativa; 04.75%; 711797.34; 495083.22; 216714.12;  1.08
Prefeitura Municipal de Bugre - MG;  3109253;  MG;  4128; Educação; 34.61%; 1917471.63; 3536794.92; -1619323.29; Administração; 23.64%; 3318214.30; 2212259.06; 1105955.24; Saúde; 09.71%; 2704719.63; 3158850.27; -454130.64; Transporte; 05.85%; 344668.63; 618306.02; -273637.39; Encargos Especiais; 05.78%; 0; 270581.47; -270581.47;  1.10
Prefeitura Municipal de Cajuri - MG;  3110202;  MG;  4128; Administração; 15.36%; 1654885.01; 2220680.75; -565795.74; Educação; 13.47%; 2996792.93; 3492816.37; -496023.44; Cultura; 09.30%; 498039.60; 155718.61; 342320.99; Urbanismo; 08.10%; 1313240.98; 1014829.79; 298411.19; Transporte; 07.50%; 339655.62; 616011.28; -276355.66;  1.09
Prefeitura Municipal de Nova Santa Bárbara - PR;  4117214;  PR;  4135; Urbanismo; 22.30%; 2251133.05; 1046931.00; 1204202.05; Saneamento; 12.22%; 870988.92; 211142.74; 659846.18; Transporte; 11.20%; 0; 604996.87; -604996.87; Administração; 09.60%; 1712893.25; 2231100.22; -518206.97; Agricultura; 07.78%; 0; 419831.22; -419831.22;  1.25
Prefeitura Municipal de São Francisco do Oeste - RN;  2411908;  RN;  4138; Saúde; 20.39%; 2308385.82; 3186567.67; -878181.85; Administração; 15.53%; 1567041.44; 2235782.78; -668741.34; Transporte; 11.50%; 135925.80; 631328.69; -495402.89; Educação; 10.51%; 3038030.98; 3490834.69; -452803.71; Urbanismo; 07.95%; 1388631.64; 1046326.38; 342305.26;  1.16
Prefeitura Municipal de Nova Brasilândia - MT;  5106208;  MT;  4139; Administração; 24.66%; 4157212.21; 2204759.48; 1952452.73; Educação; 13.55%; 2447622.00; 3520608.36; -1072986.36; Saúde; 11.36%; 4065892.59; 3166171.33; 899721.26; Transporte; 08.76%; 1300893.62; 607440.40; 693453.22; Previdência Social; 08.54%; 950054.12; 273675.49; 676378.63;  1.15
Prefeitura Municipal de Dom Macedo Costa - BA;  2910206;  BA;  4140; Transporte; 20.49%; 0; 623841.59; -623841.59; Agricultura; 14.47%; 0; 440619.82; -440619.82; Saúde; 10.00%; 2879908.08; 3184439.99; -304531.91; Previdência Social; 09.42%; 0; 286900.51; -286900.51; Educação; 08.39%; 3294374.99; 3549970.91; -255595.92;  1.18
Prefeitura Municipal de Novo Barreiro - RS;  4313490;  RS;  4150; Agricultura; 16.19%; 1355882.43; 424054.75; 931827.68; Educação; 12.27%; 2823672.09; 3529814.11; -706142.02; Urbanismo; 11.18%; 449029.31; 1092451.15; -643421.84; Desporto e Lazer; 10.12%; 732512.23; 150049.14; 582463.09; Saúde; 08.13%; 2738270.06; 3206222.46; -467952.40;  1.02
Prefeitura Municipal de Funilândia - MG;  3127206;  MG;  4153; Saneamento; 30.24%; 2784369.36; 153780.09; 2630589.27; Urbanismo; 22.17%; 2975965.36; 1047255.06; 1928710.30; Saúde; 07.70%; 3844009.72; 3174130.77; 669878.95; Administração; 06.22%; 1704951.66; 2246176.99; -541225.33; Educação; 05.34%; 3091168.64; 3556153.58; -464984.94;  1.06
Prefeitura Municipal de Modelo - SC;  4210902;  SC;  4158; Transporte; 35.09%; 2995220.29; 597413.21; 2397807.08; Agricultura; 12.86%; 1306728.62; 428223.38; 878505.24; Saúde; 10.26%; 3879739.54; 3178791.12; 700948.42; Desporto e Lazer; 07.68%; 683495.09; 158737.04; 524758.05; Educação; 06.86%; 3075243.41; 3544148.91; -468905.50;  1.42
Prefeitura Municipal de Mato Leitão - RS;  4312153;  RS;  4161; Administração; 16.86%; 3303537.55; 2238874.04; 1064663.51; Urbanismo; 15.10%; 166871.46; 1119976.38; -953104.92; Indústria; 12.43%; 808061.95; 23036.79; 785025.16; Encargos Especiais; 11.15%; 952001.29; 248150.46; 703850.83; Educação; 08.55%; 4086724.45; 3547133.71; 539590.74;  1.09
Prefeitura Municipal de Ibirapuitã - RS;  4309951;  RS;  4166; Transporte; 17.61%; 1523874.99; 661632.52; 862242.47; Previdência Social; 17.20%; 1103029.13; 260483.28; 842545.85; Despesas (Intraorçamentárias); 15.39%; 813761.27; 60240.24; 753521.03; Urbanismo; 15.35%; 1848569.27; 1096623.13; 751946.14; Educação; 07.07%; 3928237.70; 3581954.58; 346283.12;  1.03
Prefeitura Municipal de Onda Verde - SP;  3534005;  SP;  4169; Educação; 23.39%; 1520440.40; 3638804.59; -2118364.19; Saúde; 21.58%; 1288507.75; 3243056.34; -1954548.59; Administração; 15.45%; 902430.36; 2301949.40; -1399519.04; Transporte; 06.31%; 119569.41; 691101.55; -571532.14; Urbanismo; 06.15%; 560465.58; 1117337.35; -556871.77;  1.08
Prefeitura Municipal de Marques de Souza - RS;  4312054;  RS;  4171; Saúde; 28.78%; 5100116.83; 3182969.68; 1917147.15; Transporte; 15.07%; 1666476.46; 662434.93; 1004041.53; Agricultura; 13.67%; 1349279.37; 438590.35; 910689.02; Urbanismo; 12.78%; 287848.95; 1139264.53; -851415.58; Previdência Social; 04.22%; 0; 281095.64; -281095.64;  1.08
Prefeitura Municipal de Iraceminha - SC;  4207759;  SC;  4175; Transporte; 27.94%; 2280973.22; 663257.60; 1617715.62; Educação; 13.99%; 2821585.62; 3631607.60; -810021.98; Urbanismo; 09.37%; 606326.53; 1148735.55; -542409.02; Saúde; 08.47%; 3715502.46; 3225138.57; 490363.89; Agricultura; 07.60%; 890590.27; 450396.01; 440194.26;  1.08
Prefeitura Municipal de São José do Alegre - MG;  3163201;  MG;  4180; Educação; 21.59%; 2531899.07; 3653826.72; -1121927.65; Saúde; 18.95%; 2252095.25; 3237094.28; -984999.03; Urbanismo; 10.03%; 631540.34; 1152975.26; -521434.92; Assistência Social; 06.68%; 295545.22; 642832.78; -347287.56; Agricultura; 06.37%; 135772.38; 466893.78; -331121.40;  1.09
Prefeitura Municipal de Leópolis - PR;  4113403;  PR;  4182; Educação; 23.64%; 4589699.93; 3632013.86; 957686.07; Legislativa; 12.93%; 0; 523801.63; -523801.63; Administração; 10.18%; 2633380.38; 2220865.65; 412514.73; Agricultura; 07.45%; 168085.20; 469953.91; -301868.71; Previdência Social; 06.80%; 0; 275398.53; -275398.53;  1.25
Prefeitura Municipal de Alto Alegre - SP;  3501103;  SP;  4183; Saúde; 43.75%; 5527509.70; 3224420.55; 2303089.15; Educação; 09.05%; 3168709.54; 3645290.85; -476581.31; Urbanismo; 07.06%; 1529176.30; 1157631.04; 371545.26; Agricultura; 05.65%; 186732.85; 484083.01; -297350.16; Desporto e Lazer; 05.25%; 450217.65; 174091.74; 276125.91;  1.08
Prefeitura Municipal de Ponto Chique - MG;  3152131;  MG;  4187; Administração; 22.10%; 1445754.59; 2229655.24; -783900.65; Transporte; 13.02%; 240367.68; 701967.76; -461600.08; Saúde; 09.29%; 2924034.60; 3253445.42; -329410.82; Urbanismo; 07.84%; 874583.68; 1152737.44; -278153.76; Previdência Social; 07.77%; 0; 275398.53; -275398.53;  1.01
Prefeitura Municipal de Monte Castelo - SP;  3531605;  SP;  4187; Previdência Social; 32.26%; 2030028.41; 270268.60; 1759759.81; Saúde; 15.22%; 4098773.23; 3268699.97; 830073.26; Educação; 14.82%; 4452128.19; 3643653.04; 808475.15; Administração; 13.75%; 2981235.36; 2230947.14; 750288.22; Urbanismo; 06.89%; 785693.00; 1161446.46; -375753.46;  1.46
Prefeitura Municipal de São José do Barreiro - SP;  3549607;  SP;  4188; Educação; 46.04%; 6999934.30; 3614706.55; 3385227.75; Saúde; 09.71%; 3990792.56; 3276960.85; 713831.71; Comércio e Serviços; 09.57%; 747530.18; 43996.29; 703533.89; Administração; 09.41%; 1537180.76; 2228915.92; -691735.16; Encargos Especiais; 04.44%; 580107.19; 253881.13; 326226.06;  1.02
Prefeitura Municipal de Alegria - RS;  4300455;  RS;  4188; Encargos Especiais; 24.81%; 1521468.93; 241871.53; 1279597.40; Educação; 21.62%; 2585717.06; 3700982.32; -1115265.26; Previdência Social; 12.29%; 889392.09; 255239.11; 634152.98; Urbanismo; 11.28%; 1740689.91; 1158897.71; 581792.20; Saúde; 05.74%; 3579846.88; 3283844.21; 296002.67;  1.10
Prefeitura Municipal de Barra do Quaraí - RS;  4301875;  RS;  4189; Administração; 43.09%; 5699638.76; 2166509.80; 3533128.96; Educação; 10.33%; 4538815.51; 3691662.47; 847153.04; Transporte; 08.49%; 0; 696287.07; -696287.07; Encargos Especiais; 06.91%; 825535.28; 259321.36; 566213.92; Legislativa; 06.51%; 0; 533791.82; -533791.82;  1.12
Prefeitura Municipal de Gramado Xavier - RS;  4309159;  RS;  4190; Educação; 18.45%; 5077036.10; 3662206.92; 1414829.18; Saneamento; 15.94%; 1447976.55; 225846.91; 1222129.64; Agricultura; 13.75%; 1517617.79; 463090.88; 1054526.91; Urbanismo; 13.62%; 140044.28; 1184328.51; -1044284.23; Saúde; 12.07%; 2402064.98; 3327487.61; -925422.63;  1.06
Prefeitura Municipal de Presidente Alves - SP;  3541109;  SP;  4192; Educação; 17.75%; 2768524.61; 3708080.80; -939556.19; Urbanismo; 17.03%; 2053289.32; 1151828.51; 901460.81; Assistência Social; 10.04%; 1180541.05; 649357.80; 531183.25; Agricultura; 09.01%; 0; 476615.05; -476615.05; Saúde; 06.58%; 2948241.25; 3296592.12; -348350.87;  1.28
Prefeitura Municipal de Paraná - RN;  2408607;  RN;  4194; Administração; 25.70%; 1249388.25; 2312164.64; -1062776.39; Transporte; 15.12%; 42780.00; 667967.15; -625187.15; Educação; 11.51%; 4177570.35; 3701408.48; 476161.87; Saúde; 07.19%; 2992312.81; 3289597.86; -297285.05; Saneamento; 05.87%; 0; 242560.13; -242560.13;  1.10
Prefeitura Municipal de Piedade de Ponte Nova - MG;  3150208;  MG;  4197; Assistência Social; 16.07%; 1316651.18; 649568.87; 667082.31; Administração; 15.98%; 1668975.96; 2332470.80; -663494.84; Educação; 14.80%; 3132605.47; 3747189.42; -614583.95; Transporte; 10.92%; 192931.61; 646169.84; -453238.23; Agricultura; 08.19%; 100445.06; 440527.99; -340082.93;  1.06
Prefeitura Municipal de Sebastião Leal - PI;  2210631;  PI;  4199; Administração; 17.22%; 3027366.97; 2327110.79; 700256.18; Transporte; 15.96%; 0; 648926.01; -648926.01; Saúde; 15.45%; 2675568.93; 3303861.88; -628292.95; Urbanismo; 11.96%; 662835.21; 1148938.05; -486102.84; Previdência Social; 07.13%; 0; 289748.61; -289748.61;  1.12
Prefeitura Municipal de Putinga - RS;  4315206;  RS;  4200; Educação; 19.03%; 2475550.71; 3771024.42; -1295473.71; Urbanismo; 14.54%; 170646.75; 1160459.62; -989812.87; Previdência Social; 13.25%; 1174825.71; 272965.38; 901860.33; Despesas (Intraorçamentárias); 12.13%; 890618.77; 64613.83; 826004.94; Transporte; 10.23%; 1335809.35; 639545.99; 696263.36;  1.06
Prefeitura Municipal de Caiabu - SP;  3508900;  SP;  4204; Transporte; 18.47%; 1117856.22; 643199.45; 474656.77; Previdência Social; 11.86%; 0; 304618.07; -304618.07; Educação; 11.35%; 4040119.31; 3748476.27; 291643.04; Saneamento; 10.30%; 0; 264560.05; -264560.05; Legislativa; 08.17%; 739960.15; 530069.54; 209890.61;  0.98
Prefeitura Municipal de Logradouro - PB;  2508554;  PB;  4206; Administração; 19.07%; 1349295.17; 2355031.63; -1005736.46; Transporte; 12.17%; 20590.00; 662410.87; -641820.87; Desporto e Lazer; 09.71%; 677943.65; 166148.26; 511795.39; Educação; 09.19%; 4219006.79; 3734377.89; 484628.90; Urbanismo; 08.73%; 1593921.02; 1133357.48; 460563.54;  0.97
Prefeitura Municipal de Poço de José de Moura - PB;  2512077;  PB;  4206; Educação; 24.05%; 5245829.80; 3714392.91; 1531436.89; Urbanismo; 15.97%; 94032.02; 1111016.45; -1016984.43; Transporte; 10.75%; 0; 684528.04; -684528.04; Legislativa; 08.35%; 54.04; 531642.57; -531588.53; Administração; 07.78%; 2832543.66; 2337351.85; 495191.81;  1.12
Prefeitura Municipal de Japaraíba - MG;  3135308;  MG;  4206; Saúde; 16.04%; 2447899.18; 3299186.04; -851286.86; Educação; 13.82%; 3019259.85; 3752614.49; -733354.64; Desporto e Lazer; 13.13%; 858534.03; 161824.62; 696709.41; Urbanismo; 12.02%; 484535.06; 1122217.48; -637682.42; Energia; 06.95%; 396803.58; 28231.56; 368572.02;  1.02
Prefeitura Municipal de Ilópolis - RS;  4310306;  RS;  4212; Educação; 22.76%; 2305856.19; 3816666.91; -1510810.72; Transporte; 16.86%; 1785944.81; 666930.61; 1119014.20; Administração; 12.10%; 1579969.58; 2382902.59; -802933.01; Despesas (Intraorçamentárias); 11.71%; 851443.92; 74353.51; 777090.41; Saúde; 06.78%; 2868731.04; 3318599.87; -449868.83;  1.06
Prefeitura Municipal de Salgado Filho - PR;  4122800;  PR;  4213; Transporte; 31.12%; 2360298.79; 646534.82; 1713763.97; Agricultura; 14.53%; 1194234.97; 394157.58; 800077.39; Legislativa; 09.64%; 0; 531003.16; -531003.16; Educação; 09.30%; 3261454.39; 3773400.39; -511946.00; Previdência Social; 05.84%; 0; 321499.50; -321499.50;  1.01
Prefeitura Municipal de Conceição do Tocantins - TO;  1705607;  TO;  4224; Administração; 17.99%; 1626630.27; 2384987.78; -758357.51; Saúde; 13.82%; 2712753.85; 3295653.09; -582899.24; Educação; 11.78%; 3281542.78; 3778138.83; -496596.05; Previdência Social; 07.72%; 0; 325401.33; -325401.33; Transporte; 07.69%; 341595.21; 665967.97; -324372.76;  1.02
Prefeitura Municipal de Capivari do Sul - RS;  4304671;  RS;  4227; Saúde; 28.28%; 5009142.93; 3250849.91; 1758293.02; Educação; 20.31%; 5028047.66; 3765051.33; 1262996.33; Administração; 07.67%; 2857125.39; 2380178.13; 476947.26; Cultura; 06.02%; 518971.82; 144745.68; 374226.14; Transporte; 05.88%; 291520.00; 656843.71; -365323.71;  1.01
Prefeitura Municipal de Santana do Riacho - MG;  3159001;  MG;  4235; Administração; 29.67%; 4482470.64; 2363321.04; 2119149.60; Saúde; 13.08%; 2339436.86; 3273465.90; -934029.04; Previdência Social; 10.46%; 1043872.37; 296386.88; 747485.49; Educação; 10.34%; 3051485.66; 3790374.27; -738888.61; Transporte; 08.20%; 70965.28; 656709.36; -585744.08;  1.29
Prefeitura Municipal de Guarani de Goiás - GO;  5209408;  GO;  4235; Previdência Social; 21.38%; 1137986.27; 295042.39; 842943.88; Assistência Social; 13.72%; 1199609.57; 658540.82; 541068.75; Urbanismo; 13.07%; 590594.71; 1105924.39; -515329.68; Transporte; 07.58%; 954345.70; 655641.85; 298703.85; Encargos Especiais; 06.21%; 0; 244779.02; -244779.02;  1.06
Prefeitura Municipal de Nazaré - TO;  1714302;  TO;  4239; Urbanismo; 16.39%; 264587.52; 1111647.38; -847059.86; Transporte; 12.79%; 10098.75; 671292.24; -661193.49; Saúde; 11.52%; 2672970.14; 3268732.98; -595762.84; Educação; 11.43%; 3229050.40; 3820137.03; -591086.63; Administração; 08.93%; 1883209.60; 2344731.47; -461521.87;  1.18
Prefeitura Municipal de Iguaraçu - PR;  4110003;  PR;  4241; Urbanismo; 26.07%; 3528574.40; 1046258.41; 2482315.99; Saúde; 20.67%; 5201917.33; 3233188.62; 1968728.71; Saneamento; 13.99%; 1585000.01; 252823.16; 1332176.85; Transporte; 07.00%; 0; 666584.28; -666584.28; Legislativa; 05.54%; 0; 528002.74; -528002.74;  1.29
Prefeitura Municipal de Paim Filho - RS;  4313607;  RS;  4248; Transporte; 25.87%; 2018178.51; 656753.32; 1361425.19; Agricultura; 13.92%; 1129428.97; 396755.98; 732672.99; Administração; 09.84%; 1846653.11; 2364710.39; -518057.28; Saúde; 08.30%; 2829838.29; 3266769.32; -436931.03; Urbanismo; 07.29%; 696413.54; 1080212.57; -383799.03;  1.04
Prefeitura Municipal de Novo Planalto - GO;  5215256;  GO;  4252; Previdência Social; 15.55%; 984829.03; 284296.05; 700532.98; Transporte; 15.06%; 5995.33; 684488.37; -678493.04; Administração; 11.31%; 1855885.77; 2365494.77; -509609.00; Urbanismo; 10.22%; 1519672.91; 1059119.09; 460553.82; Assistência Social; 09.11%; 1069640.56; 659217.25; 410423.31;  1.03
Prefeitura Municipal de Jundiá - AL;  2703908;  AL;  4253; Educação; 27.79%; 5503796.90; 3820133.87; 1683663.03; Administração; 17.80%; 3408642.78; 2330267.02; 1078375.76; Transporte; 11.02%; 0; 667524.10; -667524.10; Saúde; 07.58%; 2805414.80; 3264582.79; -459167.99; Urbanismo; 04.81%; 800238.94; 1091791.55; -291552.61;  1.12
Prefeitura Municipal de Frutuoso Gomes - RN;  2404002;  RN;  4254; Saúde; 20.96%; 4657127.26; 3239591.90; 1417535.36; Administração; 20.52%; 977202.63; 2365325.31; -1388122.68; Urbanismo; 11.70%; 1859803.03; 1068633.28; 791169.75; Educação; 11.34%; 3074475.80; 3841382.68; -766906.88; Transporte; 09.97%; 0; 674389.33; -674389.33;  1.11
Prefeitura Municipal de Riacho Frio - PI;  2208858;  PI;  4255; Educação; 27.48%; 5464081.65; 3841062.50; 1623019.15; Saúde; 17.40%; 2280440.78; 3308114.35; -1027673.57; Transporte; 10.99%; 18414.23; 667764.42; -649350.19; Urbanismo; 10.88%; 475824.34; 1118508.63; -642684.29; Agricultura; 06.46%; 27874.00; 409218.46; -381344.46;  1.04
Prefeitura Municipal de Entre Rios do Oeste - PR;  4107538;  PR;  4255; Transporte; 22.32%; 4097409.96; 630780.59; 3466629.37; Urbanismo; 13.97%; 3218733.78; 1049274.29; 2169459.49; Saúde; 10.09%; 4842521.84; 3274534.97; 1567986.87; Comércio e Serviços; 08.12%; 1299398.83; 37457.74; 1261941.09; Administração; 06.15%; 3283492.88; 2328112.71; 955380.17;  1.04
Prefeitura Municipal de Santa Carmem - MT;  5107248;  MT;  4256; Transporte; 29.02%; 3083134.06; 638597.37; 2444536.69; Administração; 20.48%; 4033139.92; 2307742.65; 1725397.27; Educação; 17.28%; 5333417.22; 3877939.80; 1455477.42; Saúde; 08.84%; 4019463.93; 3274798.29; 744665.64; Legislativa; 04.31%; 885560.00; 522195.96; 363364.04;  1.05
Prefeitura Municipal de São José da Safira - MG;  3163003;  MG;  4258; Saneamento; 46.74%; 3809500.00; 154075.64; 3655424.36; Agricultura; 12.13%; 1346588.39; 397884.49; 948703.90; Administração; 10.62%; 1499118.80; 2329535.12; -830416.32; Urbanismo; 05.31%; 668874.04; 1083971.08; -415097.04; Saúde; 04.68%; 2918836.58; 3284757.43; -365920.85;  1.10
Prefeitura Municipal de São Bento do Trairí - RN;  2411700;  RN;  4262; Transporte; 15.24%; 3138.70; 673807.59; -670668.89; Administração; 15.06%; 1675437.24; 2338272.19; -662834.95; Saúde; 12.83%; 2755090.76; 3319598.86; -564508.10; Encargos Especiais; 12.07%; 778692.67; 247571.52; 531121.15; Urbanismo; 10.60%; 1537719.34; 1071175.01; 466544.33;  1.14
Prefeitura Municipal de Planaltina do Paraná - PR;  4119707;  PR;  4264; Saúde; 32.81%; 5044376.34; 3256928.98; 1787447.36; Administração; 16.52%; 1440381.36; 2340239.57; -899858.21; Educação; 10.42%; 3356475.28; 3924101.59; -567626.31; Legislativa; 09.91%; 0; 539967.68; -539967.68; Energia; 03.88%; 243536.12; 32214.07; 211322.05;  1.11
Prefeitura Municipal de São Valério - TO;  1720499;  TO;  4267; Administração; 19.48%; 1502059.17; 2331382.37; -829323.20; Saúde; 15.34%; 2634200.72; 3287592.40; -653391.68; Transporte; 14.56%; 2866.49; 622829.00; -619962.51; Educação; 06.61%; 4194689.37; 3913253.00; 281436.37; Previdência Social; 06.16%; 0; 262247.01; -262247.01;  1.08
Prefeitura Municipal de Senador Georgino Avelino - RN;  2413201;  RN;  4269; Educação; 19.98%; 4609204.97; 3940958.94; 668246.03; Transporte; 18.17%; 10099.46; 617581.78; -607482.32; Administração; 11.36%; 1940737.45; 2320500.07; -379762.62; Assistência Social; 09.04%; 983952.96; 681802.70; 302150.26; Previdência Social; 07.84%; 0; 262247.01; -262247.01;  1.01
Prefeitura Municipal de Arabutã - SC;  4201273;  SC;  4273; Transporte; 16.75%; 1609966.85; 583098.54; 1026868.31; Saúde; 15.21%; 4186037.21; 3253986.23; 932050.98; Urbanismo; 12.97%; 1858484.54; 1063556.37; 794928.17; Educação; 11.64%; 4648191.58; 3934710.76; 713480.82; Agricultura; 10.55%; 1044672.94; 398297.27; 646375.67;  1.12
Prefeitura Municipal de Nova Santa Rita - PI;  2207959;  PI;  4276; Saúde; 16.78%; 2472509.60; 3252357.62; -779848.02; Educação; 15.87%; 4696101.83; 3958476.83; 737625.00; Administração; 12.23%; 1774543.59; 2342884.86; -568341.27; Transporte; 11.60%; 74397.41; 613664.67; -539267.26; Urbanismo; 09.18%; 649376.90; 1075833.54; -426456.64;  1.11
Prefeitura Municipal de Severiano Melo - RN;  2413607;  RN;  4278; Saúde; 25.47%; 4569053.84; 3226987.87; 1342065.97; Educação; 19.57%; 4973679.47; 3942147.87; 1031531.60; Administração; 18.10%; 1394995.34; 2348807.13; -953811.79; Urbanismo; 07.74%; 1463818.68; 1055835.00; 407983.68; Transporte; 07.02%; 252961.43; 623124.53; -370163.10;  0.98
Prefeitura Municipal de Riacho de Santana - RN;  2410801;  RN;  4279; Transporte; 21.81%; 0; 627171.75; -627171.75; Desporto e Lazer; 20.69%; 772683.97; 177620.47; 595063.50; Previdência Social; 09.54%; 0; 274386.99; -274386.99; Urbanismo; 08.64%; 1307356.67; 1058837.13; 248519.54; Saneamento; 06.94%; 0; 199698.76; -199698.76;  1.00
Prefeitura Municipal de Pescador - MG;  3150000;  MG;  4284; Educação; 23.25%; 2852982.62; 3929122.53; -1076139.91; Urbanismo; 09.44%; 615775.21; 1052646.65; -436871.44; Transporte; 08.26%; 234887.42; 617319.44; -382432.02; Agricultura; 07.34%; 83727.21; 423482.62; -339755.41; Saúde; 05.59%; 3500037.39; 3241515.96; 258521.43;  1.46
Prefeitura Municipal de Populina - SP;  3540408;  SP;  4284; Previdência Social; 22.41%; 1863710.06; 247235.30; 1616474.76; Urbanismo; 17.59%; 2311413.76; 1042635.32; 1268778.44; Educação; 14.78%; 5000161.63; 3934387.21; 1065774.42; Saúde; 12.17%; 4105005.60; 3226953.03; 878052.57; Encargos Especiais; 05.70%; 642488.53; 231160.35; 411328.18;  1.06
Prefeitura Municipal de Lagoa dos Patos - MG;  3137304;  MG;  4285; Urbanismo; 17.12%; 518622.96; 1074552.88; -555929.92; Administração; 14.50%; 2778073.40; 2307231.26; 470842.14; Educação; 12.32%; 3567489.66; 3967523.87; -400034.21; Saúde; 09.09%; 2960761.58; 3255904.72; -295143.14; Assistência Social; 08.28%; 426832.66; 695680.53; -268847.87;  1.06
Prefeitura Municipal de Marilac - MG;  3140100;  MG;  4286; Administração; 41.70%; 5270932.40; 2266259.99; 3004672.41; Saúde; 14.04%; 2252460.55; 3263732.70; -1011272.15; Transporte; 08.25%; 17412.00; 611909.22; -594497.22; Educação; 07.99%; 3388321.40; 3963936.65; -575615.25; Agricultura; 05.69%; 0; 410081.17; -410081.17;  1.30
Prefeitura Municipal de Domingos Mourão - PI;  2203420;  PI;  4291; Saúde; 23.03%; 2157118.30; 3258273.45; -1101155.15; Educação; 17.00%; 4776035.29; 3962884.17; 813151.12; Urbanismo; 15.03%; 381736.79; 1100624.90; -718888.11; Transporte; 10.15%; 115930.08; 601191.90; -485261.82; Agricultura; 07.11%; 69009.98; 409162.31; -340152.33;  1.04
Prefeitura Municipal de Santa Cruz da Conceição - SP;  3546207;  SP;  4292; Administração; 18.12%; 3612426.06; 2279347.20; 1333078.86; Educação; 17.50%; 5233851.79; 3946682.42; 1287169.37; Transporte; 15.21%; 1699586.88; 580721.75; 1118865.13; Saneamento; 11.08%; 992960.84; 178058.84; 814902.00; Segurança Pública; 08.21%; 617009.70; 12641.34; 604368.36;  1.23
