###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Santa Cruz do Piauí - PI;  2209104;  PI;  6110; Educação; 21.93%; 2885742.95; 4379064.59; -1493321.64; Saúde; 18.64%; 2274336.07; 3543526.20; -1269190.13; Urbanismo; 10.74%; 291160.44; 1022305.31; -731144.87; Transporte; 08.43%; 7295.00; 581477.04; -574182.04; Saneamento; 05.72%; 543138.13; 153775.34; 389362.79;  1.22
Prefeitura Municipal de Córrego Fundo - MG;  3119955;  MG;  6110; Educação; 18.44%; 3319802.31; 4347685.33; -1027883.02; Administração; 15.75%; 3420877.09; 2543364.31; 877512.78; Saneamento; 13.42%; 899419.33; 151258.27; 748161.06; Transporte; 09.92%; 0; 553096.34; -553096.34; Urbanismo; 06.64%; 1384565.11; 1014338.46; 370226.65;  1.14
Prefeitura Municipal de Santa Bárbara de Goiás - GO;  5219100;  GO;  6118; Educação; 21.97%; 3623142.84; 4350406.47; -727263.63; Administração; 20.21%; 1904037.28; 2573192.61; -669155.33; Urbanismo; 13.49%; 1459800.59; 1013139.35; 446661.24; Agricultura; 05.99%; 119991.00; 318348.24; -198357.24; Legislativa; 05.73%; 664417.09; 474805.68; 189611.41;  1.07
Prefeitura Municipal de Anhembi - SP;  3502309;  SP;  6120; Educação; 25.64%; 9417355.82; 4292101.65; 5125254.17; Urbanismo; 20.56%; 5078439.61; 968404.63; 4110034.98; Habitação; 16.22%; 3264913.71; 22189.47; 3242724.24; Saúde; 09.62%; 5467393.73; 3544384.46; 1923009.27; Comércio e Serviços; 06.95%; 1408137.18; 19114.99; 1389022.19;  1.13
Prefeitura Municipal de Pacujá - CE;  2309904;  CE;  6131; Administração; 19.58%; 3603479.44; 2587760.41; 1015719.03; Educação; 15.50%; 5168738.40; 4364555.67; 804182.73; Assistência Social; 13.40%; 1283911.17; 588486.10; 695425.07; Saúde; 12.49%; 2911600.37; 3559703.66; -648103.29; Transporte; 09.85%; 8251.54; 519602.06; -511350.52;  1.03
Prefeitura Municipal de Pai Pedro - MG;  3146552;  MG;  6137; Saúde; 16.76%; 2984459.69; 3575703.11; -591243.42; Educação; 15.55%; 4922890.57; 4374276.37; 548614.20; Administração; 13.76%; 2136290.96; 2621793.54; -485502.58; Previdência Social; 09.86%; 630363.73; 282632.10; 347731.63; Encargos Especiais; 07.39%; 0; 260712.79; -260712.79;  1.23
Prefeitura Municipal de São Sebastião do Anta - MG;  3164472;  MG;  6140; Saúde; 21.58%; 2694934.84; 3572774.63; -877839.79; Urbanismo; 17.26%; 348781.54; 1051019.00; -702237.46; Educação; 16.83%; 5035516.75; 4350962.67; 684554.08; Previdência Social; 07.38%; 0; 300160.38; -300160.38; Encargos Especiais; 06.42%; 0; 261248.46; -261248.46;  1.05
Prefeitura Municipal de Petrolândia - SC;  4212700;  SC;  6140; Transporte; 17.15%; 1665345.52; 488565.93; 1176779.59; Educação; 16.68%; 3226877.25; 4371308.65; -1144431.40; Administração; 16.00%; 1500529.86; 2598652.00; -1098122.14; Urbanismo; 14.13%; 86387.63; 1055755.10; -969367.47; Agricultura; 06.83%; 767808.16; 299344.27; 468463.89;  1.13
Prefeitura Municipal de Gurinhatã - MG;  3129103;  MG;  6144; Administração; 36.67%; 4431050.87; 2554107.55; 1876943.32; Previdência Social; 19.72%; 1291874.49; 282576.23; 1009298.26; Legislativa; 07.23%; 854113.32; 483916.31; 370197.01; Orçamentárias); 06.38%; 465642.03; 139347.03; 326295.00; Educação; 05.27%; 4115254.56; 4385166.90; -269912.34;  0.98
Prefeitura Municipal de Anchieta - SC;  4200804;  SC;  6145; Administração; 28.42%; 1265436.85; 2596815.29; -1331378.44; Saúde; 11.68%; 4107514.04; 3560608.41; 546905.63; Transporte; 11.38%; 1018123.08; 484953.83; 533169.25; Urbanismo; 09.18%; 605024.96; 1034976.34; -429951.38; Agricultura; 07.40%; 636245.99; 289762.86; 346483.13;  1.06
Prefeitura Municipal de Gonzaga - MG;  3127503;  MG;  6148; Transporte; 16.02%; 0; 551892.65; -551892.65; Legislativa; 14.48%; 0; 499054.46; -499054.46; Previdência Social; 09.84%; 0; 339122.67; -339122.67; Urbanismo; 09.15%; 1347366.41; 1031915.46; 315450.95; Saúde; 08.92%; 3262284.80; 3569651.96; -307367.16;  1.19
Prefeitura Municipal de Ouro Verde de Minas - MG;  3146206;  MG;  6148; Educação; 20.68%; 3253042.22; 4499461.94; -1246419.72; Saúde; 14.16%; 2708082.40; 3561438.19; -853355.79; Administração; 12.74%; 1751250.71; 2518997.52; -767746.81; Urbanismo; 08.76%; 523727.07; 1051913.62; -528186.55; Essencial à Justiça; 06.23%; 377074.65; 1338.08; 375736.57;  1.01
Prefeitura Municipal de Santa Filomena - PI;  2209203;  PI;  6150; Administração; 26.07%; 3591984.87; 2508229.11; 1083755.76; Saúde; 20.90%; 2688436.51; 3557204.80; -868768.29; Transporte; 09.27%; 167871.47; 553310.62; -385439.15; Urbanismo; 08.35%; 1374778.69; 1027811.10; 346967.59; Previdência Social; 07.69%; 0; 319702.09; -319702.09;  1.03
Prefeitura Municipal de Graça Aranha - MA;  2104701;  MA;  6151; Saúde; 23.07%; 1963578.61; 3584330.77; -1620752.16; Urbanismo; 12.72%; 161912.50; 1055241.86; -893329.36; Educação; 12.69%; 3622479.58; 4514074.81; -891595.23; Transporte; 07.89%; 4800.00; 558906.74; -554106.74; Legislativa; 07.03%; 0; 494052.65; -494052.65;  1.07
Prefeitura Municipal de Taiaçu - SP;  3553104;  SP;  6153; Urbanismo; 17.41%; 557261.43; 1044873.62; -487612.19; Agricultura; 10.21%; 0; 285827.55; -285827.55; Previdência Social; 09.92%; 575596.94; 297902.19; 277694.75; Saúde; 07.46%; 3730714.86; 3521797.16; 208917.70; Orçamentárias); 07.34%; 349545.78; 143929.31; 205616.47;  1.22
Prefeitura Municipal de Campina das Missões - RS;  4303707;  RS;  6156; Educação; 20.21%; 3297248.15; 4545883.48; -1248635.33; Orçamentárias); 19.19%; 1315661.21; 130127.66; 1185533.55; Previdência Social; 16.44%; 1311919.09; 295771.62; 1016147.47; Saúde; 11.46%; 2816652.18; 3524948.80; -708296.62; Urbanismo; 09.20%; 491181.71; 1059741.25; -568559.54;  1.00
Prefeitura Municipal de Baixio - CE;  2301802;  CE;  6165; Assistência Social; 18.66%; 1267631.87; 612167.15; 655464.72; Transporte; 15.30%; 0; 537555.57; -537555.57; Educação; 14.23%; 5032127.54; 4532279.11; 499848.43; Saúde; 13.95%; 3031375.42; 3521187.32; -489811.90; Encargos Especiais; 06.85%; 0; 240738.66; -240738.66;  1.10
Prefeitura Municipal de Sertão Santana - RS;  4320552;  RS;  6166; Administração; 32.13%; 4794972.44; 2523101.81; 2271870.63; Orçamentárias); 12.28%; 1003014.47; 134594.04; 868420.43; Urbanismo; 10.38%; 323026.07; 1056687.56; -733661.49; Saúde; 07.93%; 2957681.00; 3518176.79; -560495.79; Educação; 07.78%; 3983755.44; 4534092.37; -550336.93;  1.01
Prefeitura Municipal de Itambé - PR;  4111100;  PR;  6173; Educação; 24.60%; 2822667.95; 4543998.34; -1721330.39; Trabalho; 16.01%; 1131262.33; 10903.44; 1120358.89; Saúde; 07.93%; 4066007.80; 3511180.57; 554827.23; Transporte; 07.67%; 0; 536776.60; -536776.60; Legislativa; 07.01%; 0; 490784.88; -490784.88;  1.49
Prefeitura Municipal de São João do Sabugi - RN;  2412104;  RN;  6174; Saneamento; 30.84%; 2882797.66; 304062.66; 2578735.00; Saúde; 13.49%; 2379364.59; 3506974.57; -1127609.98; Educação; 13.26%; 3427201.60; 4536152.52; -1108950.92; Administração; 13.10%; 1505614.22; 2600858.54; -1095244.32; Urbanismo; 06.35%; 1565012.07; 1033816.91; 531195.16;  1.05
Prefeitura Municipal de Bernardo do Mearim - MA;  2101939;  MA;  6176; Administração; 19.09%; 1737951.74; 2577149.66; -839197.92; Legislativa; 11.35%; 0; 498931.68; -498931.68; Educação; 10.96%; 4035319.18; 4516973.36; -481654.18; Saúde; 09.85%; 3904846.10; 3471700.60; 433145.50; Transporte; 08.93%; 148790.07; 541302.26; -392512.19;  1.01
Prefeitura Municipal de Estação - RS;  4307559;  RS;  6178; Educação; 24.01%; 3019340.32; 4506530.98; -1487190.66; Urbanismo; 11.66%; 309952.28; 1032279.20; -722326.92; Administração; 10.90%; 3213620.52; 2538604.27; 675016.25; Orçamentárias); 10.42%; 773665.18; 128386.30; 645278.88; Encargos Especiais; 10.32%; 881915.30; 243026.44; 638888.86;  1.10
Prefeitura Municipal de São José de Caiana - PB;  2514305;  PB;  6179; Administração; 22.17%; 1405080.20; 2559011.55; -1153931.35; Educação; 20.48%; 5553303.41; 4487240.67; 1066062.74; Transporte; 11.42%; 0; 594731.21; -594731.21; Urbanismo; 09.76%; 542974.54; 1050779.53; -507804.99; Saneamento; 06.58%; 0; 342537.62; -342537.62;  1.07
Prefeitura Municipal de Palmeiras do Tocantins - TO;  1713809;  TO;  6180; Saúde; 25.89%; 1801102.07; 3482997.48; -1681895.41; Educação; 14.64%; 3588184.53; 4539018.49; -950833.96; Administração; 11.96%; 1790797.75; 2567796.58; -776998.83; Urbanismo; 11.35%; 293879.25; 1031245.98; -737366.73; Transporte; 08.82%; 0; 572599.10; -572599.10;  1.05
Prefeitura Municipal de Mundo Novo - GO;  5214051;  GO;  6180; Administração; 20.02%; 3818835.51; 2555488.47; 1263347.04; Agricultura; 17.34%; 1402110.84; 307604.25; 1094506.59; Desporto e Lazer; 10.81%; 797778.29; 115363.96; 682414.33; Assistência Social; 07.90%; 1112883.55; 614368.46; 498515.09; Urbanismo; 06.82%; 1425392.35; 995041.72; 430350.63;  1.10
Prefeitura Municipal de Santo Antônio de Lisboa - PI;  2209401;  PI;  6182; Educação; 20.40%; 3182592.56; 4601820.12; -1419227.56; Saúde; 18.94%; 2159003.37; 3476528.91; -1317525.54; Administração; 13.57%; 1648690.56; 2593005.54; -944314.98; Urbanismo; 13.03%; 117169.34; 1023884.02; -906714.68; Transporte; 08.14%; 1505.00; 567754.72; -566249.72;  1.20
Prefeitura Municipal de Rio do Campo - SC;  4214508;  SC;  6185; Educação; 19.35%; 3035740.10; 4614770.84; -1579030.74; Orçamentárias); 13.56%; 1228721.18; 121885.50; 1106835.68; Previdência Social; 13.41%; 1394269.72; 299703.47; 1094566.25; Saúde; 11.03%; 2568731.06; 3468864.64; -900133.58; Administração; 08.13%; 1915432.99; 2578626.22; -663193.23;  1.01
Prefeitura Municipal de Bela Vista do Toldo - SC;  4202131;  SC;  6191; Educação; 29.82%; 6949757.21; 4579434.54; 2370322.67; Urbanismo; 17.80%; 2379775.94; 965178.78; 1414597.16; Administração; 14.13%; 1470723.27; 2593739.87; -1123016.60; Transporte; 07.43%; 0; 590883.28; -590883.28; Previdência Social; 04.11%; 0; 326463.96; -326463.96;  1.14
Prefeitura Municipal de Colômbia - SP;  3512100;  SP;  6196; Saúde; 28.24%; 8752752.55; 3304432.50; 5448320.05; Educação; 26.51%; 9650895.64; 4537029.54; 5113866.10; Urbanismo; 17.19%; 4248343.10; 932045.80; 3316297.30; Encargos Especiais; 05.31%; 1267855.68; 243163.68; 1024692.00; Legislativa; 03.98%; 1243808.83; 475367.80; 768441.03;  1.11
Prefeitura Municipal de Afonso Cunha - MA;  2100105;  MA;  6197; Educação; 44.07%; 8627706.88; 4528940.15; 4098766.73; Administração; 24.14%; 4785743.88; 2540372.60; 2245371.28; Legislativa; 05.33%; 0; 495978.82; -495978.82; Transporte; 05.04%; 117000.00; 586001.86; -469001.86; Saneamento; 03.64%; 0; 338541.41; -338541.41;  1.11
Prefeitura Municipal de São José da Vitória - BA;  2929354;  BA;  6202; Saúde; 26.00%; 2461525.79; 3377104.83; -915579.04; Transporte; 16.52%; 0; 581607.52; -581607.52; Agricultura; 08.57%; 33148.00; 334973.20; -301825.20; Previdência Social; 08.28%; 39770.83; 331172.22; -291401.39; Saneamento; 06.91%; 92212.28; 335683.75; -243471.47;  1.04
Prefeitura Municipal de Paraíso - SP;  3535705;  SP;  6207; Saúde; 26.03%; 5681016.52; 3313891.69; 2367124.83; Educação; 23.79%; 6649835.31; 4486101.79; 2163733.52; Previdência Social; 14.60%; 1626193.35; 298010.97; 1328182.38; Cultura; 08.43%; 901448.63; 134424.45; 767024.18; Urbanismo; 05.31%; 1457350.31; 974356.52; 482993.79;  1.00
Prefeitura Municipal de Nortelândia - MT;  5106000;  MT;  6209; Educação; 25.18%; 3321691.01; 4549204.60; -1227513.59; Administração; 11.60%; 3095592.24; 2529966.65; 565625.59; Urbanismo; 11.34%; 419138.89; 971856.82; -552717.93; Transporte; 08.80%; 994314.32; 565124.28; 429190.04; Orçamentárias); 08.68%; 556647.04; 133386.47; 423260.57;  1.09
Prefeitura Municipal de Igaracy - PB;  2502607;  PB;  6210; Administração; 25.75%; 1512946.31; 2547433.12; -1034486.81; Transporte; 14.38%; 0; 577711.86; -577711.86; Saúde; 08.80%; 3022403.44; 3375731.23; -353327.79; Previdência Social; 08.50%; 669475.91; 328220.26; 341255.65; Saneamento; 08.32%; 6269.67; 340529.78; -334260.11;  1.17
Prefeitura Municipal de São João do Oeste - SC;  4216255;  SC;  6211; Agricultura; 24.87%; 2165529.99; 320048.05; 1845481.94; Transporte; 21.24%; 2122896.65; 546943.30; 1575953.35; Administração; 11.02%; 1711817.69; 2529867.97; -818050.28; Educação; 08.92%; 3809100.09; 4471361.07; -662260.98; Saneamento; 07.16%; 856921.14; 325304.01; 531617.13;  1.01
Prefeitura Municipal de Serraria - PB;  2515906;  PB;  6218; Educação; 19.21%; 3519139.68; 4483587.75; -964448.07; Urbanismo; 19.06%; 23759.94; 980605.24; -956845.30; Saúde; 12.28%; 2749662.49; 3366308.37; -616645.88; Transporte; 09.92%; 77860.00; 575806.19; -497946.19; Administração; 07.11%; 2876963.50; 2519741.22; 357222.28;  1.17
Prefeitura Municipal de São Felipe D'Oeste - RO;  1101484;  RO;  6219; Urbanismo; 23.47%; 62687.39; 996240.88; -933553.49; Transporte; 18.00%; 1282406.60; 566365.81; 716040.79; Agricultura; 09.28%; 711629.14; 342415.03; 369214.11; Saúde; 08.72%; 2998007.13; 3344950.82; -346943.69; Previdência Social; 08.20%; 0; 326149.96; -326149.96;  1.05
Prefeitura Municipal de Patos do Piauí - PI;  2207777;  PI;  6223; Saúde; 15.30%; 2699331.42; 3353536.35; -654204.93; Administração; 14.83%; 1867109.81; 2501345.78; -634235.97; Educação; 12.73%; 3956903.58; 4501314.50; -544410.92; Transporte; 11.11%; 108685.97; 583769.83; -475083.86; Previdência Social; 07.63%; 0; 326149.96; -326149.96;  1.06
Prefeitura Municipal de Enéas Marques - PR;  4107405;  PR;  6223; Educação; 22.53%; 3328142.16; 4579800.66; -1251658.50; Transporte; 17.64%; 1543274.74; 563275.70; 979999.04; Legislativa; 09.11%; 0; 506215.31; -506215.31; Agricultura; 07.90%; 785245.99; 346266.43; 438979.56; Encargos Especiais; 06.21%; 600071.15; 255170.69; 344900.46;  1.18
Prefeitura Municipal de Ijaci - MG;  3130408;  MG;  6225; Saúde; 42.40%; 6478478.94; 3280427.12; 3198051.82; Urbanismo; 20.61%; 2502709.45; 948271.32; 1554438.13; Educação; 07.34%; 5100011.08; 4546735.03; 553276.05; Administração; 04.46%; 2803759.57; 2467271.69; 336487.88; Previdência Social; 03.87%; 604343.54; 312732.98; 291610.56;  1.00
Prefeitura Municipal de Itirapuã - SP;  3523701;  SP;  6232; Gestão Ambiental; 17.94%; 1084670.60; 58953.93; 1025716.67; Educação; 13.59%; 5244992.64; 4468301.26; 776691.38; Administração; 12.59%; 3164970.55; 2445406.44; 719564.11; Urbanismo; 10.28%; 1486580.98; 899122.14; 587458.84; Legislativa; 08.59%; 0; 490823.40; -490823.40;  1.05
Prefeitura Municipal de Jaci - SP;  3524501;  SP;  6233; Saúde; 22.35%; 4094601.25; 3269525.45; 825075.80; Previdência Social; 11.63%; 740110.21; 310793.46; 429316.75; Desporto e Lazer; 08.65%; 440793.41; 121518.75; 319274.66; Urbanismo; 07.60%; 1181320.99; 900818.77; 280502.22; Transporte; 06.11%; 349459.84; 574879.37; -225419.53;  1.13
Prefeitura Municipal de Anta Gorda - RS;  4300703;  RS;  6235; Transporte; 20.91%; 2500011.01; 540556.90; 1959454.11; Educação; 17.55%; 2823825.24; 4468730.12; -1644904.88; Administração; 14.87%; 1073598.67; 2466905.49; -1393306.82; Previdência Social; 08.65%; 1107599.39; 296538.41; 811060.98; Orçamentárias); 08.42%; 915377.17; 126459.09; 788918.08;  1.30
Prefeitura Municipal de Colônia do Gurguéia - PI;  2202752;  PI;  6238; Educação; 22.44%; 5528534.75; 4469628.36; 1058906.39; Administração; 21.88%; 1426993.33; 2459462.23; -1032468.90; Transporte; 11.81%; 8754.20; 566104.06; -557349.86; Saneamento; 05.67%; 49819.23; 317238.33; -267419.10; Agricultura; 05.23%; 104138.98; 350932.76; -246793.78;  1.00
Prefeitura Municipal de Juti - MS;  5005152;  MS;  6241; Saúde; 23.83%; 5186327.31; 3253033.69; 1933293.62; Administração; 21.23%; 4150292.11; 2427897.15; 1722394.96; Assistência Social; 13.24%; 1676472.96; 602547.06; 1073925.90; Educação; 09.74%; 5256326.63; 4466339.17; 789987.46; Saneamento; 06.80%; 867392.85; 315948.29; 551444.56;  1.18
Prefeitura Municipal de Orindiúva - SP;  3534203;  SP;  6244; Educação; 34.35%; 9603473.04; 4411288.82; 5192184.22; Saúde; 22.06%; 6578050.09; 3243156.35; 3334893.74; Urbanismo; 11.82%; 2711308.92; 924561.29; 1786747.63; Previdência Social; 10.48%; 1870725.88; 285985.31; 1584740.57; Administração; 06.37%; 3371151.05; 2407509.28; 963641.77;  1.05
Prefeitura Municipal de Rio das Antas - SC;  4214409;  SC;  6245; Transporte; 41.68%; 3691635.35; 480812.96; 3210822.39; Administração; 12.27%; 1519494.42; 2464668.44; -945174.02; Assistência Social; 09.07%; 1308664.72; 609580.49; 699084.23; Orçamentárias); 06.45%; 662768.01; 166080.56; 496687.45; Previdência Social; 06.21%; 795650.46; 317317.19; 478333.27;  1.07
Prefeitura Municipal de Silvianópolis - MG;  3167400;  MG;  6249; Administração; 28.47%; 981920.81; 2466982.58; -1485061.77; Educação; 15.40%; 3690257.11; 4493228.87; -802971.76; Saúde; 13.34%; 2573028.03; 3268797.59; -695769.56; Transporte; 07.07%; 889679.76; 520848.16; 368831.60; Assistência Social; 05.67%; 327078.70; 622886.20; -295807.50;  1.08
Prefeitura Municipal de Ibiracatu - MG;  3129657;  MG;  6250; Urbanismo; 17.83%; 163875.80; 940035.20; -776159.40; Legislativa; 11.03%; 0; 480095.94; -480095.94; Educação; 10.23%; 4103121.35; 4548333.02; -445211.67; Transporte; 08.61%; 153493.86; 528200.99; -374707.13; Previdência Social; 07.39%; 0; 321499.41; -321499.41;  1.16
Prefeitura Municipal de São Sebastião do Oeste - MG;  3164605;  MG;  6255; Previdência Social; 15.06%; 1013233.38; 310435.83; 702797.55; Administração; 12.96%; 1885756.18; 2490602.96; -604846.78; Orçamentárias); 10.70%; 665565.77; 166040.60; 499525.17; Educação; 09.90%; 5028945.44; 4566943.65; 462001.79; Saúde; 08.82%; 3700696.87; 3288951.07; 411745.80;  0.98
Prefeitura Municipal de Barra do Rocha - BA;  2903102;  BA;  6261; Administração; 35.43%; 5208607.33; 2448910.20; 2759697.13; Saúde; 26.06%; 1322714.35; 3352763.08; -2030048.73; Transporte; 07.16%; 0; 557409.04; -557409.04; Educação; 05.96%; 4135665.15; 4600090.92; -464425.77; Agricultura; 04.42%; 0; 344624.69; -344624.69;  1.12
Prefeitura Municipal de Itumirim - MG;  3134301;  MG;  6263; Educação; 32.94%; 2409015.24; 4612030.20; -2203014.96; Administração; 18.71%; 1273394.92; 2524470.16; -1251075.24; Saúde; 08.09%; 2796476.87; 3337687.34; -541210.47; Legislativa; 05.74%; 98363.23; 481993.01; -383629.78; Transporte; 05.00%; 213147.80; 547747.36; -334599.56;  1.00
Prefeitura Municipal de Ichu - BA;  2913309;  BA;  6265; Saúde; 13.89%; 3934713.13; 3323789.12; 610924.01; Transporte; 12.44%; 828.00; 547786.25; -546958.25; Educação; 10.48%; 4124051.09; 4584818.66; -460767.57; Urbanismo; 08.95%; 608321.79; 1002052.08; -393730.29; Agricultura; 08.35%; 693907.96; 326781.38; 367126.58;  1.08
Prefeitura Municipal de Cacaulândia - RO;  1100601;  RO;  6268; Saneamento; 74.56%; 10934905.06; 163978.28; 10770926.78; Administração; 08.99%; 3763522.60; 2464955.57; 1298567.03; Urbanismo; 02.40%; 655925.40; 1003275.38; -347349.98; Transporte; 01.91%; 812753.28; 536187.32; 276565.96; Legislativa; 01.88%; 744222.78; 473294.17; 270928.61;  1.10
Prefeitura Municipal de Chuí - RS;  4305439;  RS;  6269; Educação; 21.39%; 2877994.30; 4564572.19; -1686577.89; Administração; 19.52%; 3997500.09; 2458142.63; 1539357.46; Saúde; 15.97%; 2084944.78; 3344412.78; -1259468.00; Urbanismo; 09.75%; 235388.63; 1004668.39; -769279.76; Transporte; 07.06%; 0; 557098.09; -557098.09;  1.20
Prefeitura Municipal de Aiuruoca - MG;  3101201;  MG;  6274; Educação; 20.75%; 3424709.02; 4574711.55; -1150002.53; Saúde; 15.69%; 2500059.65; 3369602.68; -869543.03; Administração; 10.45%; 1918098.73; 2497357.45; -579258.72; Urbanismo; 09.37%; 480161.77; 999406.85; -519245.08; Comércio e Serviços; 06.93%; 402732.58; 18572.11; 384160.47;  1.07
Prefeitura Municipal de Caibi - SC;  4203105;  SC;  6274; Agricultura; 20.40%; 1820956.75; 319886.05; 1501070.70; Educação; 19.19%; 3186687.48; 4599367.26; -1412679.78; Transporte; 10.84%; 1344429.90; 546565.72; 797864.18; Administração; 08.38%; 1883565.10; 2500027.86; -616462.76; Urbanismo; 08.25%; 1611579.67; 1004642.13; 606937.54;  1.08
Prefeitura Municipal de Potiretama - CE;  2311231;  CE;  6278; Transporte; 23.64%; 2360398.74; 527413.49; 1832985.25; Administração; 16.79%; 1188443.59; 2490126.65; -1301683.06; Educação; 15.39%; 5770048.53; 4576557.11; 1193491.42; Urbanismo; 13.77%; 2096069.77; 1028322.57; 1067747.20; Assistência Social; 04.19%; 297213.69; 621789.75; -324576.06;  0.99
Prefeitura Municipal de Maturéia - PB;  2509396;  PB;  6283; Educação; 20.23%; 5577444.99; 4572138.37; 1005306.62; Saúde; 14.73%; 2629321.37; 3361713.78; -732392.41; Urbanismo; 13.18%; 392388.03; 1047350.74; -654962.71; Transporte; 11.62%; 22181.00; 599950.89; -577769.89; Previdência Social; 06.64%; 0; 330137.34; -330137.34;  1.12
Prefeitura Municipal de Sertão - RS;  4320503;  RS;  6285; Educação; 27.59%; 6495240.45; 4567598.55; 1927641.90; Administração; 20.60%; 3906162.95; 2467210.36; 1438952.59; Urbanismo; 14.63%; 27632.59; 1050025.65; -1022393.06; Legislativa; 07.03%; 0; 490826.21; -490826.21; Saúde; 05.74%; 3755855.87; 3354946.24; 400909.63;  1.16
Prefeitura Municipal de Pouso Alto - MG;  3152600;  MG;  6291; Administração; 22.53%; 3251636.49; 2455392.07; 796244.42; Educação; 10.98%; 4213704.86; 4601738.84; -388033.98; Urbanismo; 09.50%; 710737.74; 1046408.96; -335671.22; Previdência Social; 09.33%; 0; 329562.06; -329562.06; Agricultura; 08.32%; 60517.79; 354562.24; -294044.45;  1.01
Prefeitura Municipal de Jandaia - GO;  5211701;  GO;  6291; Saúde; 13.10%; 4451962.74; 3367104.32; 1084858.42; Previdência Social; 12.86%; 1371665.33; 306563.72; 1065101.61; Cultura; 11.71%; 1111267.73; 141575.19; 969692.54; Administração; 10.68%; 3346758.21; 2461963.26; 884794.95; Transporte; 10.38%; 1462375.27; 602944.12; 859431.15;  1.05
Prefeitura Municipal de Santa Maria do Herval - RS;  4316956;  RS;  6295; Transporte; 14.33%; 1197089.70; 615604.26; 581485.44; Urbanismo; 13.17%; 556879.98; 1091369.77; -534489.79; Assistência Social; 12.05%; 133428.14; 622603.18; -489175.04; Educação; 09.45%; 4256491.19; 4639989.68; -383498.49; Saúde; 09.34%; 3008786.97; 3387795.43; -379008.46;  1.02
Prefeitura Municipal de São Pedro - RN;  2412708;  RN;  6296; Saúde; 20.61%; 2361472.67; 3396977.62; -1035504.95; Administração; 16.47%; 1660082.26; 2487811.85; -827729.59; Transporte; 12.43%; 19149.19; 643712.24; -624563.05; Educação; 08.41%; 4173507.00; 4596332.59; -422825.59; Previdência Social; 06.09%; 0; 306240.80; -306240.80;  1.04
Prefeitura Municipal de Fazenda Nova - GO;  5207600;  GO;  6298; Educação; 30.15%; 2903349.45; 4534391.53; -1631042.08; Agricultura; 11.25%; 947313.56; 338698.97; 608614.59; Desporto e Lazer; 08.10%; 576223.64; 138166.58; 438057.06; Saúde; 06.94%; 2928096.54; 3303448.45; -375351.91; Assistência Social; 06.31%; 946966.69; 605396.55; 341570.14;  1.03
Prefeitura Municipal de Massapê do Piauí - PI;  2206050;  PI;  6305; Saúde; 19.32%; 2261728.40; 3311207.77; -1049479.37; Administração; 18.41%; 1453873.52; 2453926.41; -1000052.89; Educação; 11.55%; 5066785.99; 4439740.16; 627045.83; Assistência Social; 09.63%; 1123843.64; 600887.48; 522956.16; Transporte; 08.29%; 194630.52; 644964.42; -450333.90;  1.02
Prefeitura Municipal de Ibema - PR;  4109757;  PR;  6306; Transporte; 16.10%; 1350676.55; 635412.08; 715264.47; Educação; 14.06%; 3807440.93; 4432432.81; -624991.88; Saúde; 11.17%; 2820023.44; 3316255.13; -496231.69; Assistência Social; 08.09%; 958821.36; 599312.24; 359509.12; Previdência Social; 07.17%; 9214.00; 327946.64; -318732.64;  1.03
Prefeitura Municipal de Passo do Sobrado - RS;  4314076;  RS;  6307; Agricultura; 18.24%; 1516830.27; 337829.62; 1179000.65; Urbanismo; 15.20%; 8800.04; 991031.39; -982231.35; Saúde; 13.09%; 4118480.93; 3272242.31; 846238.62; Orçamentárias); 11.76%; 886473.10; 126404.96; 760068.14; Transporte; 10.01%; 12157.50; 659320.86; -647163.36;  1.04
Prefeitura Municipal de Santa Helena de Minas - MG;  3157658;  MG;  6309; Educação; 34.57%; 2355842.87; 4424066.53; -2068223.66; Saúde; 15.09%; 2389032.66; 3291658.97; -902626.31; Transporte; 08.50%; 161092.75; 669590.76; -508498.01; Previdência Social; 06.59%; 681855.06; 287443.06; 394412.00; Urbanismo; 06.44%; 607444.03; 992683.43; -385239.40;  1.08
Prefeitura Municipal de Águas de Chapecó - SC;  4200507;  SC;  6313; Educação; 29.88%; 2577057.25; 4465762.61; -1888705.36; Administração; 15.90%; 1459160.27; 2464137.18; -1004976.91; Transporte; 12.09%; 1440685.94; 676676.62; 764009.32; Agricultura; 10.58%; 1041878.17; 373219.73; 668658.44; Assistência Social; 04.95%; 913516.93; 600466.43; 313050.50;  1.12
